County,Agency,Sworn,Reserve,Dispatcher,Total
HUMBOLDT COUNTY,HUMBOLDT CO SD,171,25,13,209
HUMBOLDT COUNTY,HUMBOLDT DEPT WELFARE/INVEST,8,0,0,8
HUMBOLDT COUNTY,RIO DELL PD,5,2,0,7
IMPERIAL COUNTY,BRAWLEY PD,32,0,9,41
IMPERIAL COUNTY,CALEXICO PD,38,5,7,50
IMPERIAL COUNTY,CALIPATRIA PD,7,6,0,13
IMPERIAL COUNTY,EL CENTRO PD,49,6,9,64
IMPERIAL COUNTY,IMPERIAL CO DA,12,0,0,12
IMPERIAL COUNTY,IMPERIAL CO SD,95,20,12,127
IMPERIAL COUNTY,IMPERIAL PD,14,7,0,21
IMPERIAL COUNTY,WESTMORLAND PD,5,5,0,10
INYO COUNTY,BISHOP PD,12,5,6,23
INYO COUNTY,INYO CO DA,3,0,0,3
INYO COUNTY,INYO COUNTY SD,38,12,6,56
KERN COUNTY,ARVIN PD,17,4,5,26
KERN COUNTY,BAKERSFIELD PD,343,20,35,398
KERN COUNTY,BEAR VALLEY PD,7,4,9,20
KERN COUNTY,CALIFORNIA CITY PD,13,7,5,25
KERN COUNTY,CSU BAKERSFIELD DPS,11,0,4,15
KERN COUNTY,DELANO PD,43,4,6,53
KERN COUNTY,KERN CO DA,22,0,0,22
KERN COUNTY,KERN CO-DEPT OF PARKS & REC,10,1,0,11
KERN COUNTY,KERN COUNTY SD,919,87,41,1047
KERN COUNTY,KERN HIGH SCHOOL DISTRICT PD,22,1,0,23
KERN COUNTY,MCFARLAND PD,13,8,7,28
KERN COUNTY,RIDGECREST PD,33,9,5,47
KERN COUNTY,SHAFTER PD,22,3,6,31
KERN COUNTY,STALLION SPRINGS PD,3,0,0,3
KERN COUNTY,TAFT PD,17,5,5,27
KERN COUNTY,TEHACHAPI PD,14,5,0,19
KINGS COUNTY,AVENAL PD,15,1,0,16
KINGS COUNTY,CORCORAN PD,18,2,5,25
KINGS COUNTY,HANFORD PD,51,7,16,74
KINGS COUNTY,KINGS CO DA,12,1,0,13
KINGS COUNTY,KINGS CO SD,75,6,17,98
KINGS COUNTY,"KINGS CO-HUMAN SVCS,WELFARE FD",6,0,0,6
KINGS COUNTY,LEMOORE PD,28,3,0,31
LAKE COUNTY,CLEARLAKE PD,21,1,5,27
LAKE COUNTY,LAKE CO DA,6,0,0,6
LAKE COUNTY,LAKE CO SD,53,1,11,65
LAKE COUNTY,LAKEPORT PD,9,2,0,11
LASSEN COUNTY,LASSEN CO DA,1,0,0,1
LASSEN COUNTY,LASSEN CO SD,28,19,7,54
LASSEN COUNTY,SUSANVILLE PD,15,2,0,17
LOS ANGELES COUNTY,ALHAMBRA PD,80,8,14,102
LOS ANGELES COUNTY,ARCADIA PD,65,12,11,88
LOS ANGELES COUNTY,AZUSA PD,60,4,11,75
LOS ANGELES COUNTY,BALDWIN PARK PD,67,3,10,80
LOS ANGELES COUNTY,BELL GARDENS PD,49,0,6,55
LOS ANGELES COUNTY,BELL PD,30,8,6,44
LOS ANGELES COUNTY,BEVERLY HILLS PD,112,18,17,147
LOS ANGELES COUNTY,BURBANK AIRPORT AUTH PD,29,0,0,29
LOS ANGELES COUNTY,BURBANK PD,149,12,14,175
LOS ANGELES COUNTY,BURLINGTON NORTHRN SANTA FE RR,28,0,0,28
LOS ANGELES COUNTY,CA DEPT CORPORATIONS,3,0,0,3
LOS ANGELES COUNTY,CA DEPT INDUSTRIAL RELATIONS,6,0,0,6
LOS ANGELES COUNTY,CERRITOS CCD PD,10,0,0,10
LOS ANGELES COUNTY,CLAREMONT PD,37,3,7,47
LOS ANGELES COUNTY,COMPTON UNIF SCH DIST PD,28,0,0,28
LOS ANGELES COUNTY,COVINA PD,55,0,12,67
LOS ANGELES COUNTY,CSU DOMINGUEZ HILLS DPS,17,0,6,23
LOS ANGELES COUNTY,CSU LONG BEACH PD,25,0,8,33
LOS ANGELES COUNTY,CSU LOS ANGELES DPS,17,0,8,25
LOS ANGELES COUNTY,CSU NORTHRIDGE DPS,23,0,4,27
LOS ANGELES COUNTY,CSU POMONA DPS,18,0,5,23
LOS ANGELES COUNTY,CULVER CITY PD,101,20,9,130
LOS ANGELES COUNTY,DOWNEY PD,105,1,15,121
LOS ANGELES COUNTY,EL CAMINO CCD PD,24,0,4,28
LOS ANGELES COUNTY,EL MONTE PD,117,59,16,192
LOS ANGELES COUNTY,EL SEGUNDO PD,60,0,0,60
LOS ANGELES COUNTY,GARDENA PD,92,9,0,101
LOS ANGELES COUNTY,GLENDALE CCD PD,9,0,0,9
LOS ANGELES COUNTY,GLENDALE PD,241,14,27,282
LOS ANGELES COUNTY,GLENDORA PD,50,6,14,70
LOS ANGELES COUNTY,HACIENDA LA PUENTE USD,6,0,0,6
LOS ANGELES COUNTY,HAWTHORNE PD,93,6,0,99
LOS ANGELES COUNTY,HERMOSA BEACH PD,34,2,0,36
LOS ANGELES COUNTY,HUNTINGTON PARK PD,65,8,9,82
LOS ANGELES COUNTY,INGLEWOOD PD,174,0,21,195
LOS ANGELES COUNTY,INGLEWOOD UNIF SCH DIST PD,5,4,0,9
LOS ANGELES COUNTY,IRWINDALE PD,26,3,7,36
LOS ANGELES COUNTY,LA VERNE PD,40,16,9,65
LOS ANGELES COUNTY,LONG BEACH PD,795,46,57,898
LOS ANGELES COUNTY,LOS ANGELES CITY DPT GEN SVCS,92,0,9,101
LOS ANGELES COUNTY,LOS ANGELES CITY HOUSING AUTH,1,0,0,1
LOS ANGELES COUNTY,LOS ANGELES CITY PARK RANGER,12,0,0,12
LOS ANGELES COUNTY,LOS ANGELES CO CORONER,46,0,0,46
LOS ANGELES COUNTY,LOS ANGELES CO DA,265,0,1,266
LOS ANGELES COUNTY,LOS ANGELES CO SD,9278,905,545,10728
LOS ANGELES COUNTY,LOS ANGELES PD,9931,435,562,10928
LOS ANGELES COUNTY,LOS ANGELES PORT PD,122,3,6,131
LOS ANGELES COUNTY,LOS ANGELES SCHOOL PD,354,0,0,354
LOS ANGELES COUNTY,LOS ANGELES WORLD AIRPORTS PD,498,0,0,498
LOS ANGELES COUNTY,MANHATTAN BEACH PD,60,5,0,65
LOS ANGELES COUNTY,MONROVIA PD,46,5,9,60
LOS ANGELES COUNTY,MONTEBELLO PD,67,18,13,98
LOS ANGELES COUNTY,MONTEBELLO UNIFIED SCHOOL DIST,3,2,0,5
LOS ANGELES COUNTY,MONTEREY PARK PD,67,27,13,107
LOS ANGELES COUNTY,PALOS VERDES ESTATES PD,23,18,10,51
LOS ANGELES COUNTY,PASADENA CITY CCD PD,7,1,4,12
LOS ANGELES COUNTY,PASADENA PD,232,20,32,284
LOS ANGELES COUNTY,POMONA PD,149,12,27,188
LOS ANGELES COUNTY,REDONDO BEACH PD,87,15,15,117
LOS ANGELES COUNTY,SAN FERNANDO PD,28,19,6,53
LOS ANGELES COUNTY,SAN GABRIEL PD,52,6,4,62
LOS ANGELES COUNTY,SAN MARINO PD,25,1,7,33
LOS ANGELES COUNTY,SANTA MONICA CCD PD,12,0,4,16
LOS ANGELES COUNTY,SANTA MONICA PD,202,0,12,214
LOS ANGELES COUNTY,SIERRA MADRE PD,15,6,4,25
LOS ANGELES COUNTY,SIGNAL HILL PD,35,2,8,45
LOS ANGELES COUNTY,SOUTH BAY REG PUB COMM AUTH,0,0,50,50
LOS ANGELES COUNTY,SOUTH GATE PD,68,3,9,80
LOS ANGELES COUNTY,SOUTH PASADENA PD,34,17,9,60
LOS ANGELES COUNTY,TORRANCE PD,209,0,23,232
LOS ANGELES COUNTY,UC LOS ANGELES PD,53,0,13,66
LOS ANGELES COUNTY,UNION PACIFIC RAILROAD,59,0,0,59
LOS ANGELES COUNTY,VERNON PD,47,0,7,54
LOS ANGELES COUNTY,WEST COVINA PD,92,16,16,124
LOS ANGELES COUNTY,WHITTIER PD,121,4,13,138
MADERA COUNTY,CHOWCHILLA PD,14,2,7,23
MADERA COUNTY,MADERA CO DA,6,0,0,6
MADERA COUNTY,MADERA CO SD,68,49,7,124
MADERA COUNTY,MADERA PD,57,0,9,66
MARIN COUNTY,BELVEDERE PD,8,1,0,9
MARIN COUNTY,FAIRFAX PD,11,2,7,20
MARIN COUNTY,MARIN CCD PD,8,0,0,8
MARIN COUNTY,MARIN CO DA,9,0,0,9
MARIN COUNTY,MARIN CO SD,213,0,46,259
MARIN COUNTY,MARIN MUNCPL WATER DIST,6,0,0,6
MARIN COUNTY,MILL VALLEY PD,21,2,0,23
MARIN COUNTY,NOVATO PD,56,0,13,69
MARIN COUNTY,ROSS PD,8,0,0,8
MARIN COUNTY,SAN ANSELMO PD,15,4,5,24
MARIN COUNTY,SAN RAFAEL PD,59,6,14,79
MARIN COUNTY,SAUSALITO PD,17,0,0,17
MARIN COUNTY,TIBURON PD,13,5,0,18
MARIN COUNTY,TWIN CITIES PD,30,2,5,37
MARIPOSA COUNTY,MARIPOSA CO DA,2,0,0,2
MARIPOSA COUNTY,MARIPOSA CO SD,39,14,0,53
MENDOCINO COUNTY,FORT BRAGG PD,14,0,0,14
MENDOCINO COUNTY,MENDOCINO CO DA,6,0,0,6
MENDOCINO COUNTY,MENDOCINO CO SD,116,7,13,136
MENDOCINO COUNTY,UKIAH PD,27,3,11,41
MENDOCINO COUNTY,WILLITS PD,13,0,7,20
MERCED COUNTY,ATWATER PD,29,4,9,42
MERCED COUNTY,DOS PALOS PD,7,5,3,15
MERCED COUNTY,GUSTINE PD,10,3,1,14
MERCED COUNTY,LIVINGSTON PD,18,8,6,32
MERCED COUNTY,LOS BANOS PD,35,0,12,47
MERCED COUNTY,MERCED CCD PD,4,0,0,4
MERCED COUNTY,MERCED CO DA,10,0,0,10
MERCED COUNTY,MERCED CO SD,104,27,12,143
MERCED COUNTY,MERCED PD,88,17,15,120
MERCED COUNTY,UC MERCED PD,11,0,6,17
MODOC COUNTY,ALTURAS PD,6,0,0,6
MODOC COUNTY,MODOC CO DA,1,0,0,1
MODOC COUNTY,MODOC CO SD,14,0,4,18
MONO COUNTY,MAMMOTH LAKES PD,17,0,0,17
MONO COUNTY,MONO CO DA,2,0,0,2
MONO COUNTY,MONO CO SD,26,1,18,45
MONTEREY COUNTY,CARMEL PD,14,4,5,23
MONTEREY COUNTY,CSU MONTEREY BAY PD,15,0,0,15
MONTEREY COUNTY,DEL REY OAKS PD,5,12,0,17
MONTEREY COUNTY,GONZALES PD,11,2,0,13
MONTEREY COUNTY,GREENFIELD PD,14,0,0,14
MONTEREY COUNTY,KING CITY PD,15,2,0,17
MONTEREY COUNTY,MARINA PD,34,5,0,39
MONTEREY COUNTY,MONTEREY CO DA,23,0,0,23
MONTEREY COUNTY,MONTEREY CO EMER COMM,0,0,55,55
MONTEREY COUNTY,MONTEREY CO SHERIFF'S OFFICE,287,5,0,292
MONTEREY COUNTY,MONTEREY PD,48,0,0,48
MONTEREY COUNTY,MONTEREY REG AIRPORT DIST PD,7,0,0,7
MONTEREY COUNTY,PACIFIC GROVE PD,16,4,0,20
MONTEREY COUNTY,SALINAS PD,148,14,0,162
MONTEREY COUNTY,SAND CITY PD,10,2,0,12
MONTEREY COUNTY,SEASIDE PD,37,4,0,41
MONTEREY COUNTY,SOLEDAD PD,16,8,0,24
NAPA COUNTY,CALISTOGA PD,8,2,3,13
NAPA COUNTY,NAPA CO DA,8,0,0,8
NAPA COUNTY,NAPA CO SD,99,0,0,99
NAPA COUNTY,NAPA PD,67,0,23,90
NAPA COUNTY,NAPA VALLEY COLLEGE DPS,4,0,0,4
NAPA COUNTY,NAPA VALLEY RR PD,1,0,0,1
NAPA COUNTY,SAINT HELENA PD,11,1,5,17
NEVADA COUNTY,GRASS VALLEY PD,21,8,0,29
NEVADA COUNTY,NEVADA CITY PD,10,3,0,13
NEVADA COUNTY,NEVADA CO DA,3,0,0,3
NEVADA COUNTY,NEVADA CO SD,66,9,14,89
NEVADA COUNTY,TRUCKEE PD,22,4,0,26
ORANGE COUNTY,ANAHEIM PD,347,8,30,385
ORANGE COUNTY,BREA PD,61,0,15,76
ORANGE COUNTY,BUENA PARK PD,83,8,12,103
ORANGE COUNTY,COSTA MESA PD,125,6,23,154
ORANGE COUNTY,CSU FULLERTON PD,26,0,8,34
ORANGE COUNTY,CYPRESS PD,54,0,0,54
ORANGE COUNTY,FOUNTAIN VALLEY PD,58,1,9,68
ORANGE COUNTY,FULLERTON PD,139,13,18,170
ORANGE COUNTY,GARDEN GROVE PD,153,24,18,195
ORANGE COUNTY,HUNTINGTON BEACH PD,194,9,28,231
ORANGE COUNTY,IRVINE PD,198,5,20,223
ORANGE COUNTY,IRVINE VALLEY CCD PD,3,0,2,5
ORANGE COUNTY,LA HABRA PD,66,12,10,88
ORANGE COUNTY,LA PALMA PD,23,6,7,36
ORANGE COUNTY,LAGUNA BEACH PD,44,6,11,61
ORANGE COUNTY,LOS ALAMITOS PD,21,3,0,24
ORANGE COUNTY,NEWPORT BEACH PD,136,10,19,165
ORANGE COUNTY,ORANGE CO DA,128,0,0,128
ORANGE COUNTY,ORANGE CO DA WELFARE/FRAUD INV,31,0,0,31
ORANGE COUNTY,ORANGE CO SD/CORONER,1864,218,66,2148
ORANGE COUNTY,ORANGE PD,148,11,16,175
ORANGE COUNTY,PLACENTIA PD,46,7,13,66
ORANGE COUNTY,SADDLEBACK CCD PD,8,0,0,8
ORANGE COUNTY,SANTA ANA PD,324,19,29,372
ORANGE COUNTY,SANTA ANA UNIF SCHL DIST PD,24,3,0,27
ORANGE COUNTY,SEAL BEACH PD,31,5,0,36
ORANGE COUNTY,TUSTIN PD,86,7,14,107
ORANGE COUNTY,UC IRVINE PD,29,0,8,37
ORANGE COUNTY,WEST CITIES COMM CTR,0,0,24,24
ORANGE COUNTY,WESTMINSTER PD,87,6,14,107
PLACER COUNTY,AUBURN PD,20,7,6,33
PLACER COUNTY,LINCOLN PD,20,4,5,29
PLACER COUNTY,PLACER CO DA,9,0,0,9
PLACER COUNTY,PLACER COUNTY SD,228,72,31,331
PLACER COUNTY,ROCKLIN PD,52,10,17,79
PLACER COUNTY,ROSEVILLE PD,120,3,23,146
PLACER COUNTY,SIERRA COLLEGE PD (OBS),3,0,0,3
PLUMAS COUNTY,PLUMAS CO SD,29,14,9,52
RIVERSIDE COUNTY,BANNING PD,27,1,9,37
RIVERSIDE COUNTY,BEAUMONT PD,51,0,13,64
RIVERSIDE COUNTY,BLYTHE PD,22,2,8,32
RIVERSIDE COUNTY,CATHEDRAL CITY PD,45,21,17,83
RIVERSIDE COUNTY,CORONA PD,148,2,23,173
RIVERSIDE COUNTY,DESERT HOT SPRINGS PD,31,1,1,33
RIVERSIDE COUNTY,HEMET PD,54,0,18,72
RIVERSIDE COUNTY,INDIO PD,63,3,16,82
RIVERSIDE COUNTY,MOUNT SAN JACINTO CCD PD,3,0,0,3
RIVERSIDE COUNTY,MURRIETA PD,85,4,20,109
RIVERSIDE COUNTY,PALM SPRINGS PD,87,14,16,117
RIVERSIDE COUNTY,RIVERSIDE CCD PD,19,9,0,28
RIVERSIDE COUNTY,RIVERSIDE CO DA,110,0,2,112
RIVERSIDE COUNTY,RIVERSIDE CO PUBLIC SOCIAL SER,27,0,0,27
RIVERSIDE COUNTY,RIVERSIDE CO SD,1985,59,158,2202
RIVERSIDE COUNTY,RIVERSIDE PD,366,0,54,420
RIVERSIDE COUNTY,UC RIVERSIDE PD,28,0,8,36
SACRAMENTO COUNTY,CA ALCOHOLIC BEVERAGE CONTROL,184,0,0,184
SACRAMENTO COUNTY,CA ASSEMBLY SGT AT ARMS LEGIS,20,0,0,20
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF DEN BD,16,0,0,16
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF INVEST,54,0,0,54
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF MED BD,91,0,0,91
SACRAMENTO COUNTY,CA DEPT DEVELOPMENTAL OPS,87,0,0,87
SACRAMENTO COUNTY,CA DEPT EMPLOYMENT DEVELOPMENT,42,0,0,42
SACRAMENTO COUNTY,CA DEPT FISH & GAME,364,6,0,370
SACRAMENTO COUNTY,CA DEPT HEALTH CARE SVCS,121,0,0,121
SACRAMENTO COUNTY,CA DEPT INSURANCE FRAUD,216,0,0,216
SACRAMENTO COUNTY,CA DEPT JUSTICE,278,0,0,278
SACRAMENTO COUNTY,CA DEPT MOTOR VEHICLES,207,0,0,207
SACRAMENTO COUNTY,CA DEPT PARKS & RECREATION,636,0,72,708
SACRAMENTO COUNTY,CA DEPT PUB HEALTH FOOD/DRUG,101,0,0,101
SACRAMENTO COUNTY,CA DEPT SOCIAL SERVICES,58,0,0,58
SACRAMENTO COUNTY,CA DEPT STATE HOSPITALS,26,0,0,26
SACRAMENTO COUNTY,CA DEPT TOXIC SUBSTANCES CNTL,12,0,0,12
SACRAMENTO COUNTY,CA FRANCHISE TAX BOARD,41,0,0,41
SACRAMENTO COUNTY,CA HIGHWAY PATROL,7445,0,1002,8447
SACRAMENTO COUNTY,CA HORSE RACING BOARD,9,0,0,9
SACRAMENTO COUNTY,CA SECRETARY OF STATE OFC INV,7,0,0,7
SACRAMENTO COUNTY,CA STATE CONTROLLER - INVEST,1,0,0,1
SACRAMENTO COUNTY,CA STATE FAIR PD,2,0,0,2
SACRAMENTO COUNTY,CA STATE LOTTERY,27,0,0,27
SACRAMENTO COUNTY,CAL - EMA,6,0,0,6
SACRAMENTO COUNTY,CAL FIRE,181,0,0,181
SACRAMENTO COUNTY,CITRUS HEIGHTS PD,85,15,19,119
SACRAMENTO COUNTY,CSU SACRAMENTO DPS,24,0,5,29
SACRAMENTO COUNTY,ELK GROVE PD,127,10,22,159
SACRAMENTO COUNTY,FOLSOM PD,73,7,17,97
SACRAMENTO COUNTY,GALT PD,31,2,8,41
SACRAMENTO COUNTY,LOS RIOS CCD PD,31,3,0,34
SACRAMENTO COUNTY,SACRAMENTO CO CORONER,14,0,0,14
SACRAMENTO COUNTY,SACRAMENTO CO DA,38,0,0,38
SACRAMENTO COUNTY,SACRAMENTO CO HUMAN ASST INV,22,0,0,22
SACRAMENTO COUNTY,SACRAMENTO CO REG PARKS DEPT,15,0,0,15
SACRAMENTO COUNTY,SACRAMENTO CO SD,1213,409,58,1680
SACRAMENTO COUNTY,SACRAMENTO PD,629,73,77,779
SACRAMENTO COUNTY,TWIN RIVERS USD PD,22,5,4,31
SAN BENITO COUNTY,HOLLISTER PD,21,1,0,22
SAN BENITO COUNTY,SAN BENITO CO DA,2,0,0,2
SAN BENITO COUNTY,SAN BENITO CO SD,21,3,0,24
SAN BERNARDINO COUNTY,BARSTOW PD,38,6,7,51
SAN BERNARDINO COUNTY,CHINO PD,96,1,19,116
SAN BERNARDINO COUNTY,COLTON PD,45,0,9,54
SAN BERNARDINO COUNTY,CSU SAN BERNARDINO DPS,15,0,13,28
SAN BERNARDINO COUNTY,FONTANA PD,169,3,27,199
SAN BERNARDINO COUNTY,FONTANA UNIFIED SCHOOL DIST,15,0,8,23
SAN BERNARDINO COUNTY,HESPERIA UNIFIED SCHOOL DIST,4,0,0,4
SAN BERNARDINO COUNTY,MONTCLAIR PD,50,7,8,65
SAN BERNARDINO COUNTY,ONTARIO PD,224,7,43,274
SAN BERNARDINO COUNTY,REDLANDS PD,79,10,14,103
SAN BERNARDINO COUNTY,RIALTO PD,94,3,14,111
SAN BERNARDINO COUNTY,SAN BERNARDINO CCD PD,8,0,0,8
SAN BERNARDINO COUNTY,SAN BERNARDINO CO DA,44,0,0,44
SAN BERNARDINO COUNTY,SAN BERNARDINO CO SD,1730,215,149,2094
SAN BERNARDINO COUNTY,SAN BERNARDINO PD,268,24,39,331
SAN BERNARDINO COUNTY,SAN BERNARDINO UNIF SCHL DIST,24,2,6,32
SAN BERNARDINO COUNTY,SNOWLINE JOINT UNIF SCHL DIST,3,2,0,5
SAN BERNARDINO COUNTY,UPLAND PD,69,9,17,95
SAN DIEGO COUNTY,CARLSBAD PD,107,3,17,127
SAN DIEGO COUNTY,CHULA VISTA PD,213,9,23,245
SAN DIEGO COUNTY,CORONADO PD,42,2,8,52
SAN DIEGO COUNTY,CSU SAN DIEGO DPS,21,0,10,31
SAN DIEGO COUNTY,CSU SAN MARCOS DPS,15,0,6,21
SAN DIEGO COUNTY,EL CAJON PD,110,19,21,150
SAN DIEGO COUNTY,ESCONDIDO PD,147,12,22,181
SAN DIEGO COUNTY,GROSSMONT-CUYAMACA CCD PD,8,0,0,8
SAN DIEGO COUNTY,LA MESA PD,65,2,15,82
SAN DIEGO COUNTY,MIRA COSTA CCD PD,9,0,4,13
SAN DIEGO COUNTY,NATIONAL CITY PD,82,9,14,105
SAN DIEGO COUNTY,OCEANSIDE PD,203,2,30,235
SAN DIEGO COUNTY,PALOMAR CCD PD,10,0,0,10
SAN DIEGO COUNTY,SAN DIEGO CCD PD,38,0,8,46
SAN DIEGO COUNTY,SAN DIEGO CITY SCHOOLS PD,39,0,9,48
SAN DIEGO COUNTY,SAN DIEGO CO DA,192,0,0,192
SAN DIEGO COUNTY,SAN DIEGO CO SD,2323,114,120,2557
SAN DIEGO COUNTY,"SAN DIEGO HARBOR PD, PORT OF",126,0,14,140
SAN DIEGO COUNTY,SAN DIEGO PD,1831,38,157,2026
SAN DIEGO COUNTY,SOUTHWESTERN CCD PD,10,0,0,10
SAN DIEGO COUNTY,UC SAN DIEGO PD,32,0,9,41
SAN FRANCISCO COUNTY,CSU SAN FRANCISCO PD,24,0,4,28
