County,Agency,Sworn,Reserve,Dispatcher,Total
FRESNO COUNTY,CLOVIS PD,102,11,23,136
FRESNO COUNTY,CLOVIS UNIF SCHL DIST PD,16,0,0,16
FRESNO COUNTY,COALINGA PD,16,2,8,26
FRESNO COUNTY,CSU FRESNO DPS,25,0,7,32
FRESNO COUNTY,FIREBAUGH PD,11,9,0,20
FRESNO COUNTY,FOWLER PD,12,3,0,15
FRESNO COUNTY,FRESNO CO DA,51,0,0,51
FRESNO COUNTY,FRESNO CO SD,411,76,42,529
FRESNO COUNTY,FRESNO PD,817,31,97,945
FRESNO COUNTY,FRESNO YOSEMITE INT'L AIRPORT,3,0,0,3
FRESNO COUNTY,HURON PD,8,6,5,19
FRESNO COUNTY,KERMAN PD,22,4,0,26
FRESNO COUNTY,KINGSBURG PD,15,10,0,25
FRESNO COUNTY,MENDOTA PD,11,7,0,18
FRESNO COUNTY,ORANGE COVE PD,11,5,0,16
FRESNO COUNTY,PARLIER PD,17,0,0,17
FRESNO COUNTY,REEDLEY PD,29,3,7,39
FRESNO COUNTY,SANGER PD,36,2,0,38
FRESNO COUNTY,SELMA PD,30,0,5,35
FRESNO COUNTY,STATE CENTER CCD PD,17,0,5,22
GLENN COUNTY,GLENN CO SD/CORONER,45,4,7,56
GLENN COUNTY,ORLAND PD,10,0,0,10
HUMBOLDT COUNTY,ARCATA PD,24,4,7,35
HUMBOLDT COUNTY,CSU HUMBOLDT DPS,12,0,8,20
HUMBOLDT COUNTY,EUREKA PD,46,2,13,61
HUMBOLDT COUNTY,FERNDALE PD,6,4,0,10
HUMBOLDT COUNTY,FORTUNA PD,19,1,6,26
HUMBOLDT COUNTY,HUMBOLDT CO DA,10,0,0,10
HUMBOLDT COUNTY,HUMBOLDT CO SD,179,9,9,197
HUMBOLDT COUNTY,HUMBOLDT DEPT WELFARE/INVEST,9,0,0,9
HUMBOLDT COUNTY,RIO DELL PD,4,0,0,4
IMPERIAL COUNTY,BRAWLEY PD,32,3,7,42
IMPERIAL COUNTY,CALEXICO PD,21,4,6,31
IMPERIAL COUNTY,CALIPATRIA PD,5,5,0,10
IMPERIAL COUNTY,EL CENTRO PD,43,0,10,53
IMPERIAL COUNTY,IMPERIAL CO DA,16,0,0,16
IMPERIAL COUNTY,IMPERIAL CO SD,96,10,10,116
IMPERIAL COUNTY,IMPERIAL PD,15,2,0,17
IMPERIAL COUNTY,WESTMORLAND PD,6,4,0,10
INYO COUNTY,BISHOP PD,12,5,7,24
INYO COUNTY,INYO CO DA,2,0,0,2
INYO COUNTY,INYO COUNTY SD,33,18,4,55
KERN COUNTY,ARVIN PD,17,3,4,24
KERN COUNTY,BAKERSFIELD PD,374,8,37,419
KERN COUNTY,BEAR VALLEY PD,4,0,0,4
KERN COUNTY,CALIFORNIA CITY PD,15,7,6,28
KERN COUNTY,CSU BAKERSFIELD DPS,14,0,7,21
KERN COUNTY,DELANO PD,51,2,8,61
KERN COUNTY,KERN CO DA,26,0,0,26
KERN COUNTY,KERN CO-DEPT OF PARKS & REC,5,1,0,6
KERN COUNTY,KERN COUNTY SD,835,49,39,923
KERN COUNTY,KERN HIGH SCHOOL DISTRICT PD,27,0,0,27
KERN COUNTY,MCFARLAND PD,12,0,4,16
KERN COUNTY,RIDGECREST PD,28,10,5,43
KERN COUNTY,SHAFTER PD,26,1,7,34
KERN COUNTY,STALLION SPRINGS PD,4,0,0,4
KERN COUNTY,TAFT PD,15,2,4,21
KERN COUNTY,TEHACHAPI PD,17,1,8,26
KINGS COUNTY,AVENAL PD,17,1,0,18
KINGS COUNTY,CORCORAN PD,14,2,7,23
KINGS COUNTY,HANFORD PD,54,0,15,69
KINGS COUNTY,KINGS CO DA,14,0,0,14
KINGS COUNTY,KINGS CO SHERIFF'S OFFICE,190,9,16,215
KINGS COUNTY,"KINGS CO-HUMAN SVCS,WELFARE FD",5,0,0,5
KINGS COUNTY,LEMOORE PD,33,5,0,38
LAKE COUNTY,CLEARLAKE PD,19,2,5,26
LAKE COUNTY,LAKE CO DA,5,0,1,6
LAKE COUNTY,LAKE CO SD,48,0,6,54
LAKE COUNTY,LAKEPORT PD,11,1,0,12
LASSEN COUNTY,LASSEN CO DA,1,0,0,1
LASSEN COUNTY,LASSEN CO SD,61,4,8,73
LASSEN COUNTY,SUSANVILLE PD,13,0,0,13
LOS ANGELES COUNTY,ALHAMBRA PD,77,3,13,93
LOS ANGELES COUNTY,ARCADIA PD,64,6,9,79
LOS ANGELES COUNTY,AZUSA PD,60,6,9,75
LOS ANGELES COUNTY,BALDWIN PARK PD,67,1,10,78
LOS ANGELES COUNTY,BALDWIN PARK UNIF SCH DIST PD,7,0,0,7
LOS ANGELES COUNTY,BELL GARDENS PD,51,0,6,57
LOS ANGELES COUNTY,BELL PD,29,5,5,39
LOS ANGELES COUNTY,BEVERLY HILLS PD,130,12,18,160
LOS ANGELES COUNTY,BURBANK AIRPORT AUTH PD,31,0,0,31
LOS ANGELES COUNTY,BURBANK PD,148,10,18,176
LOS ANGELES COUNTY,CA DEPT INDUSTRIAL RELATIONS,3,0,0,3
LOS ANGELES COUNTY,CA DEPT OF BUSINESS OVERSIGHT,5,0,0,5
LOS ANGELES COUNTY,CERRITOS CCD PD,14,0,0,14
LOS ANGELES COUNTY,CLAREMONT PD,40,3,7,50
LOS ANGELES COUNTY,COMPTON UNIF SCH DIST PD,22,0,0,22
LOS ANGELES COUNTY,COVINA PD,51,2,11,64
LOS ANGELES COUNTY,CSU DOMINGUEZ HILLS DPS,19,0,7,26
LOS ANGELES COUNTY,CSU LONG BEACH PD,23,0,12,35
LOS ANGELES COUNTY,CSU LOS ANGELES DPS,19,0,7,26
LOS ANGELES COUNTY,CSU NORTHRIDGE DEPT POLICE SVS,23,0,4,27
LOS ANGELES COUNTY,CSU POMONA DPS,19,0,5,24
LOS ANGELES COUNTY,CULVER CITY PD,104,15,0,119
LOS ANGELES COUNTY,DOWNEY PD,116,0,14,130
LOS ANGELES COUNTY,EL CAMINO CCD PD,22,2,7,31
LOS ANGELES COUNTY,EL MONTE PD,118,24,16,158
LOS ANGELES COUNTY,EL SEGUNDO PD,53,0,0,53
LOS ANGELES COUNTY,GARDENA PD,94,5,0,99
LOS ANGELES COUNTY,GLENDALE CCD PD,8,0,0,8
LOS ANGELES COUNTY,GLENDALE PD,230,13,21,264
LOS ANGELES COUNTY,GLENDORA PD,46,4,11,61
LOS ANGELES COUNTY,HACIENDA LA PUENTE USD,6,0,0,6
LOS ANGELES COUNTY,HAWTHORNE PD,89,3,0,92
LOS ANGELES COUNTY,HERMOSA BEACH PD,35,1,0,36
LOS ANGELES COUNTY,HUNTINGTON PARK PD,52,5,8,65
LOS ANGELES COUNTY,INGLEWOOD PD,180,0,18,198
LOS ANGELES COUNTY,INGLEWOOD UNIF SCH DIST PD,5,2,0,7
LOS ANGELES COUNTY,IRWINDALE PD,27,2,6,35
LOS ANGELES COUNTY,LA VERNE PD,39,10,7,56
LOS ANGELES COUNTY,LONG BEACH PD,794,39,66,899
LOS ANGELES COUNTY,LOS ANGELES CITY DPT GEN SVCS,3,0,9,12
LOS ANGELES COUNTY,LOS ANGELES CITY HOUSING AUTH,1,0,0,1
LOS ANGELES COUNTY,LOS ANGELES CITY PARK RANGER,23,0,0,23
LOS ANGELES COUNTY,LOS ANGELES CO CORONER,53,0,0,53
LOS ANGELES COUNTY,LOS ANGELES CO DA,251,0,0,251
LOS ANGELES COUNTY,LOS ANGELES CO SD,9385,636,518,10539
LOS ANGELES COUNTY,LOS ANGELES PD,10030,386,583,10999
LOS ANGELES COUNTY,LOS ANGELES PORT PD,127,0,7,134
LOS ANGELES COUNTY,LOS ANGELES SCHOOL PD,365,0,0,365
LOS ANGELES COUNTY,LOS ANGELES WORLD AIRPORTS PD,500,0,0,500
LOS ANGELES COUNTY,MANHATTAN BEACH PD,56,3,0,59
LOS ANGELES COUNTY,MONROVIA PD,48,2,9,59
LOS ANGELES COUNTY,MONTEBELLO PD,64,7,9,80
LOS ANGELES COUNTY,MONTEBELLO UNIFIED SCHOOL DIST,4,0,0,4
LOS ANGELES COUNTY,MONTEREY PARK PD,69,18,10,97
LOS ANGELES COUNTY,PALOS VERDES ESTATES PD,22,10,9,41
LOS ANGELES COUNTY,PASADENA CITY CCD PD,9,0,6,15
LOS ANGELES COUNTY,PASADENA PD,222,11,29,262
LOS ANGELES COUNTY,POMONA PD,146,11,29,186
LOS ANGELES COUNTY,REDONDO BEACH PD,89,15,14,118
LOS ANGELES COUNTY,SAN FERNANDO PD,26,17,8,51
LOS ANGELES COUNTY,SAN GABRIEL PD,50,4,5,59
LOS ANGELES COUNTY,SAN MARINO PD,26,0,5,31
LOS ANGELES COUNTY,SANTA MONICA CCD PD,17,0,6,23
LOS ANGELES COUNTY,SANTA MONICA OFFICE EMER MGT,0,0,29,29
LOS ANGELES COUNTY,SANTA MONICA PD,211,0,0,211
LOS ANGELES COUNTY,SIERRA MADRE PD,16,5,4,25
LOS ANGELES COUNTY,SIGNAL HILL PD,34,0,7,41
LOS ANGELES COUNTY,SOUTH BAY REG PUB COMM AUTH,0,0,58,58
LOS ANGELES COUNTY,SOUTH GATE PD,77,1,8,86
LOS ANGELES COUNTY,SOUTH PASADENA PD,34,5,6,45
LOS ANGELES COUNTY,TORRANCE PD,213,0,22,235
LOS ANGELES COUNTY,UC LOS ANGELES PD,57,0,11,68
LOS ANGELES COUNTY,VERNON PD,37,1,8,46
LOS ANGELES COUNTY,WEST COVINA PD,97,6,17,120
LOS ANGELES COUNTY,WHITTIER PD,115,1,13,129
MADERA COUNTY,CHOWCHILLA PD,19,2,10,31
MADERA COUNTY,MADERA CO DA,10,0,0,10
MADERA COUNTY,MADERA CO SD,81,22,9,112
MADERA COUNTY,MADERA PD,63,0,11,74
MARIN COUNTY,BELVEDERE PD,7,0,0,7
MARIN COUNTY,CENTRAL MARIN POLICE AUTHORITY,39,5,0,44
MARIN COUNTY,FAIRFAX PD,10,1,3,14
MARIN COUNTY,MARIN CCD PD,6,0,0,6
MARIN COUNTY,MARIN CO DA,12,0,0,12
MARIN COUNTY,MARIN CO SD,195,0,48,243
MARIN COUNTY,MARIN MUNCPL WATER DIST,6,0,0,6
MARIN COUNTY,MILL VALLEY PD,18,1,0,19
MARIN COUNTY,NOVATO PD,58,0,13,71
MARIN COUNTY,ROSS PD,8,2,0,10
MARIN COUNTY,SAN RAFAEL PD,66,4,18,88
MARIN COUNTY,SAUSALITO PD,20,0,0,20
MARIN COUNTY,TIBURON PD,13,7,0,20
MARIPOSA COUNTY,MARIPOSA CO DA,1,0,0,1
MARIPOSA COUNTY,MARIPOSA CO SD,56,17,0,73
MENDOCINO COUNTY,FORT BRAGG PD,14,0,0,14
MENDOCINO COUNTY,MENDOCINO CO DA,6,0,0,6
MENDOCINO COUNTY,MENDOCINO CO HEALTH/HUMAN SVCS,4,0,0,4
MENDOCINO COUNTY,MENDOCINO CO SD,137,5,17,159
MENDOCINO COUNTY,UKIAH PD,28,1,11,40
MENDOCINO COUNTY,WILLITS PD,11,3,5,19
MERCED COUNTY,ATWATER PD,24,4,4,32
MERCED COUNTY,DOS PALOS PD,6,2,6,14
MERCED COUNTY,GUSTINE PD,8,0,0,8
MERCED COUNTY,LIVINGSTON PD,20,3,7,30
MERCED COUNTY,LOS BANOS PD,39,1,10,50
MERCED COUNTY,MERCED CCD PD,4,0,0,4
MERCED COUNTY,MERCED CO DA,9,0,0,9
MERCED COUNTY,MERCED CO SD,111,33,12,156
MERCED COUNTY,MERCED PD,88,8,13,109
MERCED COUNTY,UC MERCED PD,13,0,6,19
MODOC COUNTY,ALTURAS PD,7,3,0,10
MODOC COUNTY,MODOC CO SD,10,0,3,13
MONO COUNTY,MAMMOTH LAKES PD,12,0,0,12
MONO COUNTY,MONO CO DA,2,0,0,2
MONO COUNTY,MONO CO SD,20,0,13,33
MONTEREY COUNTY,CARMEL PD,14,0,6,20
MONTEREY COUNTY,CSU MONTEREY BAY PD,13,0,0,13
MONTEREY COUNTY,DEL REY OAKS PD,5,4,0,9
MONTEREY COUNTY,GONZALES PD,10,0,0,10
MONTEREY COUNTY,GREENFIELD PD,22,1,0,23
MONTEREY COUNTY,KING CITY PD,16,0,0,16
MONTEREY COUNTY,MARINA PD,25,3,0,28
MONTEREY COUNTY,MONTEREY CO DA,27,0,0,27
MONTEREY COUNTY,MONTEREY CO EMER COMM,0,0,65,65
MONTEREY COUNTY,MONTEREY CO SHERIFF'S OFFICE,301,3,0,304
MONTEREY COUNTY,MONTEREY PD,48,0,0,48
MONTEREY COUNTY,MONTEREY REG AIRPORT DIST PD,6,0,0,6
MONTEREY COUNTY,PACIFIC GROVE PD,21,0,0,21
MONTEREY COUNTY,SALINAS PD,148,5,0,153
MONTEREY COUNTY,SAND CITY PD,10,3,0,13
MONTEREY COUNTY,SEASIDE PD,36,1,0,37
MONTEREY COUNTY,SOLEDAD PD,16,8,0,24
NAPA COUNTY,CALISTOGA PD,11,0,8,19
NAPA COUNTY,NAPA CO DA,11,0,0,11
NAPA COUNTY,NAPA CO SD,104,0,0,104
NAPA COUNTY,NAPA PD,71,0,31,102
NAPA COUNTY,NAPA VALLEY COLLEGE DPS,4,0,0,4
NAPA COUNTY,NAPA VALLEY RR PD,2,0,0,2
NAPA COUNTY,SAINT HELENA PD,12,1,8,21
NEVADA COUNTY,GRASS VALLEY PD,24,8,0,32
NEVADA COUNTY,NEVADA CITY PD,9,5,0,14
NEVADA COUNTY,NEVADA CO DA,5,0,0,5
NEVADA COUNTY,NEVADA CO SD,64,4,11,79
NEVADA COUNTY,TRUCKEE PD,23,2,0,25
ORANGE COUNTY,ANAHEIM PD,392,18,33,443
ORANGE COUNTY,BREA PD,59,0,14,73
ORANGE COUNTY,BUENA PARK PD,88,5,17,110
ORANGE COUNTY,COAST CCD PD,1,0,0,1
ORANGE COUNTY,COSTA MESA PD,130,4,22,156
ORANGE COUNTY,CSU FULLERTON PD,30,0,7,37
ORANGE COUNTY,CYPRESS PD,55,0,0,55
ORANGE COUNTY,FOUNTAIN VALLEY PD,59,0,11,70
ORANGE COUNTY,FULLERTON PD,130,4,17,151
ORANGE COUNTY,GARDEN GROVE PD,160,17,18,195
ORANGE COUNTY,HUNTINGTON BEACH PD,213,7,28,248
ORANGE COUNTY,IRVINE PD,217,2,23,242
ORANGE COUNTY,IRVINE VALLEY CCD PD,7,0,5,12
ORANGE COUNTY,LA HABRA PD,63,5,15,83
ORANGE COUNTY,LA PALMA PD,21,3,7,31
ORANGE COUNTY,LAGUNA BEACH PD,51,3,12,66
ORANGE COUNTY,LOS ALAMITOS PD,21,2,0,23
ORANGE COUNTY,NEWPORT BEACH PD,130,6,20,156
ORANGE COUNTY,ORANGE CO DA,172,0,0,172
ORANGE COUNTY,ORANGE CO SD/CORONER,1935,189,59,2183
ORANGE COUNTY,ORANGE PD,151,8,19,178
ORANGE COUNTY,PLACENTIA PD,45,3,10,58
ORANGE COUNTY,SADDLEBACK CCD PD,7,0,2,9
ORANGE COUNTY,SANTA ANA PD,314,5,34,353
ORANGE COUNTY,SANTA ANA UNIF SCHL DIST PD,25,0,0,25
ORANGE COUNTY,SEAL BEACH PD,33,3,0,36
ORANGE COUNTY,TUSTIN PD,90,7,16,113
ORANGE COUNTY,UC IRVINE PD,39,0,9,48
ORANGE COUNTY,WEST CITIES COMM CTR,0,0,23,23
ORANGE COUNTY,WESTMINSTER PD,77,4,12,93
PLACER COUNTY,AUBURN PD,21,4,8,33
PLACER COUNTY,LINCOLN PD,21,0,5,26
PLACER COUNTY,PLACER CO DA,19,0,0,19
PLACER COUNTY,PLACER COUNTY SD,250,86,28,364
PLACER COUNTY,ROCKLIN PD,57,4,12,73
PLACER COUNTY,ROSEVILLE PD,126,2,23,151
PLACER COUNTY,UNION PACIFIC RAILROAD,47,0,0,47
PLUMAS COUNTY,PLUMAS CO SD,32,5,11,48
RIVERSIDE COUNTY,BANNING PD,25,4,6,35
RIVERSIDE COUNTY,BEAUMONT PD,41,0,10,51
RIVERSIDE COUNTY,BLYTHE PD,20,0,7,27
RIVERSIDE COUNTY,CATHEDRAL CITY PD,50,8,17,75
RIVERSIDE COUNTY,CORONA PD,148,0,27,175
RIVERSIDE COUNTY,DESERT HOT SPRINGS PD,31,1,0,32
RIVERSIDE COUNTY,HEMET PD,72,0,17,89
RIVERSIDE COUNTY,INDIO PD,63,0,15,78
RIVERSIDE COUNTY,MURRIETA PD,87,5,19,111
RIVERSIDE COUNTY,PALM SPRINGS PD,93,4,12,109
RIVERSIDE COUNTY,RIVERSIDE CCD PD,21,5,0,26
RIVERSIDE COUNTY,RIVERSIDE CO DA,103,0,1,104
RIVERSIDE COUNTY,RIVERSIDE CO PUBLIC SOCIAL SER,18,0,0,18
RIVERSIDE COUNTY,RIVERSIDE CO SD,1795,34,159,1988
RIVERSIDE COUNTY,RIVERSIDE PD,354,0,50,404
RIVERSIDE COUNTY,UC RIVERSIDE PD,32,0,8,40
RIVERSIDE COUNTY,VAL VERDE UNIF SCH DIST PD,1,0,0,1
SACRAMENTO COUNTY,CA ALCOHOLIC BEVERAGE CONTROL,197,0,0,197
SACRAMENTO COUNTY,CA ASSEMBLY SGT AT ARMS LEGIS,25,0,0,25
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF DEN BD,17,0,0,17
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF INVEST,133,0,0,133
SACRAMENTO COUNTY,CA DEPT DEVELOPMENTAL OPS,82,0,0,82
SACRAMENTO COUNTY,CA DEPT EMPLOYMENT DEVELOPMENT,36,0,0,36
SACRAMENTO COUNTY,CA DEPT FISH & WILDLIFE,359,0,0,359
SACRAMENTO COUNTY,CA DEPT HEALTH CARE SVCS,77,0,0,77
SACRAMENTO COUNTY,CA DEPT INSURANCE FRAUD,183,0,0,183
SACRAMENTO COUNTY,CA DEPT JUSTICE,279,0,0,279
SACRAMENTO COUNTY,CA DEPT MOTOR VEHICLES,201,0,0,201
SACRAMENTO COUNTY,CA DEPT OF MANAGED HEALTH CARE,1,0,0,1
SACRAMENTO COUNTY,CA DEPT PARKS & RECREATION,484,0,38,522
SACRAMENTO COUNTY,CA DEPT PUB HEALTH FOOD/DRUG,96,0,0,96
SACRAMENTO COUNTY,CA DEPT SOCIAL SERVICES,48,0,0,48
SACRAMENTO COUNTY,CA DEPT STATE HOSPITALS,38,0,0,38
SACRAMENTO COUNTY,CA DEPT TOXIC SUBSTANCES CNTL,12,0,0,12
SACRAMENTO COUNTY,CA FRANCHISE TAX BOARD,38,0,0,38
SACRAMENTO COUNTY,CA HIGHWAY PATROL,7331,0,850,8181
SACRAMENTO COUNTY,CA HORSE RACING BOARD,9,0,0,9
SACRAMENTO COUNTY,CA SECRETARY OF STATE OFC INV,5,0,0,5
SACRAMENTO COUNTY,CA STATE FAIR PD,3,1,0,4
SACRAMENTO COUNTY,CA STATE LOTTERY,28,0,0,28
SACRAMENTO COUNTY,CAL - OES,12,0,0,12
SACRAMENTO COUNTY,CAL FIRE,183,0,0,183
SACRAMENTO COUNTY,CITRUS HEIGHTS PD,87,12,23,122
SACRAMENTO COUNTY,CSU SACRAMENTO UNIVERSITY PD,22,0,5,27
SACRAMENTO COUNTY,ELK GROVE PD,134,0,19,153
SACRAMENTO COUNTY,FOLSOM PD,71,3,17,91
SACRAMENTO COUNTY,GALT PD,31,2,9,42
SACRAMENTO COUNTY,LOS RIOS CCD PD,24,1,5,30
SACRAMENTO COUNTY,SACRAMENTO CO CORONER,15,0,0,15
SACRAMENTO COUNTY,SACRAMENTO CO DA,45,0,0,45
SACRAMENTO COUNTY,SACRAMENTO CO HUMAN ASST INV,24,0,0,24
SACRAMENTO COUNTY,SACRAMENTO CO REG PARKS DEPT,34,1,0,35
SACRAMENTO COUNTY,SACRAMENTO CO SD,1323,404,71,1798
SACRAMENTO COUNTY,SACRAMENTO PD,664,94,88,846
SACRAMENTO COUNTY,TWIN RIVERS USD PD,21,3,4,28
SAN BENITO COUNTY,HOLLISTER PD,31,1,0,32
SAN BENITO COUNTY,SAN BENITO CO DA,2,0,0,2
SAN BENITO COUNTY,SAN BENITO CO SD,48,9,0,57
SAN BERNARDINO COUNTY,BARSTOW PD,34,1,10,45
SAN BERNARDINO COUNTY,BURLINGTON NORTHRN SANTA FE RR,33,0,0,33
SAN BERNARDINO COUNTY,CHAFFEY CCD PD,13,0,0,13
SAN BERNARDINO COUNTY,CHINO PD,105,1,18,124
SAN BERNARDINO COUNTY,COLTON PD,50,0,11,61
SAN BERNARDINO COUNTY,CSU SAN BERNARDINO PD,18,0,12,30
SAN BERNARDINO COUNTY,FONTANA PD,183,1,26,210
SAN BERNARDINO COUNTY,FONTANA UNIFIED SCHOOL DIST,16,0,12,28
SAN BERNARDINO COUNTY,HESPERIA UNIFIED SCHOOL DIST,7,0,0,7
SAN BERNARDINO COUNTY,MONTCLAIR PD,43,6,10,59
SAN BERNARDINO COUNTY,ONTARIO PD,276,8,44,328
SAN BERNARDINO COUNTY,REDLANDS PD,82,3,15,100
SAN BERNARDINO COUNTY,RIALTO PD,101,1,11,113
SAN BERNARDINO COUNTY,SAN BERNARDINO CCD PD,7,0,1,8
SAN BERNARDINO COUNTY,SAN BERNARDINO CO DA,58,0,0,58
SAN BERNARDINO COUNTY,SAN BERNARDINO CO SD,1958,164,150,2272
SAN BERNARDINO COUNTY,SAN BERNARDINO PD,242,16,35,293
SAN BERNARDINO COUNTY,SAN BERNARDINO UNIF SCHL DIST,26,6,7,39
SAN BERNARDINO COUNTY,SNOWLINE JOINT UNIF SCHL DIST,3,2,0,5
SAN BERNARDINO COUNTY,UPLAND PD,66,5,16,87
SAN BERNARDINO COUNTY,VICTOR VALLEY COLLEGE PD,7,4,0,11
SAN DIEGO COUNTY,CARLSBAD PD,110,3,22,135
SAN DIEGO COUNTY,CHULA VISTA PD,217,3,25,245
SAN DIEGO COUNTY,CORONADO PD,42,1,6,49
SAN DIEGO COUNTY,CSU SAN DIEGO PD,29,0,9,38
SAN DIEGO COUNTY,CSU SAN MARCOS DPS,19,0,6,25
SAN DIEGO COUNTY,EL CAJON PD,107,23,17,147
SAN DIEGO COUNTY,ESCONDIDO PD,153,13,24,190
SAN DIEGO COUNTY,LA MESA PD,66,2,19,87
SAN DIEGO COUNTY,MIRA COSTA CCD PD,9,0,4,13
SAN DIEGO COUNTY,NATIONAL CITY PD,83,6,14,103
SAN DIEGO COUNTY,OCEANSIDE PD,209,1,29,239
SAN DIEGO COUNTY,PALOMAR CCD PD,12,2,0,14
SAN DIEGO COUNTY,SAN DIEGO CCD PD,35,0,9,44
SAN DIEGO COUNTY,SAN DIEGO CITY SCHOOLS PD,37,0,8,45
SAN DIEGO COUNTY,SAN DIEGO CO DA,133,0,0,133
SAN DIEGO COUNTY,SAN DIEGO CO SD,2726,69,152,2947
SAN DIEGO COUNTY,"SAN DIEGO HARBOR PD, PORT OF",128,0,14,142
SAN DIEGO COUNTY,SAN DIEGO PD,1748,21,173,1942
SAN DIEGO COUNTY,SOUTHWESTERN CCD PD,12,0,0,12
SAN DIEGO COUNTY,UC SAN DIEGO PD,42,0,9,51
SAN FRANCISCO COUNTY,CSU SAN FRANCISCO PD,26,0,8,34
