County,Agency,Sworn,Reserve,Dispatcher,Total
FRESNO COUNTY,CLOVIS UNIF SCHL DIST PD,13,1,0,14
FRESNO COUNTY,COALINGA PD,16,0,4,20
FRESNO COUNTY,CSU FRESNO DPS,25,0,7,32
FRESNO COUNTY,FIREBAUGH PD,13,6,0,19
FRESNO COUNTY,FOWLER PD,10,1,0,11
FRESNO COUNTY,FRESNO CO DA,52,0,0,52
FRESNO COUNTY,FRESNO CO SO,408,63,47,518
FRESNO COUNTY,FRESNO PD,789,21,103,913
FRESNO COUNTY,FRESNO YOSEMITE INT'L AIRPORT,6,0,0,6
FRESNO COUNTY,HURON PD,11,2,4,17
FRESNO COUNTY,KERMAN PD,22,4,0,26
FRESNO COUNTY,KINGSBURG PD,18,9,0,27
FRESNO COUNTY,MENDOTA PD,12,4,0,16
FRESNO COUNTY,ORANGE COVE PD,11,3,0,14
FRESNO COUNTY,PARLIER PD,17,0,0,17
FRESNO COUNTY,REEDLEY PD,25,8,9,42
FRESNO COUNTY,SANGER PD,36,1,0,37
FRESNO COUNTY,SELMA PD,34,0,5,39
FRESNO COUNTY,STATE CENTER CCD PD,19,0,7,26
GLENN COUNTY,GLENN CO DA,1,0,0,1
GLENN COUNTY,GLENN CO SO/CORONER,42,5,7,54
GLENN COUNTY,ORLAND PD,12,0,0,12
HUMBOLDT COUNTY,ARCATA PD,24,0,5,29
HUMBOLDT COUNTY,CSU HUMBOLDT PD,11,0,4,15
HUMBOLDT COUNTY,EUREKA PD,44,3,11,58
HUMBOLDT COUNTY,FERNDALE PD,5,3,0,8
HUMBOLDT COUNTY,FORTUNA PD,17,0,5,22
HUMBOLDT COUNTY,HUMBOLDT CO DA,10,0,0,10
HUMBOLDT COUNTY,HUMBOLDT CO SO,193,24,12,229
HUMBOLDT COUNTY,HUMBOLDT DEPT WELFARE/INVEST,9,0,0,9
HUMBOLDT COUNTY,RIO DELL PD,6,1,0,7
IMPERIAL COUNTY,BRAWLEY PD,23,3,8,34
IMPERIAL COUNTY,CALEXICO PD,23,1,6,30
IMPERIAL COUNTY,CALIPATRIA PD,5,2,0,7
IMPERIAL COUNTY,EL CENTRO PD,44,1,11,56
IMPERIAL COUNTY,IMPERIAL CO DA,15,0,0,15
IMPERIAL COUNTY,IMPERIAL CO SO,96,11,10,117
IMPERIAL COUNTY,IMPERIAL PD,19,5,0,24
IMPERIAL COUNTY,WESTMORLAND PD,4,4,0,8
INYO COUNTY,BISHOP PD,10,4,7,21
INYO COUNTY,INYO CO DA,2,0,0,2
INYO COUNTY,INYO COUNTY SO,35,7,5,47
KERN COUNTY,ARVIN PD,18,4,5,27
KERN COUNTY,BAKERSFIELD PD,425,10,44,479
KERN COUNTY,BEAR VALLEY PD,4,0,0,4
KERN COUNTY,CALIFORNIA CITY PD,14,6,6,26
KERN COUNTY,CSU BAKERSFIELD DPS,13,0,7,20
KERN COUNTY,DELANO PD,48,3,8,59
KERN COUNTY,KERN CO DA,24,0,0,24
KERN COUNTY,KERN CO-DEPT OF PARKS & REC,5,0,0,5
KERN COUNTY,KERN COUNTY SO,763,23,39,825
KERN COUNTY,KERN HIGH SCHOOL DISTRICT PD,29,0,2,31
KERN COUNTY,MCFARLAND PD,14,2,3,19
KERN COUNTY,RIDGECREST PD,29,11,6,46
KERN COUNTY,SHAFTER PD,31,1,7,39
KERN COUNTY,STALLION SPRINGS PD,4,2,0,6
KERN COUNTY,TAFT PD,13,2,5,20
KERN COUNTY,TEHACHAPI PD,18,1,8,27
KINGS COUNTY,AVENAL PD,18,5,0,23
KINGS COUNTY,CORCORAN PD,18,2,8,28
KINGS COUNTY,HANFORD PD,60,0,14,74
KINGS COUNTY,KINGS CO DA,14,0,0,14
KINGS COUNTY,KINGS CO SHERIFF'S OFFICE,195,4,15,214
KINGS COUNTY,"KINGS CO-HUMAN SVCS,WELFARE FD",4,0,0,4
KINGS COUNTY,LEMOORE PD,32,5,0,37
LAKE COUNTY,CLEARLAKE PD,20,1,6,27
LAKE COUNTY,LAKE CO DA,5,0,0,5
LAKE COUNTY,LAKE CO SO,88,0,6,94
LAKE COUNTY,LAKEPORT PD,10,2,0,12
LASSEN COUNTY,LASSEN CO DA,1,0,0,1
LASSEN COUNTY,LASSEN CO SO,54,3,8,65
LASSEN COUNTY,SUSANVILLE PD,15,0,0,15
LOS ANGELES COUNTY,ALHAMBRA PD,79,2,12,93
LOS ANGELES COUNTY,AMTRAK PD,29,0,0,29
LOS ANGELES COUNTY,ARCADIA PD,64,5,9,78
LOS ANGELES COUNTY,AZUSA PD,52,3,9,64
LOS ANGELES COUNTY,BALDWIN PARK PD,57,0,11,68
LOS ANGELES COUNTY,BALDWIN PARK UNIF SCH DIST PD,6,0,0,6
LOS ANGELES COUNTY,BELL GARDENS PD,44,2,7,53
LOS ANGELES COUNTY,BELL PD,29,3,5,37
LOS ANGELES COUNTY,BEVERLY HILLS PD,130,9,17,156
LOS ANGELES COUNTY,BURBANK AIRPORT AUTH PD,35,0,0,35
LOS ANGELES COUNTY,BURBANK PD,146,12,18,176
LOS ANGELES COUNTY,CA DEPT INDUSTRIAL RELATIONS,3,0,0,3
LOS ANGELES COUNTY,CERRITOS CCD PD,13,0,0,13
LOS ANGELES COUNTY,CLAREMONT PD,35,3,7,45
LOS ANGELES COUNTY,COMPTON CCD PD,7,0,2,9
LOS ANGELES COUNTY,COMPTON UNIF SCH DIST PD,16,0,0,16
LOS ANGELES COUNTY,COVINA PD,53,1,11,65
LOS ANGELES COUNTY,CSU DOMINGUEZ HILLS PD,18,0,8,26
LOS ANGELES COUNTY,CSU LONG BEACH PD,19,0,11,30
LOS ANGELES COUNTY,CSU LOS ANGELES DPS,17,0,5,22
LOS ANGELES COUNTY,CSU NORTHRIDGE DEPT POLICE SVS,17,0,5,22
LOS ANGELES COUNTY,CSU POMONA DPS,22,0,6,28
LOS ANGELES COUNTY,CULVER CITY PD,105,10,0,115
LOS ANGELES COUNTY,DOWNEY PD,114,0,15,129
LOS ANGELES COUNTY,EL CAMINO CCD PD,11,1,3,15
LOS ANGELES COUNTY,EL MONTE PD,115,6,13,134
LOS ANGELES COUNTY,EL SEGUNDO PD,55,0,0,55
LOS ANGELES COUNTY,GARDENA PD,86,3,0,89
LOS ANGELES COUNTY,GLENDALE CCD PD,9,0,0,9
LOS ANGELES COUNTY,GLENDALE PD,228,11,22,261
LOS ANGELES COUNTY,GLENDORA PD,49,3,9,61
LOS ANGELES COUNTY,HACIENDA LA PUENTE USD,5,0,0,5
LOS ANGELES COUNTY,HAWTHORNE PD,87,2,0,89
LOS ANGELES COUNTY,HERMOSA BEACH PD,34,1,0,35
LOS ANGELES COUNTY,HUNTINGTON PARK PD,50,4,9,63
LOS ANGELES COUNTY,INGLEWOOD PD,181,0,18,199
LOS ANGELES COUNTY,IRWINDALE PD,28,2,6,36
LOS ANGELES COUNTY,LA VERNE PD,39,5,9,53
LOS ANGELES COUNTY,LONG BEACH DISASTER/EMERG COMM,0,0,46,46
LOS ANGELES COUNTY,LONG BEACH PD,798,22,0,820
LOS ANGELES COUNTY,LOS ANGELES CITY PARK RANGER,26,0,0,26
LOS ANGELES COUNTY,LOS ANGELES CO CORONER,53,0,0,53
LOS ANGELES COUNTY,LOS ANGELES CO DA,216,0,0,216
LOS ANGELES COUNTY,LOS ANGELES CO SD,9685,493,486,10664
LOS ANGELES COUNTY,LOS ANGELES PD,9420,390,574,10384
LOS ANGELES COUNTY,LOS ANGELES PORT PD,133,0,7,140
LOS ANGELES COUNTY,LOS ANGELES SCHOOL PD,266,0,0,266
LOS ANGELES COUNTY,LOS ANGELES WORLD AIRPORTS PD,484,0,0,484
LOS ANGELES COUNTY,MANHATTAN BEACH PD,59,1,0,60
LOS ANGELES COUNTY,MONROVIA PD,43,2,12,57
LOS ANGELES COUNTY,MONTEBELLO PD,64,7,8,79
LOS ANGELES COUNTY,MONTEBELLO UNIFIED SCHOOL DIST,3,0,0,3
LOS ANGELES COUNTY,MONTEREY PARK PD,70,17,13,100
LOS ANGELES COUNTY,PALOS VERDES ESTATES PD,17,6,6,29
LOS ANGELES COUNTY,PASADENA CITY CCD PD,10,0,10,20
LOS ANGELES COUNTY,PASADENA PD,216,8,30,254
LOS ANGELES COUNTY,POMONA PD,147,7,27,181
LOS ANGELES COUNTY,REDONDO BEACH PD,89,8,11,108
LOS ANGELES COUNTY,SAN FERNANDO PD,27,20,8,55
LOS ANGELES COUNTY,SAN GABRIEL PD,51,3,5,59
LOS ANGELES COUNTY,SAN MARINO PD,27,0,6,33
LOS ANGELES COUNTY,SANTA MONICA CCD PD,17,0,6,23
LOS ANGELES COUNTY,SANTA MONICA OFFICE EMER MGT,0,0,29,29
LOS ANGELES COUNTY,SANTA MONICA PD,215,0,0,215
LOS ANGELES COUNTY,SIERRA MADRE PD,16,6,6,28
LOS ANGELES COUNTY,SIGNAL HILL PD,27,0,7,34
LOS ANGELES COUNTY,SOUTH BAY REG PUB COMM AUTH,0,0,62,62
LOS ANGELES COUNTY,SOUTH GATE PD,82,1,9,92
LOS ANGELES COUNTY,SOUTH PASADENA PD,33,4,8,45
LOS ANGELES COUNTY,TORRANCE PD,197,0,22,219
LOS ANGELES COUNTY,UC LOS ANGELES PD,55,0,13,68
LOS ANGELES COUNTY,VERNON PD,43,1,7,51
LOS ANGELES COUNTY,WEST COVINA PD,86,6,17,109
LOS ANGELES COUNTY,WHITTIER PD,118,1,13,132
MADERA COUNTY,CHOWCHILLA PD,22,2,8,32
MADERA COUNTY,MADERA CO DA,9,0,0,9
MADERA COUNTY,MADERA CO SO,101,27,11,139
MADERA COUNTY,MADERA PD,67,1,9,77
MARIN COUNTY,BELVEDERE PD,6,1,0,7
MARIN COUNTY,CENTRAL MARIN POLICE AUTHORITY,39,2,1,42
MARIN COUNTY,FAIRFAX PD,10,1,4,15
MARIN COUNTY,MARIN CCD PD,4,0,0,4
MARIN COUNTY,MARIN CO DA,10,0,0,10
MARIN COUNTY,MARIN CO HEALTH & HUMAN SVCS,4,0,0,4
MARIN COUNTY,MARIN CO SO,193,0,46,239
MARIN COUNTY,MARIN MUNCPL WATER DIST,6,0,0,6
MARIN COUNTY,MILL VALLEY PD,21,1,0,22
MARIN COUNTY,NOVATO PD,51,0,10,61
MARIN COUNTY,ROSS PD,8,1,0,9
MARIN COUNTY,SAN RAFAEL PD,67,3,16,86
MARIN COUNTY,SAUSALITO PD,19,0,0,19
MARIN COUNTY,TIBURON PD,11,6,0,17
MARIPOSA COUNTY,MARIPOSA CO DA,1,0,0,1
MARIPOSA COUNTY,MARIPOSA CO SO,55,11,0,66
MENDOCINO COUNTY,FORT BRAGG PD,14,0,0,14
MENDOCINO COUNTY,MENDOCINO CO DA,7,0,0,7
MENDOCINO COUNTY,MENDOCINO CO HEALTH/HUMAN SVCS,6,0,0,6
MENDOCINO COUNTY,MENDOCINO CO SO,114,4,13,131
MENDOCINO COUNTY,UKIAH PD,25,0,11,36
MENDOCINO COUNTY,WILLITS PD,12,0,4,16
MERCED COUNTY,ATWATER PD,22,2,5,29
MERCED COUNTY,DOS PALOS PD,11,2,5,18
MERCED COUNTY,GUSTINE PD,8,3,0,11
MERCED COUNTY,LIVINGSTON PD,16,4,7,27
MERCED COUNTY,LOS BANOS PD,41,1,12,54
MERCED COUNTY,MERCED CCD PD,5,0,0,5
MERCED COUNTY,MERCED CO DA,8,0,0,8
MERCED COUNTY,MERCED CO SO,120,39,17,176
MERCED COUNTY,MERCED PD,92,5,15,112
MERCED COUNTY,UC MERCED PD,18,0,7,25
MODOC COUNTY,ALTURAS PD,8,1,0,9
MODOC COUNTY,MODOC CO SO,12,0,3,15
MONO COUNTY,MAMMOTH LAKES PD,14,0,0,14
MONO COUNTY,MONO CO DA,2,0,0,2
MONO COUNTY,MONO CO SD,23,0,17,40
MONTEREY COUNTY,CARMEL PD,13,0,3,16
MONTEREY COUNTY,CSU MONTEREY BAY PD,16,0,0,16
MONTEREY COUNTY,DEL REY OAKS PD,10,9,0,19
MONTEREY COUNTY,GONZALES PD,10,0,0,10
MONTEREY COUNTY,GREENFIELD PD,22,2,0,24
MONTEREY COUNTY,KING CITY PD,16,0,0,16
MONTEREY COUNTY,MARINA PD,29,0,0,29
MONTEREY COUNTY,MONTEREY CO DA,29,0,0,29
MONTEREY COUNTY,MONTEREY CO EMER COMM,0,0,67,67
MONTEREY COUNTY,MONTEREY CO SHERIFF'S OFFICE,288,3,0,291
MONTEREY COUNTY,MONTEREY PD,50,1,0,51
MONTEREY COUNTY,PACIFIC GROVE PD,17,0,0,17
MONTEREY COUNTY,SALINAS PD,149,0,0,149
MONTEREY COUNTY,SAND CITY PD,10,3,0,13
MONTEREY COUNTY,SEASIDE PD,28,0,0,28
MONTEREY COUNTY,SOLEDAD PD,17,5,0,22
NAPA COUNTY,CALISTOGA PD,10,0,7,17
NAPA COUNTY,NAPA CO DA,11,0,0,11
NAPA COUNTY,NAPA CO SO,103,0,0,103
NAPA COUNTY,NAPA PD,66,0,25,91
NAPA COUNTY,NAPA VALLEY COLLEGE DPS,4,0,0,4
NAPA COUNTY,NAPA VALLEY RR PD (OBS),2,0,0,2
NAPA COUNTY,SAINT HELENA PD,11,1,6,18
NEVADA COUNTY,GRASS VALLEY PD,28,8,0,36
NEVADA COUNTY,NEVADA CITY PD,8,2,0,10
NEVADA COUNTY,NEVADA CO DA,6,0,0,6
NEVADA COUNTY,NEVADA CO SO,63,4,13,80
NEVADA COUNTY,TRUCKEE PD,24,1,0,25
ORANGE COUNTY,ANAHEIM PD,373,23,32,428
ORANGE COUNTY,BREA PD,59,0,12,71
ORANGE COUNTY,BUENA PARK PD,85,4,14,103
ORANGE COUNTY,COAST CCD PD,1,0,0,1
ORANGE COUNTY,COSTA MESA PD,133,3,27,163
ORANGE COUNTY,CSU FULLERTON PD,24,0,8,32
ORANGE COUNTY,CYPRESS PD,49,0,0,49
ORANGE COUNTY,FOUNTAIN VALLEY PD,60,0,10,70
ORANGE COUNTY,FULLERTON PD,114,5,16,135
ORANGE COUNTY,GARDEN GROVE PD,172,9,20,201
ORANGE COUNTY,HUNTINGTON BEACH PD,211,2,27,240
ORANGE COUNTY,IRVINE PD,221,1,21,243
ORANGE COUNTY,IRVINE VALLEY CCD PD,8,0,4,12
ORANGE COUNTY,LA HABRA PD,65,6,16,87
ORANGE COUNTY,LA PALMA PD,20,5,8,33
ORANGE COUNTY,LAGUNA BEACH PD,50,3,12,65
ORANGE COUNTY,LOS ALAMITOS PD,19,2,0,21
ORANGE COUNTY,NEWPORT BEACH PD,134,2,18,154
ORANGE COUNTY,ORANGE CO DA,166,0,0,166
ORANGE COUNTY,ORANGE CO SD/CORONER,1915,134,49,2098
ORANGE COUNTY,ORANGE PD,152,4,17,173
ORANGE COUNTY,PLACENTIA PD,51,1,0,52
ORANGE COUNTY,PLACENTIA PUBLIC SAFETY COMM,0,0,14,14
ORANGE COUNTY,SADDLEBACK CCD PD,6,0,2,8
ORANGE COUNTY,SANTA ANA PD,351,4,36,391
ORANGE COUNTY,SANTA ANA UNIF SCHL DIST PD,25,0,0,25
ORANGE COUNTY,SEAL BEACH PD,38,1,0,39
ORANGE COUNTY,TUSTIN PD,94,6,15,115
ORANGE COUNTY,UC IRVINE PD,43,0,10,53
ORANGE COUNTY,WEST CITIES COMM CTR,0,0,18,18
ORANGE COUNTY,WESTMINSTER PD,77,5,13,95
PLACER COUNTY,AUBURN PD,20,2,9,31
PLACER COUNTY,LINCOLN PD,24,0,6,30
PLACER COUNTY,PLACER CO DA,17,1,0,18
PLACER COUNTY,PLACER COUNTY SO,250,88,24,362
PLACER COUNTY,ROCKLIN PD,59,2,13,74
PLACER COUNTY,ROSEVILLE PD,134,3,23,160
PLACER COUNTY,UNION PACIFIC RAILROAD,32,0,0,32
PLUMAS COUNTY,PLUMAS CO SO,30,6,11,47
RIVERSIDE COUNTY,BANNING PD,31,2,8,41
RIVERSIDE COUNTY,BEAUMONT PD,46,0,10,56
RIVERSIDE COUNTY,BLYTHE PD,19,1,6,26
RIVERSIDE COUNTY,CATHEDRAL CITY PD,47,1,17,65
RIVERSIDE COUNTY,CORONA PD,151,0,26,177
RIVERSIDE COUNTY,DESERT HOT SPRINGS PD,29,1,0,30
RIVERSIDE COUNTY,HEMET PD,72,0,14,86
RIVERSIDE COUNTY,INDIO PD,69,0,13,82
RIVERSIDE COUNTY,MENIFEE PD,62,1,0,63
RIVERSIDE COUNTY,MURRIETA PD,100,2,38,140
RIVERSIDE COUNTY,PALM SPRINGS PD,95,4,14,113
RIVERSIDE COUNTY,RIVERSIDE CCD PD,17,0,0,17
RIVERSIDE COUNTY,RIVERSIDE CO DA,113,0,2,115
RIVERSIDE COUNTY,RIVERSIDE CO PUBLIC SOCIAL SER,24,0,0,24
RIVERSIDE COUNTY,RIVERSIDE CO SD,2222,29,157,2408
RIVERSIDE COUNTY,RIVERSIDE PD,364,0,52,416
RIVERSIDE COUNTY,UC RIVERSIDE PD,27,0,6,33
RIVERSIDE COUNTY,VAL VERDE UNIF SCH DIST PD,6,8,0,14
SACRAMENTO COUNTY,CA ALCOHOLIC BEVERAGE CONTROL,184,0,0,184
SACRAMENTO COUNTY,CA ASSEMBLY SGT AT ARMS LEGIS,18,0,0,18
SACRAMENTO COUNTY,CA DCA BUREAU OF CANNABIS CTRL,39,0,0,39
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF DEN BD,12,0,0,12
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF INVEST,137,0,0,137
SACRAMENTO COUNTY,CA DEPT DEVELOPMENTAL OPS,83,0,0,83
SACRAMENTO COUNTY,CA DEPT EMPLOYMENT DEVELOPMENT,31,0,0,31
SACRAMENTO COUNTY,CA DEPT FISH & WILDLIFE,374,0,0,374
SACRAMENTO COUNTY,CA DEPT HEALTH CARE SVCS,68,0,0,68
SACRAMENTO COUNTY,CA DEPT INSURANCE FRAUD,178,0,0,178
SACRAMENTO COUNTY,CA DEPT JUSTICE,240,0,0,240
SACRAMENTO COUNTY,CA DEPT MOTOR VEHICLES,200,0,0,200
SACRAMENTO COUNTY,CA DEPT PARKS & RECREATION,538,0,44,582
SACRAMENTO COUNTY,CA DEPT PUB HEALTH FOOD/DRUG,79,0,0,79
SACRAMENTO COUNTY,CA DEPT SOCIAL SERVICES,61,0,0,61
SACRAMENTO COUNTY,CA DEPT STATE HOSPITALS,43,0,0,43
SACRAMENTO COUNTY,CA DEPT TOXIC SUBSTANCES CNTL,11,0,0,11
SACRAMENTO COUNTY,CA FRANCHISE TAX BOARD,33,0,0,33
SACRAMENTO COUNTY,CA HIGHWAY PATROL,6775,0,879,7654
SACRAMENTO COUNTY,CA HORSE RACING BOARD,12,0,0,12
SACRAMENTO COUNTY,CA OFFICE OF LE SUPPORT (OLES),4,0,0,4
SACRAMENTO COUNTY,CA SECRETARY OF STATE OFC INV,3,0,0,3
SACRAMENTO COUNTY,CA STATE FAIR PD,3,1,0,4
SACRAMENTO COUNTY,CA STATE LOTTERY,34,0,0,34
SACRAMENTO COUNTY,CAL - OES,17,0,0,17
SACRAMENTO COUNTY,CAL FIRE,175,0,0,175
SACRAMENTO COUNTY,CITRUS HEIGHTS PD,75,11,20,106
SACRAMENTO COUNTY,CSU SACRAMENTO UNIVERSITY PD,21,0,8,29
SACRAMENTO COUNTY,ELK GROVE PD,135,0,22,157
SACRAMENTO COUNTY,FOLSOM PD,76,3,15,94
SACRAMENTO COUNTY,GALT PD,28,2,6,36
SACRAMENTO COUNTY,LOS RIOS CCD PD,17,0,7,24
SACRAMENTO COUNTY,SACRAMENTO CO CORONER,15,0,0,15
SACRAMENTO COUNTY,SACRAMENTO CO DA,33,0,0,33
SACRAMENTO COUNTY,SACRAMENTO CO HUMAN ASST INV,23,0,0,23
SACRAMENTO COUNTY,SACRAMENTO CO REG PARKS DEPT,30,3,0,33
SACRAMENTO COUNTY,SACRAMENTO CO SD,1294,387,71,1752
SACRAMENTO COUNTY,SACRAMENTO PD,735,89,89,913
SACRAMENTO COUNTY,TWIN RIVERS USD PD,15,5,3,23
SAN BENITO COUNTY,HOLLISTER PD,33,2,0,35
SAN BENITO COUNTY,SAN BENITO CO DA,3,0,0,3
SAN BENITO COUNTY,SAN BENITO CO SO,55,12,0,67
SAN BERNARDINO COUNTY,APPLE VALLEY UNIF SCH DIST PD,9,1,0,10
SAN BERNARDINO COUNTY,BARSTOW PD,39,2,11,52
SAN BERNARDINO COUNTY,BURLINGTON NORTHRN SANTA FE RR,36,0,0,36
SAN BERNARDINO COUNTY,CHAFFEY CCD PD,13,0,0,13
SAN BERNARDINO COUNTY,CHINO PD,116,1,19,136
SAN BERNARDINO COUNTY,COLTON PD,52,0,11,63
SAN BERNARDINO COUNTY,CSU SAN BERNARDINO PD,15,0,7,22
SAN BERNARDINO COUNTY,FONTANA PD,186,7,27,220
SAN BERNARDINO COUNTY,FONTANA UNIFIED SCHOOL DIST,16,0,11,27
SAN BERNARDINO COUNTY,HESPERIA UNIFIED SCHOOL DIST,9,0,0,9
SAN BERNARDINO COUNTY,MONTCLAIR PD,45,5,10,60
SAN BERNARDINO COUNTY,ONTARIO PD,257,7,32,296
SAN BERNARDINO COUNTY,REDLANDS PD,80,2,13,95
SAN BERNARDINO COUNTY,RIALTO PD,109,1,12,122
SAN BERNARDINO COUNTY,SAN BERNARDINO CCD PD,10,0,1,11
SAN BERNARDINO COUNTY,SAN BERNARDINO CO DA,57,0,0,57
SAN BERNARDINO COUNTY,SAN BERNARDINO CO HUMAN SVCS,22,0,0,22
SAN BERNARDINO COUNTY,SAN BERNARDINO CO SD,1927,138,179,2244
SAN BERNARDINO COUNTY,SAN BERNARDINO PD,234,12,24,270
SAN BERNARDINO COUNTY,SAN BERNARDINO UNIF SCHL DIST,25,3,7,35
SAN BERNARDINO COUNTY,SNOWLINE JOINT UNIF SCHL DIST,3,3,0,6
SAN BERNARDINO COUNTY,UPLAND PD,65,5,12,82
SAN BERNARDINO COUNTY,VICTOR VALLEY COLLEGE PD,6,5,0,11
SAN DIEGO COUNTY,CA DEPT OF FIN PROT AND INNOV,5,0,0,5
SAN DIEGO COUNTY,CARLSBAD PD,125,1,20,146
SAN DIEGO COUNTY,CHULA VISTA PD,228,2,33,263
SAN DIEGO COUNTY,CORONADO PD,46,2,9,57
SAN DIEGO COUNTY,CSU SAN DIEGO PD,30,0,8,38
SAN DIEGO COUNTY,CSU SAN MARCOS DPS,17,0,6,23
SAN DIEGO COUNTY,EL CAJON PD,118,21,18,157
SAN DIEGO COUNTY,ESCONDIDO PD,141,7,28,176
SAN DIEGO COUNTY,LA MESA PD,60,1,20,81
SAN DIEGO COUNTY,MIRA COSTA CCD PD,7,0,6,13
SAN DIEGO COUNTY,NATIONAL CITY PD,82,3,15,100
SAN DIEGO COUNTY,OCEANSIDE PD,201,1,26,228
SAN DIEGO COUNTY,PALOMAR CCD PD,11,4,0,15
SAN DIEGO COUNTY,SAN DIEGO CCD PD,35,0,11,46
SAN DIEGO COUNTY,SAN DIEGO CITY SCHOOLS PD,32,0,7,39
SAN DIEGO COUNTY,SAN DIEGO CO DA,122,0,0,122
SAN DIEGO COUNTY,SAN DIEGO CO PUBLIC ASST INV,41,0,0,41
SAN DIEGO COUNTY,SAN DIEGO CO SD,2658,90,147,2895
