County,Agency,Sworn,Reserve,Dispatcher,Total
CONTRA COSTA COUNTY,CONTRA COSTA CCD PD,23,0,0,23
CONTRA COSTA COUNTY,CONTRA COSTA CO DA,21,0,0,21
CONTRA COSTA COUNTY,CONTRA COSTA CO SD/CORONER,622,45,49,716
CONTRA COSTA COUNTY,EL CERRITO PD,40,8,0,48
CONTRA COSTA COUNTY,HERCULES PD,19,4,0,23
CONTRA COSTA COUNTY,KENSINGTON PD,10,2,0,12
CONTRA COSTA COUNTY,MARTINEZ PD,37,7,13,57
CONTRA COSTA COUNTY,PINOLE PD,22,0,8,30
CONTRA COSTA COUNTY,PITTSBURG PD,73,4,0,77
CONTRA COSTA COUNTY,PLEASANT HILL PD,38,5,8,51
CONTRA COSTA COUNTY,RICHMOND PD,189,2,23,214
CONTRA COSTA COUNTY,SAN PABLO PD,50,1,0,51
CONTRA COSTA COUNTY,SAN RAMON PD,59,0,0,59
CONTRA COSTA COUNTY,WALNUT CREEK PD,74,28,16,118
DEL NORTE COUNTY,CRESCENT CITY PD,12,4,0,16
DEL NORTE COUNTY,DEL NORTE CO DA,2,0,0,2
DEL NORTE COUNTY,DEL NORTE COUNTY SD,27,12,5,44
EL DORADO COUNTY,EL DORADO CO DA,13,0,0,13
EL DORADO COUNTY,EL DORADO CO SD,165,9,28,202
EL DORADO COUNTY,PLACERVILLE PD,15,1,4,20
EL DORADO COUNTY,SOUTH LAKE TAHOE PD,36,7,8,51
FRESNO COUNTY,CLOVIS PD,88,16,23,127
FRESNO COUNTY,CLOVIS UNIF SCHL DIST PD,10,0,0,10
FRESNO COUNTY,COALINGA PD,21,6,8,35
FRESNO COUNTY,CSU FRESNO DPS,21,0,6,27
FRESNO COUNTY,FIREBAUGH PD,11,7,0,18
FRESNO COUNTY,FOWLER PD,12,2,0,14
FRESNO COUNTY,FRESNO CO DA,44,0,0,44
FRESNO COUNTY,FRESNO CO SD,396,39,49,484
FRESNO COUNTY,FRESNO PD,713,45,84,842
FRESNO COUNTY,FRESNO YOSEMITE INT'L AIRPORT,3,1,0,4
FRESNO COUNTY,HURON PD,8,14,1,23
FRESNO COUNTY,KERMAN PD,18,11,0,29
FRESNO COUNTY,KINGSBURG PD,12,8,4,24
FRESNO COUNTY,MENDOTA PD,11,5,0,16
FRESNO COUNTY,ORANGE COVE PD,12,4,0,16
FRESNO COUNTY,PARLIER PD,12,8,0,20
FRESNO COUNTY,REEDLEY PD,26,5,6,37
FRESNO COUNTY,SANGER PD,31,2,0,33
FRESNO COUNTY,SELMA PD,31,0,6,37
FRESNO COUNTY,STATE CENTER CCD PD,15,0,0,15
GLENN COUNTY,GLENN CO DA,2,0,0,2
GLENN COUNTY,GLENN CO SD/CORONER,25,2,8,35
GLENN COUNTY,ORLAND PD,9,0,0,9
GLENN COUNTY,WILLOWS PD,8,0,0,8
HUMBOLDT COUNTY,ARCATA PD,26,4,7,37
HUMBOLDT COUNTY,CSU HUMBOLDT DPS,13,0,9,22
HUMBOLDT COUNTY,EUREKA PD,48,6,11,65
HUMBOLDT COUNTY,FERNDALE PD,6,1,0,7
HUMBOLDT COUNTY,FORTUNA PD,15,2,7,24
HUMBOLDT COUNTY,HUMBOLDT CO CORONER,5,0,0,5
HUMBOLDT COUNTY,HUMBOLDT CO DA,9,1,0,10
HUMBOLDT COUNTY,HUMBOLDT CO SD,176,23,9,208
HUMBOLDT COUNTY,HUMBOLDT DEPT WELFARE/INVEST,7,0,0,7
HUMBOLDT COUNTY,RIO DELL PD,5,3,0,8
IMPERIAL COUNTY,BRAWLEY PD,33,0,8,41
IMPERIAL COUNTY,CALEXICO PD,37,4,7,48
IMPERIAL COUNTY,CALIPATRIA PD,7,6,0,13
IMPERIAL COUNTY,EL CENTRO PD,47,5,11,63
IMPERIAL COUNTY,IMPERIAL CO DA,12,0,0,12
IMPERIAL COUNTY,IMPERIAL CO SD,95,15,12,122
IMPERIAL COUNTY,IMPERIAL PD,17,8,0,25
IMPERIAL COUNTY,WESTMORLAND PD,5,2,0,7
INYO COUNTY,BISHOP PD,12,5,6,23
INYO COUNTY,INYO CO DA,3,0,0,3
INYO COUNTY,INYO COUNTY SD,35,11,6,52
KERN COUNTY,ARVIN PD,17,3,5,25
KERN COUNTY,BAKERSFIELD PD,351,16,35,402
KERN COUNTY,BEAR VALLEY PD,7,4,9,20
KERN COUNTY,CALIFORNIA CITY PD,17,9,6,32
KERN COUNTY,CSU BAKERSFIELD DPS,11,0,4,15
KERN COUNTY,DELANO PD,46,4,5,55
KERN COUNTY,KERN CO DA,22,0,0,22
KERN COUNTY,KERN CO-DEPT OF PARKS & REC,8,1,0,9
KERN COUNTY,KERN COUNTY SD,945,85,40,1070
KERN COUNTY,KERN HIGH SCHOOL DISTRICT PD,22,1,0,23
KERN COUNTY,MCFARLAND PD,14,11,4,29
KERN COUNTY,RIDGECREST PD,31,10,5,46
KERN COUNTY,SHAFTER PD,21,3,6,30
KERN COUNTY,STALLION SPRINGS PD,3,0,0,3
KERN COUNTY,TAFT PD,16,5,5,26
KERN COUNTY,TEHACHAPI PD,14,4,0,18
KINGS COUNTY,AVENAL PD,15,3,0,18
KINGS COUNTY,CORCORAN PD,18,2,6,26
KINGS COUNTY,HANFORD PD,55,4,16,75
KINGS COUNTY,KINGS CO DA,11,1,0,12
KINGS COUNTY,KINGS CO SD,75,10,16,101
KINGS COUNTY,"KINGS CO-HUMAN SVCS,WELFARE FD",6,0,0,6
KINGS COUNTY,LEMOORE PD,25,2,0,27
LAKE COUNTY,CLEARLAKE PD,21,1,5,27
LAKE COUNTY,LAKE CO DA,6,0,0,6
LAKE COUNTY,LAKE CO SD,53,0,9,62
LAKE COUNTY,LAKEPORT PD,10,2,0,12
LASSEN COUNTY,LASSEN CO DA,1,0,0,1
LASSEN COUNTY,LASSEN CO SD,32,19,10,61
LASSEN COUNTY,SUSANVILLE PD,16,1,0,17
LOS ANGELES COUNTY,ALHAMBRA PD,83,6,14,103
LOS ANGELES COUNTY,ARCADIA PD,67,11,11,89
LOS ANGELES COUNTY,AZUSA PD,58,6,11,75
LOS ANGELES COUNTY,BALDWIN PARK PD,59,3,12,74
LOS ANGELES COUNTY,BELL GARDENS PD,47,0,6,53
LOS ANGELES COUNTY,BELL PD,28,9,5,42
LOS ANGELES COUNTY,BEVERLY HILLS PD,114,18,17,149
LOS ANGELES COUNTY,BURBANK AIRPORT AUTH PD,28,0,0,28
LOS ANGELES COUNTY,BURBANK PD,150,11,15,176
LOS ANGELES COUNTY,BURLINGTON NORTHRN SANTA FE RR,29,0,0,29
LOS ANGELES COUNTY,CA DEPT CORPORATIONS,3,0,0,3
LOS ANGELES COUNTY,CA DEPT INDUSTRIAL RELATIONS,6,0,0,6
LOS ANGELES COUNTY,CERRITOS CCD PD,11,0,0,11
LOS ANGELES COUNTY,CLAREMONT PD,35,4,7,46
LOS ANGELES COUNTY,COMPTON UNIF SCH DIST PD,28,0,0,28
LOS ANGELES COUNTY,COVINA PD,54,2,11,67
LOS ANGELES COUNTY,CSU DOMINGUEZ HILLS DPS,18,0,6,24
LOS ANGELES COUNTY,CSU LONG BEACH PD,25,0,9,34
LOS ANGELES COUNTY,CSU LOS ANGELES DPS,17,0,6,23
LOS ANGELES COUNTY,CSU NORTHRIDGE DPS,21,0,4,25
LOS ANGELES COUNTY,CSU POMONA DPS,17,0,5,22
LOS ANGELES COUNTY,CULVER CITY PD,94,19,10,123
LOS ANGELES COUNTY,DOWNEY PD,101,1,15,117
LOS ANGELES COUNTY,EL CAMINO CCD PD,25,0,4,29
LOS ANGELES COUNTY,EL MONTE PD,113,64,18,195
LOS ANGELES COUNTY,EL SEGUNDO PD,59,0,0,59
LOS ANGELES COUNTY,GARDENA PD,92,9,0,101
LOS ANGELES COUNTY,GLENDALE CCD PD,9,0,0,9
LOS ANGELES COUNTY,GLENDALE PD,236,14,27,277
LOS ANGELES COUNTY,GLENDORA PD,47,6,12,65
LOS ANGELES COUNTY,HACIENDA LA PUENTE USD,6,0,0,6
LOS ANGELES COUNTY,HAWTHORNE PD,95,4,0,99
LOS ANGELES COUNTY,HERMOSA BEACH PD,32,0,0,32
LOS ANGELES COUNTY,HUNTINGTON PARK PD,65,7,8,80
LOS ANGELES COUNTY,INGLEWOOD PD,167,0,18,185
LOS ANGELES COUNTY,INGLEWOOD UNIF SCH DIST PD,7,3,0,10
LOS ANGELES COUNTY,IRWINDALE PD,23,3,6,32
LOS ANGELES COUNTY,LA VERNE PD,38,18,9,65
LOS ANGELES COUNTY,LONG BEACH PD,784,37,54,875
LOS ANGELES COUNTY,LOS ANGELES CITY DPT GEN SVCS,92,0,9,101
LOS ANGELES COUNTY,LOS ANGELES CITY HOUSING AUTH,1,0,0,1
LOS ANGELES COUNTY,LOS ANGELES CITY PARK RANGER,12,0,0,12
LOS ANGELES COUNTY,LOS ANGELES CO CORONER,51,0,0,51
LOS ANGELES COUNTY,LOS ANGELES CO DA,264,0,1,265
LOS ANGELES COUNTY,LOS ANGELES CO SD,9257,873,522,10652
LOS ANGELES COUNTY,LOS ANGELES PD,10050,448,560,11058
LOS ANGELES COUNTY,LOS ANGELES PORT PD,123,3,7,133
LOS ANGELES COUNTY,LOS ANGELES SCHOOL PD,361,0,0,361
LOS ANGELES COUNTY,LOS ANGELES WORLD AIRPORTS PD,500,0,0,500
LOS ANGELES COUNTY,MANHATTAN BEACH PD,59,5,0,64
LOS ANGELES COUNTY,MONROVIA PD,45,5,9,59
LOS ANGELES COUNTY,MONTEBELLO PD,69,14,12,95
LOS ANGELES COUNTY,MONTEBELLO UNIFIED SCHOOL DIST,3,2,0,5
LOS ANGELES COUNTY,MONTEREY PARK PD,67,22,11,100
LOS ANGELES COUNTY,PALOS VERDES ESTATES PD,25,14,10,49
LOS ANGELES COUNTY,PASADENA CITY CCD PD,8,0,4,12
LOS ANGELES COUNTY,PASADENA PD,225,17,27,269
LOS ANGELES COUNTY,POMONA PD,154,12,28,194
LOS ANGELES COUNTY,REDONDO BEACH PD,84,14,15,113
LOS ANGELES COUNTY,SAN FERNANDO PD,29,20,5,54
LOS ANGELES COUNTY,SAN GABRIEL PD,50,6,4,60
LOS ANGELES COUNTY,SAN MARINO PD,28,0,5,33
LOS ANGELES COUNTY,SANTA MONICA CCD PD,12,0,5,17
LOS ANGELES COUNTY,SANTA MONICA PD,204,0,14,218
LOS ANGELES COUNTY,SIERRA MADRE PD,16,6,6,28
LOS ANGELES COUNTY,SIGNAL HILL PD,33,2,8,43
LOS ANGELES COUNTY,SOUTH BAY REG PUB COMM AUTH,0,0,53,53
LOS ANGELES COUNTY,SOUTH GATE PD,68,3,9,80
LOS ANGELES COUNTY,SOUTH PASADENA PD,33,17,7,57
LOS ANGELES COUNTY,TORRANCE PD,215,0,22,237
LOS ANGELES COUNTY,UC LOS ANGELES PD,57,0,12,69
LOS ANGELES COUNTY,UNION PACIFIC RAILROAD,59,0,0,59
LOS ANGELES COUNTY,VERNON PD,42,0,7,49
LOS ANGELES COUNTY,WEST COVINA PD,91,14,16,121
LOS ANGELES COUNTY,WHITTIER PD,122,4,13,139
MADERA COUNTY,CHOWCHILLA PD,16,2,6,24
MADERA COUNTY,MADERA CO DA,5,0,0,5
MADERA COUNTY,MADERA CO SD,70,50,7,127
MADERA COUNTY,MADERA PD,57,0,9,66
MARIN COUNTY,BELVEDERE PD,8,1,0,9
MARIN COUNTY,CENTRAL MARIN POLICE AUTHORITY,45,5,12,62
MARIN COUNTY,FAIRFAX PD,11,2,6,19
MARIN COUNTY,MARIN CCD PD,8,0,0,8
MARIN COUNTY,MARIN CO DA,10,0,0,10
MARIN COUNTY,MARIN CO SD,208,0,47,255
MARIN COUNTY,MARIN MUNCPL WATER DIST,6,0,0,6
MARIN COUNTY,MILL VALLEY PD,21,2,0,23
MARIN COUNTY,NOVATO PD,57,0,14,71
MARIN COUNTY,ROSS PD,8,1,0,9
MARIN COUNTY,SAN RAFAEL PD,63,4,14,81
MARIN COUNTY,SAUSALITO PD,17,1,0,18
MARIN COUNTY,TIBURON PD,13,5,0,18
MARIPOSA COUNTY,MARIPOSA CO DA,2,0,0,2
MARIPOSA COUNTY,MARIPOSA CO SD,37,15,0,52
MENDOCINO COUNTY,FORT BRAGG PD,15,0,0,15
MENDOCINO COUNTY,MENDOCINO CO DA,5,0,0,5
MENDOCINO COUNTY,MENDOCINO CO SD,121,5,14,140
MENDOCINO COUNTY,UKIAH PD,25,3,11,39
MENDOCINO COUNTY,WILLITS PD,13,0,6,19
MERCED COUNTY,ATWATER PD,27,3,7,37
MERCED COUNTY,DOS PALOS PD,7,5,3,15
MERCED COUNTY,GUSTINE PD,9,4,1,14
MERCED COUNTY,LIVINGSTON PD,15,7,6,28
MERCED COUNTY,LOS BANOS PD,36,0,12,48
MERCED COUNTY,MERCED CCD PD,4,0,0,4
MERCED COUNTY,MERCED CO DA,9,0,0,9
MERCED COUNTY,MERCED CO SD,105,23,12,140
MERCED COUNTY,MERCED PD,81,13,15,109
MERCED COUNTY,UC MERCED PD,12,0,6,18
MODOC COUNTY,ALTURAS PD,6,0,0,6
MODOC COUNTY,MODOC CO DA,1,0,0,1
MODOC COUNTY,MODOC CO SD,11,0,5,16
MONO COUNTY,MAMMOTH LAKES PD,10,0,0,10
MONO COUNTY,MONO CO DA,2,0,0,2
MONO COUNTY,MONO CO SD,27,1,16,44
MONTEREY COUNTY,CARMEL PD,14,3,5,22
MONTEREY COUNTY,CSU MONTEREY BAY PD,13,0,0,13
MONTEREY COUNTY,DEL REY OAKS PD,4,12,0,16
MONTEREY COUNTY,GONZALES PD,11,4,0,15
MONTEREY COUNTY,GREENFIELD PD,14,0,0,14
MONTEREY COUNTY,KING CITY PD,15,1,0,16
MONTEREY COUNTY,MARINA PD,30,6,0,36
MONTEREY COUNTY,MONTEREY CO DA,22,0,0,22
MONTEREY COUNTY,MONTEREY CO EMER COMM,0,0,55,55
MONTEREY COUNTY,MONTEREY CO SHERIFF'S OFFICE,280,7,0,287
MONTEREY COUNTY,MONTEREY PD,49,0,0,49
MONTEREY COUNTY,MONTEREY REG AIRPORT DIST PD,6,0,0,6
MONTEREY COUNTY,PACIFIC GROVE PD,16,4,0,20
MONTEREY COUNTY,SALINAS PD,144,11,0,155
MONTEREY COUNTY,SAND CITY PD,10,2,0,12
MONTEREY COUNTY,SEASIDE PD,36,4,0,40
MONTEREY COUNTY,SOLEDAD PD,15,8,0,23
NAPA COUNTY,CALISTOGA PD,10,2,3,15
NAPA COUNTY,NAPA CO DA,8,0,0,8
NAPA COUNTY,NAPA CO SD,99,0,0,99
NAPA COUNTY,NAPA PD,69,0,25,94
NAPA COUNTY,NAPA VALLEY COLLEGE DPS,4,0,0,4
NAPA COUNTY,NAPA VALLEY RR PD,1,0,0,1
NAPA COUNTY,SAINT HELENA PD,12,2,6,20
NEVADA COUNTY,GRASS VALLEY PD,23,7,0,30
NEVADA COUNTY,NEVADA CITY PD,10,4,0,14
NEVADA COUNTY,NEVADA CO DA,3,0,0,3
NEVADA COUNTY,NEVADA CO SD,62,9,15,86
NEVADA COUNTY,TRUCKEE PD,23,2,0,25
ORANGE COUNTY,ANAHEIM PD,349,8,31,388
ORANGE COUNTY,BREA PD,61,0,14,75
ORANGE COUNTY,BUENA PARK PD,84,8,12,104
ORANGE COUNTY,COSTA MESA PD,121,6,24,151
ORANGE COUNTY,CSU FULLERTON PD,27,0,7,34
ORANGE COUNTY,CYPRESS PD,50,1,0,51
ORANGE COUNTY,FOUNTAIN VALLEY PD,59,1,10,70
ORANGE COUNTY,FULLERTON PD,135,14,18,167
ORANGE COUNTY,GARDEN GROVE PD,155,24,18,197
ORANGE COUNTY,HUNTINGTON BEACH PD,189,9,27,225
ORANGE COUNTY,IRVINE PD,196,5,19,220
ORANGE COUNTY,IRVINE VALLEY CCD PD,4,0,2,6
ORANGE COUNTY,LA HABRA PD,64,7,14,85
ORANGE COUNTY,LA PALMA PD,23,6,7,36
ORANGE COUNTY,LAGUNA BEACH PD,46,6,11,63
ORANGE COUNTY,LOS ALAMITOS PD,23,2,0,25
ORANGE COUNTY,NEWPORT BEACH PD,135,10,18,163
ORANGE COUNTY,ORANGE CO DA,131,0,0,131
ORANGE COUNTY,ORANGE CO DA WELFARE/FRAUD INV,28,0,0,28
ORANGE COUNTY,ORANGE CO SD/CORONER,1868,228,67,2163
ORANGE COUNTY,ORANGE PD,145,10,16,171
ORANGE COUNTY,PLACENTIA PD,47,6,13,66
ORANGE COUNTY,SADDLEBACK CCD PD,8,0,0,8
ORANGE COUNTY,SANTA ANA PD,316,17,31,364
ORANGE COUNTY,SANTA ANA UNIF SCHL DIST PD,24,3,0,27
ORANGE COUNTY,SEAL BEACH PD,31,5,0,36
ORANGE COUNTY,TUSTIN PD,88,4,16,108
ORANGE COUNTY,UC IRVINE PD,32,0,8,40
ORANGE COUNTY,WEST CITIES COMM CTR,0,0,26,26
ORANGE COUNTY,WESTMINSTER PD,87,5,14,106
PLACER COUNTY,AUBURN PD,20,5,6,31
PLACER COUNTY,LINCOLN PD,19,4,5,28
PLACER COUNTY,PLACER CO DA,10,0,0,10
PLACER COUNTY,PLACER COUNTY SD,228,74,31,333
PLACER COUNTY,ROCKLIN PD,52,9,14,75
PLACER COUNTY,ROSEVILLE PD,118,4,22,144
PLACER COUNTY,SIERRA COLLEGE PD (OBS),3,0,0,3
PLUMAS COUNTY,PLUMAS CO SD,29,12,8,49
RIVERSIDE COUNTY,BANNING PD,27,2,7,36
RIVERSIDE COUNTY,BEAUMONT PD,51,0,13,64
RIVERSIDE COUNTY,BLYTHE PD,22,2,8,32
RIVERSIDE COUNTY,CATHEDRAL CITY PD,47,17,17,81
RIVERSIDE COUNTY,CORONA PD,151,2,25,178
RIVERSIDE COUNTY,DESERT HOT SPRINGS PD,28,1,1,30
RIVERSIDE COUNTY,HEMET PD,58,0,14,72
RIVERSIDE COUNTY,INDIO PD,63,2,16,81
RIVERSIDE COUNTY,MOUNT SAN JACINTO CCD PD,3,0,0,3
RIVERSIDE COUNTY,MURRIETA PD,86,4,20,110
RIVERSIDE COUNTY,PALM SPRINGS PD,83,13,16,112
RIVERSIDE COUNTY,RIVERSIDE CCD PD,19,8,0,27
RIVERSIDE COUNTY,RIVERSIDE CO DA,109,0,2,111
RIVERSIDE COUNTY,RIVERSIDE CO PUBLIC SOCIAL SER,27,0,0,27
RIVERSIDE COUNTY,RIVERSIDE CO SD,2000,53,163,2216
RIVERSIDE COUNTY,RIVERSIDE PD,366,0,56,422
RIVERSIDE COUNTY,UC RIVERSIDE PD,29,0,8,37
SACRAMENTO COUNTY,CA ALCOHOLIC BEVERAGE CONTROL,182,0,0,182
SACRAMENTO COUNTY,CA ASSEMBLY SGT AT ARMS LEGIS,23,0,0,23
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF DEN BD,15,0,0,15
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF INVEST,56,0,0,56
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF MED BD,96,0,0,96
SACRAMENTO COUNTY,CA DEPT DEVELOPMENTAL OPS,87,0,0,87
SACRAMENTO COUNTY,CA DEPT EMPLOYMENT DEVELOPMENT,44,0,0,44
SACRAMENTO COUNTY,CA DEPT FISH & WILDLIFE,358,6,0,364
SACRAMENTO COUNTY,CA DEPT HEALTH CARE SVCS,111,0,0,111
SACRAMENTO COUNTY,CA DEPT INSURANCE FRAUD,216,0,0,216
SACRAMENTO COUNTY,CA DEPT JUSTICE,266,0,0,266
SACRAMENTO COUNTY,CA DEPT MOTOR VEHICLES,208,0,0,208
SACRAMENTO COUNTY,CA DEPT PARKS & RECREATION,623,0,70,693
SACRAMENTO COUNTY,CA DEPT PUB HEALTH FOOD/DRUG,100,0,0,100
SACRAMENTO COUNTY,CA DEPT SOCIAL SERVICES,55,0,0,55
SACRAMENTO COUNTY,CA DEPT STATE HOSPITALS,24,0,0,24
SACRAMENTO COUNTY,CA DEPT TOXIC SUBSTANCES CNTL,11,0,0,11
SACRAMENTO COUNTY,CA FRANCHISE TAX BOARD,39,0,0,39
SACRAMENTO COUNTY,CA HIGHWAY PATROL,7451,0,1028,8479
SACRAMENTO COUNTY,CA HORSE RACING BOARD,12,0,0,12
SACRAMENTO COUNTY,CA SECRETARY OF STATE OFC INV,6,0,0,6
SACRAMENTO COUNTY,CA STATE CONTROLLER - INVEST,1,0,0,1
SACRAMENTO COUNTY,CA STATE FAIR PD,2,0,0,2
SACRAMENTO COUNTY,CA STATE LOTTERY,33,0,0,33
SACRAMENTO COUNTY,CAL - EMA,7,0,0,7
SACRAMENTO COUNTY,CAL FIRE,169,0,0,169
SACRAMENTO COUNTY,CITRUS HEIGHTS PD,85,13,21,119
SACRAMENTO COUNTY,CSU SACRAMENTO DPS,23,0,5,28
SACRAMENTO COUNTY,ELK GROVE PD,126,12,21,159
SACRAMENTO COUNTY,FOLSOM PD,71,7,16,94
SACRAMENTO COUNTY,GALT PD,31,4,8,43
SACRAMENTO COUNTY,LOS RIOS CCD PD,28,4,0,32
SACRAMENTO COUNTY,SACRAMENTO CO CORONER,13,0,0,13
SACRAMENTO COUNTY,SACRAMENTO CO DA,37,0,0,37
SACRAMENTO COUNTY,SACRAMENTO CO HUMAN ASST INV,24,0,0,24
SACRAMENTO COUNTY,SACRAMENTO CO REG PARKS DEPT,16,4,0,20
SACRAMENTO COUNTY,SACRAMENTO CO SD,1223,402,56,1681
SACRAMENTO COUNTY,SACRAMENTO PD,618,77,76,771
SACRAMENTO COUNTY,TWIN RIVERS USD PD,20,7,4,31
SAN BENITO COUNTY,HOLLISTER PD,23,1,0,24
SAN BENITO COUNTY,SAN BENITO CO DA,2,0,0,2
SAN BENITO COUNTY,SAN BENITO CO SD,20,3,0,23
SAN BERNARDINO COUNTY,BARSTOW PD,37,2,8,47
SAN BERNARDINO COUNTY,CHINO PD,94,1,19,114
SAN BERNARDINO COUNTY,COLTON PD,45,0,10,55
SAN BERNARDINO COUNTY,CSU SAN BERNARDINO DPS,14,0,12,26
SAN BERNARDINO COUNTY,FONTANA PD,168,2,26,196
SAN BERNARDINO COUNTY,FONTANA UNIFIED SCHOOL DIST,15,0,10,25
SAN BERNARDINO COUNTY,HESPERIA UNIFIED SCHOOL DIST,6,0,0,6
SAN BERNARDINO COUNTY,MONTCLAIR PD,48,7,8,63
SAN BERNARDINO COUNTY,ONTARIO PD,223,5,41,269
SAN BERNARDINO COUNTY,REDLANDS PD,79,9,14,102
SAN BERNARDINO COUNTY,RIALTO PD,94,2,15,111
SAN BERNARDINO COUNTY,SAN BERNARDINO CCD PD,7,0,0,7
SAN BERNARDINO COUNTY,SAN BERNARDINO CO DA,45,0,0,45
SAN BERNARDINO COUNTY,SAN BERNARDINO CO SD,1745,221,151,2117
SAN BERNARDINO COUNTY,SAN BERNARDINO PD,251,25,37,313
SAN BERNARDINO COUNTY,SAN BERNARDINO UNIF SCHL DIST,24,4,8,36
SAN BERNARDINO COUNTY,SNOWLINE JOINT UNIF SCHL DIST,2,2,0,4
SAN BERNARDINO COUNTY,UPLAND PD,67,7,16,90
SAN DIEGO COUNTY,CARLSBAD PD,107,3,17,127
SAN DIEGO COUNTY,CHULA VISTA PD,207,9,25,241
SAN DIEGO COUNTY,CORONADO PD,41,2,7,50
SAN DIEGO COUNTY,CSU SAN DIEGO DPS,22,0,8,30
SAN DIEGO COUNTY,CSU SAN MARCOS DPS,14,0,6,20
SAN DIEGO COUNTY,EL CAJON PD,111,19,19,149
SAN DIEGO COUNTY,ESCONDIDO PD,141,12,22,175
SAN DIEGO COUNTY,GROSSMONT-CUYAMACA CCD PD,7,0,0,7
SAN DIEGO COUNTY,LA MESA PD,64,3,16,83
SAN DIEGO COUNTY,MIRA COSTA CCD PD,9,0,4,13
SAN DIEGO COUNTY,NATIONAL CITY PD,80,9,15,104
SAN DIEGO COUNTY,OCEANSIDE PD,202,2,28,232
SAN DIEGO COUNTY,PALOMAR CCD PD,9,0,0,9
SAN DIEGO COUNTY,SAN DIEGO CCD PD,38,0,7,45
SAN DIEGO COUNTY,SAN DIEGO CITY SCHOOLS PD,39,0,8,47
SAN DIEGO COUNTY,SAN DIEGO CO DA,199,0,0,199
SAN DIEGO COUNTY,SAN DIEGO CO SD,2381,114,130,2625
SAN DIEGO COUNTY,"SAN DIEGO HARBOR PD, PORT OF",125,0,14,139
SAN DIEGO COUNTY,SAN DIEGO PD,1810,38,165,2013
SAN DIEGO COUNTY,SOUTHWESTERN CCD PD,9,0,0,9
SAN DIEGO COUNTY,UC SAN DIEGO PD,34,0,9,43
SAN FRANCISCO COUNTY,CSU SAN FRANCISCO PD,27,0,4,31
