County,Agency,Sworn,Reserve,Dispatcher,Total
EL DORADO COUNTY,EL DORADO CO SO,165,4,16,185
EL DORADO COUNTY,PLACERVILLE PD,19,1,5,25
EL DORADO COUNTY,SOUTH LAKE TAHOE PD,39,5,7,51
FRESNO COUNTY,CLOVIS PD,106,10,23,139
FRESNO COUNTY,CLOVIS UNIF SCHL DIST PD,15,1,0,16
FRESNO COUNTY,COALINGA PD,18,0,8,26
FRESNO COUNTY,CSU FRESNO DPS,25,0,6,31
FRESNO COUNTY,FIREBAUGH PD,13,6,0,19
FRESNO COUNTY,FOWLER PD,11,0,0,11
FRESNO COUNTY,FRESNO CO DA,53,0,0,53
FRESNO COUNTY,FRESNO CO SO,411,72,57,540
FRESNO COUNTY,FRESNO PD,801,19,99,919
FRESNO COUNTY,FRESNO YOSEMITE INT'L AIRPORT,7,0,0,7
FRESNO COUNTY,HURON PD,11,2,4,17
FRESNO COUNTY,KERMAN PD,26,3,0,29
FRESNO COUNTY,KINGSBURG PD,23,6,0,29
FRESNO COUNTY,MENDOTA PD,11,6,0,17
FRESNO COUNTY,ORANGE COVE PD,13,3,0,16
FRESNO COUNTY,PARLIER PD,18,1,0,19
FRESNO COUNTY,REEDLEY PD,29,2,7,38
FRESNO COUNTY,SANGER PD,36,1,0,37
FRESNO COUNTY,SELMA PD,30,0,7,37
FRESNO COUNTY,STATE CENTER CCD PD,20,0,6,26
GLENN COUNTY,GLENN CO DA,1,0,0,1
GLENN COUNTY,GLENN CO SO/CORONER,42,5,7,54
GLENN COUNTY,ORLAND PD,11,0,0,11
HUMBOLDT COUNTY,ARCATA PD,22,0,7,29
HUMBOLDT COUNTY,CSU HUMBOLDT PD,8,2,4,14
HUMBOLDT COUNTY,EUREKA PD,36,3,9,48
HUMBOLDT COUNTY,FERNDALE PD,6,4,0,10
HUMBOLDT COUNTY,FORTUNA PD,18,0,5,23
HUMBOLDT COUNTY,HUMBOLDT CO DA,10,0,0,10
HUMBOLDT COUNTY,HUMBOLDT CO SO,187,12,13,212
HUMBOLDT COUNTY,HUMBOLDT DEPT WELFARE/INVEST,9,0,0,9
HUMBOLDT COUNTY,RIO DELL PD,5,1,0,6
IMPERIAL COUNTY,BRAWLEY PD,25,5,8,38
IMPERIAL COUNTY,CALEXICO PD,23,2,8,33
IMPERIAL COUNTY,CALIPATRIA PD,5,3,0,8
IMPERIAL COUNTY,EL CENTRO PD,43,2,9,54
IMPERIAL COUNTY,IMPERIAL CO DA,17,0,0,17
IMPERIAL COUNTY,IMPERIAL CO SO,92,11,9,112
IMPERIAL COUNTY,IMPERIAL PD,18,0,0,18
IMPERIAL COUNTY,WESTMORLAND PD,5,5,0,10
INYO COUNTY,BISHOP PD,11,4,6,21
INYO COUNTY,INYO CO DA,3,0,0,3
INYO COUNTY,INYO COUNTY SO,35,8,6,49
KERN COUNTY,ARVIN PD,16,2,4,22
KERN COUNTY,BAKERSFIELD PD,427,10,41,478
KERN COUNTY,BEAR VALLEY PD,6,0,0,6
KERN COUNTY,CALIFORNIA CITY PD,13,5,5,23
KERN COUNTY,CSU BAKERSFIELD DPS,15,0,6,21
KERN COUNTY,DELANO PD,45,3,8,56
KERN COUNTY,KERN CO DA,28,0,0,28
KERN COUNTY,KERN CO-DEPT OF PARKS & REC,5,0,0,5
KERN COUNTY,KERN COUNTY SO,739,22,43,804
KERN COUNTY,KERN HIGH SCHOOL DISTRICT PD,32,0,2,34
KERN COUNTY,MCFARLAND PD,16,2,4,22
KERN COUNTY,RIDGECREST PD,24,10,4,38
KERN COUNTY,SHAFTER PD,29,1,8,38
KERN COUNTY,STALLION SPRINGS PD,5,2,0,7
KERN COUNTY,TAFT PD,12,1,5,18
KERN COUNTY,TEHACHAPI PD,17,1,7,25
KINGS COUNTY,AVENAL PD,15,2,0,17
KINGS COUNTY,CORCORAN PD,18,1,8,27
KINGS COUNTY,HANFORD PD,60,0,15,75
KINGS COUNTY,KINGS CO DA,13,0,0,13
KINGS COUNTY,KINGS CO SHERIFF'S OFFICE,197,4,15,216
KINGS COUNTY,"KINGS CO-HUMAN SVCS,WELFARE FD",4,0,0,4
KINGS COUNTY,LEMOORE PD,32,4,0,36
LAKE COUNTY,CLEARLAKE PD,21,0,6,27
LAKE COUNTY,LAKE CO DA,7,0,0,7
LAKE COUNTY,LAKE CO SO,90,1,6,97
LAKE COUNTY,LAKEPORT PD,9,2,0,11
LASSEN COUNTY,LASSEN CO DA,2,0,0,2
LASSEN COUNTY,LASSEN CO SO,52,3,6,61
LASSEN COUNTY,SUSANVILLE PD,15,3,0,18
LOS ANGELES COUNTY,ALHAMBRA PD,77,2,12,91
LOS ANGELES COUNTY,ARCADIA PD,63,5,9,77
LOS ANGELES COUNTY,AZUSA PD,54,2,9,65
LOS ANGELES COUNTY,BALDWIN PARK PD,58,0,10,68
LOS ANGELES COUNTY,BELL GARDENS PD,45,1,7,53
LOS ANGELES COUNTY,BELL PD,30,3,4,37
LOS ANGELES COUNTY,BEVERLY HILLS PD,132,8,20,160
LOS ANGELES COUNTY,BURBANK AIRPORT AUTH PD,39,0,0,39
LOS ANGELES COUNTY,BURBANK PD,149,12,19,180
LOS ANGELES COUNTY,CA DEPT INDUSTRIAL RELATIONS,3,0,0,3
LOS ANGELES COUNTY,CERRITOS CCD PD,12,0,0,12
LOS ANGELES COUNTY,CLAREMONT PD,36,4,8,48
LOS ANGELES COUNTY,COMPTON CCD PD,6,0,2,8
LOS ANGELES COUNTY,COMPTON UNIF SCH DIST PD,15,0,0,15
LOS ANGELES COUNTY,COVINA PD,58,1,5,64
LOS ANGELES COUNTY,CSU DOMINGUEZ HILLS PD,17,0,8,25
LOS ANGELES COUNTY,CSU LONG BEACH PD,19,0,8,27
LOS ANGELES COUNTY,CSU LOS ANGELES DPS,18,0,4,22
LOS ANGELES COUNTY,CSU NORTHRIDGE DEPT POLICE SVS,16,0,5,21
LOS ANGELES COUNTY,CSU POMONA DPS,19,0,6,25
LOS ANGELES COUNTY,CULVER CITY PD,100,13,0,113
LOS ANGELES COUNTY,DOWNEY PD,112,0,14,126
LOS ANGELES COUNTY,EL CAMINO CCD PD,12,1,4,17
LOS ANGELES COUNTY,EL MONTE PD,108,3,15,126
LOS ANGELES COUNTY,EL SEGUNDO PD,56,0,0,56
LOS ANGELES COUNTY,GARDENA PD,85,3,0,88
LOS ANGELES COUNTY,GLENDALE CCD PD,9,0,0,9
LOS ANGELES COUNTY,GLENDALE PD,235,12,23,270
LOS ANGELES COUNTY,GLENDORA PD,49,3,10,62
LOS ANGELES COUNTY,HACIENDA LA PUENTE USD,5,0,0,5
LOS ANGELES COUNTY,HAWTHORNE PD,90,2,0,92
LOS ANGELES COUNTY,HERMOSA BEACH PD,38,1,0,39
LOS ANGELES COUNTY,HUNTINGTON PARK PD,51,4,9,64
LOS ANGELES COUNTY,INGLEWOOD PD,174,0,21,195
LOS ANGELES COUNTY,IRWINDALE PD,30,2,6,38
LOS ANGELES COUNTY,LA VERNE PD,41,3,8,52
LOS ANGELES COUNTY,LONG BEACH DISASTER/EMERG COMM,0,0,46,46
LOS ANGELES COUNTY,LONG BEACH PD,724,21,0,745
LOS ANGELES COUNTY,LOS ANGELES CITY PARK RANGER,25,0,0,25
LOS ANGELES COUNTY,LOS ANGELES CO CORONER,54,0,0,54
LOS ANGELES COUNTY,LOS ANGELES CO DA,208,0,0,208
LOS ANGELES COUNTY,LOS ANGELES CO SD,9262,482,455,10199
LOS ANGELES COUNTY,LOS ANGELES PD,9299,393,614,10306
LOS ANGELES COUNTY,LOS ANGELES PORT PD,129,0,8,137
LOS ANGELES COUNTY,LOS ANGELES SCHOOL PD,233,0,0,233
LOS ANGELES COUNTY,LOS ANGELES WORLD AIRPORTS PD,464,0,0,464
LOS ANGELES COUNTY,MANHATTAN BEACH PD,58,1,0,59
LOS ANGELES COUNTY,MONROVIA PD,46,0,12,58
LOS ANGELES COUNTY,MONTEBELLO PD,64,6,6,76
LOS ANGELES COUNTY,MONTEBELLO UNIFIED SCHOOL DIST,2,0,0,2
LOS ANGELES COUNTY,MONTEREY PARK PD,70,10,12,92
LOS ANGELES COUNTY,PALOS VERDES ESTATES PD,19,5,7,31
LOS ANGELES COUNTY,PASADENA CITY CCD PD,10,0,10,20
LOS ANGELES COUNTY,PASADENA PD,215,7,30,252
LOS ANGELES COUNTY,POMONA PD,151,6,28,185
LOS ANGELES COUNTY,REDONDO BEACH PD,85,10,10,105
LOS ANGELES COUNTY,SAN FERNANDO PD,29,15,8,52
LOS ANGELES COUNTY,SAN GABRIEL PD,43,3,6,52
LOS ANGELES COUNTY,SAN MARINO PD,30,0,6,36
LOS ANGELES COUNTY,SANTA MONICA CCD PD,15,0,6,21
LOS ANGELES COUNTY,SANTA MONICA OFFICE EMER MGT,0,0,27,27
LOS ANGELES COUNTY,SANTA MONICA PD,201,0,0,201
LOS ANGELES COUNTY,SIERRA MADRE PD,17,5,9,31
LOS ANGELES COUNTY,SIGNAL HILL PD,31,0,5,36
LOS ANGELES COUNTY,SOUTH BAY REG PUB COMM AUTH,0,0,50,50
LOS ANGELES COUNTY,SOUTH GATE PD,72,1,10,83
LOS ANGELES COUNTY,SOUTH PASADENA PD,31,2,8,41
LOS ANGELES COUNTY,TORRANCE PD,200,0,22,222
LOS ANGELES COUNTY,UC LOS ANGELES PD,59,0,14,73
LOS ANGELES COUNTY,VERNON PD,42,1,7,50
LOS ANGELES COUNTY,WEST COVINA PD,97,4,16,117
LOS ANGELES COUNTY,WHITTIER PD,124,1,13,138
MADERA COUNTY,CHOWCHILLA PD,19,1,7,27
MADERA COUNTY,MADERA CO DA,9,0,0,9
MADERA COUNTY,MADERA CO SO,111,24,11,146
MADERA COUNTY,MADERA PD,63,1,12,76
MARIN COUNTY,BELVEDERE PD,6,1,0,7
MARIN COUNTY,CENTRAL MARIN POLICE AUTHORITY,39,2,1,42
MARIN COUNTY,FAIRFAX PD,10,1,4,15
MARIN COUNTY,MARIN CCD PD,5,0,0,5
MARIN COUNTY,MARIN CO DA,10,0,0,10
MARIN COUNTY,MARIN CO HEALTH & HUMAN SVCS,4,0,0,4
MARIN COUNTY,MARIN CO SO,188,0,40,228
MARIN COUNTY,MARIN MUNCPL WATER DIST,6,0,0,6
MARIN COUNTY,MILL VALLEY PD,20,1,0,21
MARIN COUNTY,NOVATO PD,54,0,10,64
MARIN COUNTY,ROSS PD,5,1,0,6
MARIN COUNTY,SAN RAFAEL PD,67,2,19,88
MARIN COUNTY,SAUSALITO PD,17,0,0,17
MARIN COUNTY,TIBURON PD,12,4,0,16
MARIPOSA COUNTY,MARIPOSA CO DA,1,0,0,1
MARIPOSA COUNTY,MARIPOSA CO SO,62,12,0,74
MENDOCINO COUNTY,FORT BRAGG PD,15,0,0,15
MENDOCINO COUNTY,MENDOCINO CO DA,7,0,0,7
MENDOCINO COUNTY,MENDOCINO CO HEALTH/HUMAN SVCS,6,0,0,6
MENDOCINO COUNTY,MENDOCINO CO SO,113,3,13,129
MENDOCINO COUNTY,UKIAH PD,24,0,11,35
MENDOCINO COUNTY,WILLITS PD,8,0,4,12
MERCED COUNTY,ATWATER PD,24,3,5,32
MERCED COUNTY,DOS PALOS PD,10,3,4,17
MERCED COUNTY,GUSTINE PD,7,8,0,15
MERCED COUNTY,LIVINGSTON PD,17,2,8,27
MERCED COUNTY,LOS BANOS PD,38,1,11,50
MERCED COUNTY,MERCED CCD PD,5,0,0,5
MERCED COUNTY,MERCED CO DA,9,0,0,9
MERCED COUNTY,MERCED CO SO,118,39,14,171
MERCED COUNTY,MERCED PD,90,5,14,109
MERCED COUNTY,UC MERCED PD,17,0,7,24
MODOC COUNTY,ALTURAS PD,7,0,0,7
MODOC COUNTY,MODOC CO SO,11,1,6,18
MONO COUNTY,MAMMOTH LAKES PD,14,0,0,14
MONO COUNTY,MONO CO DA,2,0,0,2
MONO COUNTY,MONO CO SD,36,0,14,50
MONTEREY COUNTY,CARMEL PD,12,0,3,15
MONTEREY COUNTY,CSU MONTEREY BAY PD,16,0,0,16
MONTEREY COUNTY,DEL REY OAKS PD,11,8,0,19
MONTEREY COUNTY,GONZALES PD,12,0,0,12
MONTEREY COUNTY,GREENFIELD PD,19,0,0,19
MONTEREY COUNTY,KING CITY PD,17,0,0,17
MONTEREY COUNTY,MARINA PD,29,0,0,29
MONTEREY COUNTY,MONTEREY CO DA,26,0,0,26
MONTEREY COUNTY,MONTEREY CO EMER COMM,0,0,62,62
MONTEREY COUNTY,MONTEREY CO SHERIFF'S OFFICE,277,4,0,281
MONTEREY COUNTY,MONTEREY PD,48,1,0,49
MONTEREY COUNTY,PACIFIC GROVE PD,21,0,0,21
MONTEREY COUNTY,SALINAS PD,138,0,0,138
MONTEREY COUNTY,SAND CITY PD,10,2,0,12
MONTEREY COUNTY,SEASIDE PD,28,0,0,28
MONTEREY COUNTY,SOLEDAD PD,18,4,0,22
NAPA COUNTY,CALISTOGA PD,11,0,7,18
NAPA COUNTY,NAPA CO DA,12,0,0,12
NAPA COUNTY,NAPA CO SO,103,0,0,103
NAPA COUNTY,NAPA PD,64,0,25,89
NAPA COUNTY,NAPA VALLEY COLLEGE DPS,5,0,0,5
NAPA COUNTY,SAINT HELENA PD,12,1,6,19
NEVADA COUNTY,GRASS VALLEY PD,27,5,0,32
NEVADA COUNTY,NEVADA CITY PD,10,3,0,13
NEVADA COUNTY,NEVADA CO DA,5,0,0,5
NEVADA COUNTY,NEVADA CO SO,62,3,13,78
NEVADA COUNTY,TRUCKEE PD,22,0,0,22
ORANGE COUNTY,ANAHEIM PD,369,23,31,423
ORANGE COUNTY,BREA PD,57,0,12,69
ORANGE COUNTY,BUENA PARK PD,79,4,14,97
ORANGE COUNTY,COAST CCD PD,1,0,0,1
ORANGE COUNTY,COSTA MESA PD,130,3,26,159
ORANGE COUNTY,CSU FULLERTON PD,24,0,9,33
ORANGE COUNTY,CYPRESS PD,52,0,0,52
ORANGE COUNTY,FOUNTAIN VALLEY PD,61,0,11,72
ORANGE COUNTY,FULLERTON PD,114,2,13,129
ORANGE COUNTY,GARDEN GROVE PD,172,8,21,201
ORANGE COUNTY,HUNTINGTON BEACH PD,204,2,21,227
ORANGE COUNTY,IRVINE PD,225,1,21,247
ORANGE COUNTY,IRVINE VALLEY CCD PD,9,0,5,14
ORANGE COUNTY,LA HABRA PD,70,6,15,91
ORANGE COUNTY,LA PALMA PD,20,5,7,32
ORANGE COUNTY,LAGUNA BEACH PD,54,3,14,71
ORANGE COUNTY,LOS ALAMITOS PD,21,2,0,23
ORANGE COUNTY,NEWPORT BEACH PD,134,2,18,154
ORANGE COUNTY,ORANGE CO DA,172,0,0,172
ORANGE COUNTY,ORANGE CO SD/CORONER,1862,104,47,2013
ORANGE COUNTY,ORANGE PD,153,4,18,175
ORANGE COUNTY,PLACENTIA PD,47,1,0,48
ORANGE COUNTY,PLACENTIA PUBLIC SAFETY COMM,0,0,12,12
ORANGE COUNTY,SADDLEBACK CCD PD,6,0,2,8
ORANGE COUNTY,SANTA ANA PD,350,4,37,391
ORANGE COUNTY,SANTA ANA UNIF SCHL DIST PD,24,0,0,24
ORANGE COUNTY,SEAL BEACH PD,40,0,0,40
ORANGE COUNTY,TUSTIN PD,96,5,13,114
ORANGE COUNTY,UC IRVINE PD,46,0,8,54
ORANGE COUNTY,WEST CITIES COMM CTR,0,0,18,18
ORANGE COUNTY,WESTMINSTER PD,82,4,12,98
PLACER COUNTY,AUBURN PD,21,3,7,31
PLACER COUNTY,LINCOLN PD,27,0,8,35
PLACER COUNTY,PLACER CO DA,19,0,0,19
PLACER COUNTY,PLACER COUNTY SO,247,83,24,354
PLACER COUNTY,ROCKLIN PD,60,2,14,76
PLACER COUNTY,ROSEVILLE PD,129,2,23,154
PLACER COUNTY,UNION PACIFIC RAILROAD,31,0,0,31
PLUMAS COUNTY,PLUMAS CO SO,30,4,7,41
RIVERSIDE COUNTY,BANNING PD,33,2,8,43
RIVERSIDE COUNTY,BEAUMONT PD,50,0,12,62
RIVERSIDE COUNTY,BLYTHE PD,20,0,7,27
RIVERSIDE COUNTY,CATHEDRAL CITY PD,50,1,18,69
RIVERSIDE COUNTY,CORONA PD,152,0,19,171
RIVERSIDE COUNTY,DESERT HOT SPRINGS PD,29,1,6,36
RIVERSIDE COUNTY,HEMET PD,62,0,11,73
RIVERSIDE COUNTY,INDIO PD,61,0,12,73
RIVERSIDE COUNTY,MENIFEE PD,76,1,0,77
RIVERSIDE COUNTY,MURRIETA PD,99,2,39,140
RIVERSIDE COUNTY,PALM SPRINGS PD,98,2,16,116
RIVERSIDE COUNTY,RIVERSIDE CCD PD,18,0,0,18
RIVERSIDE COUNTY,RIVERSIDE CO DA,119,0,2,121
RIVERSIDE COUNTY,RIVERSIDE CO PUBLIC SOCIAL SER,22,0,0,22
RIVERSIDE COUNTY,RIVERSIDE CO SD,2802,33,157,2992
RIVERSIDE COUNTY,RIVERSIDE PD,349,0,53,402
RIVERSIDE COUNTY,UC RIVERSIDE PD,24,0,5,29
RIVERSIDE COUNTY,VAL VERDE UNIF SCH DIST PD,6,7,0,13
SACRAMENTO COUNTY,AMTRAK PD,30,0,0,30
SACRAMENTO COUNTY,CA ALCOHOLIC BEVERAGE CONTROL,180,0,0,180
SACRAMENTO COUNTY,CA ASSEMBLY SGT AT ARMS LEGIS,15,0,0,15
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF DEN BD,9,0,0,9
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF INVEST,125,0,0,125
SACRAMENTO COUNTY,CA DEPT DEVELOPMENTAL OPS,77,0,0,77
SACRAMENTO COUNTY,CA DEPT EMPLOYMENT DEVELOPMENT,34,0,0,34
SACRAMENTO COUNTY,CA DEPT FISH & WILDLIFE,368,0,0,368
SACRAMENTO COUNTY,CA DEPT HEALTH CARE SVCS,65,0,0,65
SACRAMENTO COUNTY,CA DEPT INSURANCE FRAUD,180,0,0,180
SACRAMENTO COUNTY,CA DEPT JUSTICE,274,0,0,274
SACRAMENTO COUNTY,CA DEPT MOTOR VEHICLES,214,0,0,214
SACRAMENTO COUNTY,CA DEPT PARKS & RECREATION,552,0,46,598
SACRAMENTO COUNTY,CA DEPT PUB HEALTH FOOD/DRUG,76,0,0,76
SACRAMENTO COUNTY,CA DEPT SOCIAL SERVICES,60,0,0,60
SACRAMENTO COUNTY,CA DEPT STATE HOSPITALS,59,0,0,59
SACRAMENTO COUNTY,CA DEPT TOXIC SUBSTANCES CNTL,10,0,0,10
SACRAMENTO COUNTY,CA FRANCHISE TAX BOARD,29,0,0,29
SACRAMENTO COUNTY,CA HIGHWAY PATROL,6637,0,830,7467
SACRAMENTO COUNTY,CA HORSE RACING BOARD,15,0,0,15
SACRAMENTO COUNTY,CA OFFICE OF LE SUPPORT (OLES),5,0,0,5
SACRAMENTO COUNTY,CA SECRETARY OF STATE OFC INV,3,0,0,3
SACRAMENTO COUNTY,CA STATE FAIR PD,2,1,0,3
SACRAMENTO COUNTY,CA STATE LOTTERY,35,0,0,35
SACRAMENTO COUNTY,CAL - OES,18,0,0,18
SACRAMENTO COUNTY,CAL FIRE,164,0,0,164
SACRAMENTO COUNTY,CITRUS HEIGHTS PD,81,4,22,107
SACRAMENTO COUNTY,CSU SACRAMENTO PD,20,0,7,27
SACRAMENTO COUNTY,"DEPT CANNABIS CNTL, ENF DIV",51,0,0,51
SACRAMENTO COUNTY,ELK GROVE PD,129,0,19,148
SACRAMENTO COUNTY,FOLSOM PD,73,3,15,91
SACRAMENTO COUNTY,GALT PD,35,2,8,45
SACRAMENTO COUNTY,LOS RIOS CCD PD,12,0,6,18
SACRAMENTO COUNTY,SACRAMENTO CO CORONER,15,0,0,15
SACRAMENTO COUNTY,SACRAMENTO CO DA,41,0,0,41
SACRAMENTO COUNTY,SACRAMENTO CO HUMAN ASST INV,20,0,0,20
SACRAMENTO COUNTY,SACRAMENTO CO REG PARKS DEPT,26,1,0,27
SACRAMENTO COUNTY,SACRAMENTO CO SD,1314,390,78,1782
SACRAMENTO COUNTY,SACRAMENTO PD,674,88,82,844
SACRAMENTO COUNTY,TWIN RIVERS USD PD,14,4,5,23
SAN BENITO COUNTY,HOLLISTER PD,33,4,0,37
SAN BENITO COUNTY,SAN BENITO CO DA,3,0,0,3
SAN BENITO COUNTY,SAN BENITO CO SO,55,12,0,67
SAN BERNARDINO COUNTY,APPLE VALLEY UNIF SCH DIST PD,9,1,2,12
SAN BERNARDINO COUNTY,BARSTOW PD,40,1,8,49
SAN BERNARDINO COUNTY,BURLINGTON NORTHRN SANTA FE RR,33,0,0,33
SAN BERNARDINO COUNTY,CHAFFEY CCD PD,12,0,0,12
SAN BERNARDINO COUNTY,CHINO PD,115,1,18,134
SAN BERNARDINO COUNTY,COLTON PD,53,0,11,64
SAN BERNARDINO COUNTY,CSU SAN BERNARDINO PD,11,0,7,18
SAN BERNARDINO COUNTY,FONTANA PD,189,9,26,224
SAN BERNARDINO COUNTY,FONTANA UNIFIED SCHOOL DIST,12,0,8,20
SAN BERNARDINO COUNTY,HESPERIA UNIFIED SCHOOL DIST,8,0,0,8
SAN BERNARDINO COUNTY,MONTCLAIR PD,46,4,8,58
SAN BERNARDINO COUNTY,ONTARIO PD,273,7,36,316
SAN BERNARDINO COUNTY,REDLANDS PD,78,1,13,92
SAN BERNARDINO COUNTY,RIALTO PD,111,1,13,125
SAN BERNARDINO COUNTY,SAN BERNARDINO CCD PD,10,0,1,11
SAN BERNARDINO COUNTY,SAN BERNARDINO CO DA,60,0,0,60
SAN BERNARDINO COUNTY,SAN BERNARDINO CO HUMAN SVCS,22,0,0,22
SAN BERNARDINO COUNTY,SAN BERNARDINO CO SD,1895,128,145,2168
SAN BERNARDINO COUNTY,SAN BERNARDINO PD,253,11,28,292
SAN BERNARDINO COUNTY,SAN BERNARDINO UNIF SCHL DIST,25,2,6,33
SAN BERNARDINO COUNTY,SNOWLINE JOINT UNIF SCHL DIST,2,3,0,5
SAN BERNARDINO COUNTY,UPLAND PD,65,4,15,84
SAN BERNARDINO COUNTY,VICTOR VALLEY COLLEGE PD,7,7,0,14
SAN DIEGO COUNTY,CA DEPT OF FIN PROT AND INNOV,5,0,0,5
SAN DIEGO COUNTY,CARLSBAD PD,123,1,17,141
SAN DIEGO COUNTY,CHULA VISTA PD,238,2,27,267
SAN DIEGO COUNTY,CORONADO PD,44,1,11,56
SAN DIEGO COUNTY,CSU SAN DIEGO PD,33,8,9,50
SAN DIEGO COUNTY,CSU SAN MARCOS PD,18,0,6,24
SAN DIEGO COUNTY,EL CAJON PD,123,20,19,162
SAN DIEGO COUNTY,ESCONDIDO PD,136,5,27,168
SAN DIEGO COUNTY,LA MESA PD,63,0,21,84
SAN DIEGO COUNTY,MIRA COSTA CCD PD,7,0,5,12
SAN DIEGO COUNTY,NATIONAL CITY PD,84,2,10,96
SAN DIEGO COUNTY,OCEANSIDE PD,201,1,26,228
SAN DIEGO COUNTY,PALOMAR CCD PD,11,4,0,15
SAN DIEGO COUNTY,SAN DIEGO CCD PD,36,0,10,46
SAN DIEGO COUNTY,SAN DIEGO CITY SCHOOLS PD,38,0,9,47
SAN DIEGO COUNTY,SAN DIEGO CO DA,119,0,0,119
SAN DIEGO COUNTY,SAN DIEGO CO PUBLIC ASST INV,37,0,0,37
SAN DIEGO COUNTY,SAN DIEGO CO SD,2492,95,132,2719
SAN DIEGO COUNTY,"SAN DIEGO HARBOR PD, PORT OF",116,0,9,125
SAN DIEGO COUNTY,SAN DIEGO PD,1787,14,154,1955
