County,Agency,Sworn,Reserve,Dispatcher,Total
KERN COUNTY,RIDGECREST PD,32,8,6,46
KERN COUNTY,SHAFTER PD,21,2,7,30
KERN COUNTY,STALLION SPRINGS PD,3,0,0,3
KERN COUNTY,TAFT PD,17,2,4,23
KERN COUNTY,TEHACHAPI PD,15,0,0,15
KINGS COUNTY,AVENAL PD,15,3,0,18
KINGS COUNTY,CORCORAN PD,16,2,7,25
KINGS COUNTY,HANFORD PD,52,1,16,69
KINGS COUNTY,KINGS CO DA,12,1,0,13
KINGS COUNTY,KINGS CO SHERIFF'S OFFICE,75,6,17,98
KINGS COUNTY,"KINGS CO-HUMAN SVCS,WELFARE FD",6,0,0,6
KINGS COUNTY,LEMOORE PD,30,6,0,36
LAKE COUNTY,CLEARLAKE PD,21,1,4,26
LAKE COUNTY,LAKE CO DA,5,0,1,6
LAKE COUNTY,LAKE CO SD,50,0,7,57
LAKE COUNTY,LAKEPORT PD,11,2,0,13
LASSEN COUNTY,LASSEN CO DA,1,0,0,1
LASSEN COUNTY,LASSEN CO SD,32,18,8,58
LASSEN COUNTY,SUSANVILLE PD,16,2,0,18
LOS ANGELES COUNTY,ALHAMBRA PD,86,9,15,110
LOS ANGELES COUNTY,ARCADIA PD,64,6,10,80
LOS ANGELES COUNTY,AZUSA PD,58,5,11,74
LOS ANGELES COUNTY,BALDWIN PARK PD,64,3,11,78
LOS ANGELES COUNTY,BELL GARDENS PD,50,0,5,55
LOS ANGELES COUNTY,BELL PD,28,6,4,38
LOS ANGELES COUNTY,BEVERLY HILLS PD,116,18,18,152
LOS ANGELES COUNTY,BURBANK AIRPORT AUTH PD,28,0,0,28
LOS ANGELES COUNTY,BURBANK PD,142,9,14,165
LOS ANGELES COUNTY,BURLINGTON NORTHRN SANTA FE RR,35,0,0,35
LOS ANGELES COUNTY,CA DEPT INDUSTRIAL RELATIONS,6,0,0,6
LOS ANGELES COUNTY,CA DEPT OF BUSINESS OVERSIGHT,4,0,0,4
LOS ANGELES COUNTY,CERRITOS CCD PD,11,0,0,11
LOS ANGELES COUNTY,CLAREMONT PD,38,3,7,48
LOS ANGELES COUNTY,COMPTON UNIF SCH DIST PD,24,0,0,24
LOS ANGELES COUNTY,COVINA PD,56,3,12,71
LOS ANGELES COUNTY,CSU DOMINGUEZ HILLS DPS,20,0,7,27
LOS ANGELES COUNTY,CSU LONG BEACH PD,22,0,9,31
LOS ANGELES COUNTY,CSU LOS ANGELES DPS,17,0,5,22
LOS ANGELES COUNTY,CSU NORTHRIDGE DEPT POLICE SVS,21,0,6,27
LOS ANGELES COUNTY,CSU POMONA DPS,17,0,5,22
LOS ANGELES COUNTY,CULVER CITY PD,102,17,11,130
LOS ANGELES COUNTY,DOWNEY PD,109,0,12,121
LOS ANGELES COUNTY,EL CAMINO CCD PD,24,2,7,33
LOS ANGELES COUNTY,EL MONTE PD,107,23,15,145
LOS ANGELES COUNTY,EL SEGUNDO PD,59,0,0,59
LOS ANGELES COUNTY,GARDENA PD,92,6,0,98
LOS ANGELES COUNTY,GLENDALE CCD PD,7,0,0,7
LOS ANGELES COUNTY,GLENDALE PD,235,13,23,271
LOS ANGELES COUNTY,GLENDORA PD,49,5,11,65
LOS ANGELES COUNTY,HACIENDA LA PUENTE USD,6,0,0,6
LOS ANGELES COUNTY,HAWTHORNE PD,94,6,0,100
LOS ANGELES COUNTY,HERMOSA BEACH PD,36,2,0,38
LOS ANGELES COUNTY,HUNTINGTON PARK PD,58,6,8,72
LOS ANGELES COUNTY,INGLEWOOD PD,170,1,19,190
LOS ANGELES COUNTY,INGLEWOOD UNIF SCH DIST PD,5,2,0,7
LOS ANGELES COUNTY,IRWINDALE PD,25,2,7,34
LOS ANGELES COUNTY,LA VERNE PD,38,19,8,65
LOS ANGELES COUNTY,LONG BEACH PD,792,38,64,894
LOS ANGELES COUNTY,LOS ANGELES CITY DPT GEN SVCS,6,0,9,15
LOS ANGELES COUNTY,LOS ANGELES CITY HOUSING AUTH,1,0,0,1
LOS ANGELES COUNTY,LOS ANGELES CITY PARK RANGER,11,0,0,11
LOS ANGELES COUNTY,LOS ANGELES CO CORONER,47,0,0,47
LOS ANGELES COUNTY,LOS ANGELES CO DA,271,0,0,271
LOS ANGELES COUNTY,LOS ANGELES CO SD,9217,785,485,10487
LOS ANGELES COUNTY,LOS ANGELES PD,9838,398,567,10803
LOS ANGELES COUNTY,LOS ANGELES PORT PD,128,2,6,136
LOS ANGELES COUNTY,LOS ANGELES SCHOOL PD,377,0,0,377
LOS ANGELES COUNTY,LOS ANGELES WORLD AIRPORTS PD,508,0,0,508
LOS ANGELES COUNTY,MANHATTAN BEACH PD,64,2,0,66
LOS ANGELES COUNTY,MONROVIA PD,46,4,9,59
LOS ANGELES COUNTY,MONTEBELLO PD,66,10,11,87
LOS ANGELES COUNTY,MONTEBELLO UNIFIED SCHOOL DIST,5,1,0,6
LOS ANGELES COUNTY,MONTEREY PARK PD,66,22,11,99
LOS ANGELES COUNTY,PALOS VERDES ESTATES PD,23,15,10,48
LOS ANGELES COUNTY,PASADENA CITY CCD PD,7,0,5,12
LOS ANGELES COUNTY,PASADENA PD,221,14,28,263
LOS ANGELES COUNTY,POMONA PD,153,11,30,194
LOS ANGELES COUNTY,REDONDO BEACH PD,94,15,15,124
LOS ANGELES COUNTY,SAN FERNANDO PD,26,22,8,56
LOS ANGELES COUNTY,SAN GABRIEL PD,49,5,5,59
LOS ANGELES COUNTY,SAN MARINO PD,27,0,6,33
LOS ANGELES COUNTY,SANTA MONICA CCD PD,12,0,6,18
LOS ANGELES COUNTY,SANTA MONICA PD,201,0,15,216
LOS ANGELES COUNTY,SIERRA MADRE PD,14,5,5,24
LOS ANGELES COUNTY,SIGNAL HILL PD,31,4,6,41
LOS ANGELES COUNTY,SOUTH BAY REG PUB COMM AUTH,0,0,51,51
LOS ANGELES COUNTY,SOUTH GATE PD,75,2,9,86
LOS ANGELES COUNTY,SOUTH PASADENA PD,31,9,7,47
LOS ANGELES COUNTY,TORRANCE PD,215,0,24,239
LOS ANGELES COUNTY,UC LOS ANGELES PD,59,0,13,72
LOS ANGELES COUNTY,UNION PACIFIC RAILROAD,63,0,0,63
LOS ANGELES COUNTY,VERNON PD,40,0,9,49
LOS ANGELES COUNTY,WEST COVINA PD,90,7,14,111
LOS ANGELES COUNTY,WHITTIER PD,116,4,11,131
MADERA COUNTY,CHOWCHILLA PD,15,3,8,26
MADERA COUNTY,MADERA CO DA,8,0,0,8
MADERA COUNTY,MADERA CO SD,76,27,10,113
MADERA COUNTY,MADERA PD,54,0,11,65
MARIN COUNTY,BELVEDERE PD,7,0,0,7
MARIN COUNTY,CENTRAL MARIN POLICE AUTHORITY,44,3,13,60
MARIN COUNTY,FAIRFAX PD,10,2,5,17
MARIN COUNTY,MARIN CCD PD,7,0,0,7
MARIN COUNTY,MARIN CO DA,8,0,0,8
MARIN COUNTY,MARIN CO SD,212,0,44,256
MARIN COUNTY,MARIN MUNCPL WATER DIST,6,0,0,6
MARIN COUNTY,MILL VALLEY PD,20,2,0,22
MARIN COUNTY,NOVATO PD,56,0,11,67
MARIN COUNTY,ROSS PD,8,2,0,10
MARIN COUNTY,SAN RAFAEL PD,64,4,15,83
MARIN COUNTY,SAUSALITO PD,19,0,0,19
MARIN COUNTY,TIBURON PD,14,6,0,20
MARIPOSA COUNTY,MARIPOSA CO DA,1,0,0,1
MARIPOSA COUNTY,MARIPOSA CO SD,37,12,0,49
MENDOCINO COUNTY,FORT BRAGG PD,15,0,0,15
MENDOCINO COUNTY,MENDOCINO CO DA,6,0,0,6
MENDOCINO COUNTY,MENDOCINO CO HEALTH/HUMAN SVCS,5,0,0,5
MENDOCINO COUNTY,MENDOCINO CO SD,129,3,13,145
MENDOCINO COUNTY,UKIAH PD,32,0,11,43
MENDOCINO COUNTY,WILLITS PD,13,0,6,19
MERCED COUNTY,ATWATER PD,30,2,7,39
MERCED COUNTY,DOS PALOS PD,8,3,4,15
MERCED COUNTY,GUSTINE PD,10,0,0,10
MERCED COUNTY,LIVINGSTON PD,19,7,5,31
MERCED COUNTY,LOS BANOS PD,37,0,11,48
MERCED COUNTY,MERCED CCD PD,3,0,0,3
MERCED COUNTY,MERCED CO DA,9,0,0,9
MERCED COUNTY,MERCED CO SD,100,31,13,144
MERCED COUNTY,MERCED PD,82,12,13,107
MERCED COUNTY,UC MERCED PD,11,0,5,16
MODOC COUNTY,ALTURAS PD,6,3,0,9
MODOC COUNTY,MODOC CO DA,1,0,0,1
MODOC COUNTY,MODOC CO SD,13,0,2,15
MONO COUNTY,MAMMOTH LAKES PD,10,4,0,14
MONO COUNTY,MONO CO DA,2,0,0,2
MONO COUNTY,MONO CO SD,25,0,19,44
MONTEREY COUNTY,CARMEL PD,13,1,6,20
MONTEREY COUNTY,CSU MONTEREY BAY PD,14,0,0,14
MONTEREY COUNTY,DEL REY OAKS PD,6,10,0,16
MONTEREY COUNTY,GONZALES PD,10,0,0,10
MONTEREY COUNTY,GREENFIELD PD,17,0,0,17
MONTEREY COUNTY,KING CITY PD,14,1,0,15
MONTEREY COUNTY,MARINA PD,29,6,0,35
MONTEREY COUNTY,MONTEREY CO DA,28,0,0,28
MONTEREY COUNTY,MONTEREY CO EMER COMM,0,0,59,59
MONTEREY COUNTY,MONTEREY CO SHERIFF'S OFFICE,296,11,0,307
MONTEREY COUNTY,MONTEREY PD,43,0,0,43
MONTEREY COUNTY,MONTEREY REG AIRPORT DIST PD,7,0,0,7
MONTEREY COUNTY,PACIFIC GROVE PD,17,4,0,21
MONTEREY COUNTY,SALINAS PD,136,12,0,148
MONTEREY COUNTY,SAND CITY PD,10,2,0,12
MONTEREY COUNTY,SEASIDE PD,34,2,0,36
MONTEREY COUNTY,SOLEDAD PD,17,8,0,25
NAPA COUNTY,CALISTOGA PD,9,0,6,15
NAPA COUNTY,NAPA CO DA,8,0,0,8
NAPA COUNTY,NAPA CO SD,100,0,0,100
NAPA COUNTY,NAPA PD,71,0,28,99
NAPA COUNTY,NAPA VALLEY COLLEGE DPS,3,0,0,3
NAPA COUNTY,NAPA VALLEY RR PD,1,0,0,1
NAPA COUNTY,SAINT HELENA PD,12,1,6,19
NEVADA COUNTY,GRASS VALLEY PD,24,7,0,31
NEVADA COUNTY,NEVADA CITY PD,9,5,0,14
NEVADA COUNTY,NEVADA CO DA,3,0,0,3
NEVADA COUNTY,NEVADA CO SD,60,5,12,77
NEVADA COUNTY,TRUCKEE PD,24,4,0,28
ORANGE COUNTY,ANAHEIM PD,372,6,37,415
ORANGE COUNTY,BREA PD,60,0,14,74
ORANGE COUNTY,BUENA PARK PD,80,8,20,108
ORANGE COUNTY,COSTA MESA PD,112,3,22,137
ORANGE COUNTY,CSU FULLERTON PD,28,0,9,37
ORANGE COUNTY,CYPRESS PD,48,0,0,48
ORANGE COUNTY,FOUNTAIN VALLEY PD,59,0,9,68
ORANGE COUNTY,FULLERTON PD,137,12,20,169
ORANGE COUNTY,GARDEN GROVE PD,155,25,17,197
ORANGE COUNTY,HUNTINGTON BEACH PD,209,10,25,244
ORANGE COUNTY,IRVINE PD,204,3,21,228
ORANGE COUNTY,IRVINE VALLEY CCD PD,7,0,4,11
ORANGE COUNTY,LA HABRA PD,66,8,17,91
ORANGE COUNTY,LA PALMA PD,21,4,6,31
ORANGE COUNTY,LAGUNA BEACH PD,46,4,10,60
ORANGE COUNTY,LOS ALAMITOS PD,23,2,0,25
ORANGE COUNTY,NEWPORT BEACH PD,141,8,19,168
ORANGE COUNTY,ORANGE CO DA,164,0,0,164
ORANGE COUNTY,ORANGE CO SD/CORONER,1837,195,53,2085
ORANGE COUNTY,ORANGE PD,146,10,16,172
ORANGE COUNTY,PLACENTIA PD,44,5,11,60
ORANGE COUNTY,SADDLEBACK CCD PD,7,0,2,9
ORANGE COUNTY,SANTA ANA PD,293,8,35,336
ORANGE COUNTY,SANTA ANA UNIF SCHL DIST PD,26,2,0,28
ORANGE COUNTY,SEAL BEACH PD,33,3,0,36
ORANGE COUNTY,TUSTIN PD,93,5,12,110
ORANGE COUNTY,UC IRVINE PD,29,0,8,37
ORANGE COUNTY,WEST CITIES COMM CTR,0,0,23,23
ORANGE COUNTY,WESTMINSTER PD,83,5,13,101
PLACER COUNTY,AUBURN PD,19,4,7,30
PLACER COUNTY,LINCOLN PD,22,2,6,30
PLACER COUNTY,PLACER CO DA,13,1,0,14
PLACER COUNTY,PLACER COUNTY SD,251,83,33,367
PLACER COUNTY,ROCKLIN PD,53,5,21,79
PLACER COUNTY,ROSEVILLE PD,122,3,23,148
PLUMAS COUNTY,PLUMAS CO SD,31,8,8,47
RIVERSIDE COUNTY,BANNING PD,25,5,9,39
RIVERSIDE COUNTY,BEAUMONT PD,41,0,14,55
RIVERSIDE COUNTY,BLYTHE PD,20,2,7,29
RIVERSIDE COUNTY,CATHEDRAL CITY PD,45,11,19,75
RIVERSIDE COUNTY,CORONA PD,158,0,25,183
RIVERSIDE COUNTY,DESERT HOT SPRINGS PD,23,2,0,25
RIVERSIDE COUNTY,HEMET PD,60,1,14,75
RIVERSIDE COUNTY,INDIO PD,62,0,14,76
RIVERSIDE COUNTY,MOUNT SAN JACINTO CCD PD,1,0,0,1
RIVERSIDE COUNTY,MURRIETA PD,86,5,21,112
RIVERSIDE COUNTY,PALM SPRINGS PD,78,7,18,103
RIVERSIDE COUNTY,RIVERSIDE CCD PD,19,6,0,25
RIVERSIDE COUNTY,RIVERSIDE CO DA,106,0,2,108
RIVERSIDE COUNTY,RIVERSIDE CO PUBLIC SOCIAL SER,24,0,0,24
RIVERSIDE COUNTY,RIVERSIDE CO SD,2082,50,183,2315
RIVERSIDE COUNTY,RIVERSIDE PD,358,5,47,410
RIVERSIDE COUNTY,UC RIVERSIDE PD,29,0,9,38
SACRAMENTO COUNTY,CA ALCOHOLIC BEVERAGE CONTROL,190,0,0,190
SACRAMENTO COUNTY,CA ASSEMBLY SGT AT ARMS LEGIS,23,0,0,23
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF DEN BD,13,3,0,16
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF INVEST,134,0,0,134
SACRAMENTO COUNTY,CA DEPT DEVELOPMENTAL OPS,82,0,0,82
SACRAMENTO COUNTY,CA DEPT EMPLOYMENT DEVELOPMENT,37,0,0,37
SACRAMENTO COUNTY,CA DEPT FISH & WILDLIFE,356,2,0,358
SACRAMENTO COUNTY,CA DEPT HEALTH CARE SVCS,85,0,0,85
SACRAMENTO COUNTY,CA DEPT INSURANCE FRAUD,184,0,0,184
SACRAMENTO COUNTY,CA DEPT JUSTICE,274,0,0,274
SACRAMENTO COUNTY,CA DEPT MOTOR VEHICLES,210,0,0,210
SACRAMENTO COUNTY,CA DEPT OF MANAGED HEALTH CARE,1,0,0,1
SACRAMENTO COUNTY,CA DEPT PARKS & RECREATION,545,0,51,596
SACRAMENTO COUNTY,CA DEPT PUB HEALTH FOOD/DRUG,98,0,0,98
SACRAMENTO COUNTY,CA DEPT SOCIAL SERVICES,59,0,0,59
SACRAMENTO COUNTY,CA DEPT STATE HOSPITALS,31,0,0,31
SACRAMENTO COUNTY,CA DEPT TOXIC SUBSTANCES CNTL,12,0,0,12
SACRAMENTO COUNTY,CA FRANCHISE TAX BOARD,41,0,0,41
SACRAMENTO COUNTY,CA HIGHWAY PATROL,7317,0,860,8177
SACRAMENTO COUNTY,CA HORSE RACING BOARD,11,0,0,11
SACRAMENTO COUNTY,CA SECRETARY OF STATE OFC INV,4,0,0,4
SACRAMENTO COUNTY,CA STATE CONTROLLER - INVEST,1,0,0,1
SACRAMENTO COUNTY,CA STATE FAIR PD,2,0,0,2
SACRAMENTO COUNTY,CA STATE LOTTERY,31,0,0,31
SACRAMENTO COUNTY,CAL - OES,10,0,0,10
SACRAMENTO COUNTY,CAL FIRE,178,0,0,178
SACRAMENTO COUNTY,CITRUS HEIGHTS PD,85,12,20,117
SACRAMENTO COUNTY,CSU SACRAMENTO DPS,22,0,5,27
SACRAMENTO COUNTY,ELK GROVE PD,128,11,22,161
SACRAMENTO COUNTY,FOLSOM PD,69,9,17,95
SACRAMENTO COUNTY,GALT PD,35,5,7,47
SACRAMENTO COUNTY,LOS RIOS CCD PD,29,3,6,38
SACRAMENTO COUNTY,SACRAMENTO CO CORONER,11,0,0,11
SACRAMENTO COUNTY,SACRAMENTO CO DA,40,0,0,40
SACRAMENTO COUNTY,SACRAMENTO CO HUMAN ASST INV,24,0,0,24
SACRAMENTO COUNTY,SACRAMENTO CO REG PARKS DEPT,17,4,0,21
SACRAMENTO COUNTY,SACRAMENTO CO SD,1313,362,54,1729
SACRAMENTO COUNTY,SACRAMENTO PD,647,87,75,809
SACRAMENTO COUNTY,TWIN RIVERS USD PD,22,3,4,29
SAN BENITO COUNTY,HOLLISTER PD,24,3,0,27
SAN BENITO COUNTY,SAN BENITO CO DA,2,0,0,2
SAN BENITO COUNTY,SAN BENITO CO SD,23,12,0,35
SAN BERNARDINO COUNTY,BARSTOW PD,36,1,10,47
SAN BERNARDINO COUNTY,CHAFFEY CCD PD,10,0,0,10
SAN BERNARDINO COUNTY,CHINO PD,98,1,19,118
SAN BERNARDINO COUNTY,COLTON PD,50,0,9,59
SAN BERNARDINO COUNTY,CSU SAN BERNARDINO DPS,15,0,14,29
SAN BERNARDINO COUNTY,FONTANA PD,181,1,27,209
SAN BERNARDINO COUNTY,FONTANA UNIFIED SCHOOL DIST,15,0,9,24
SAN BERNARDINO COUNTY,HESPERIA UNIFIED SCHOOL DIST,9,0,0,9
SAN BERNARDINO COUNTY,MONTCLAIR PD,47,5,13,65
SAN BERNARDINO COUNTY,ONTARIO PD,230,8,39,277
SAN BERNARDINO COUNTY,REDLANDS PD,79,6,17,102
SAN BERNARDINO COUNTY,RIALTO PD,101,2,13,116
SAN BERNARDINO COUNTY,SAN BERNARDINO CCD PD,6,0,1,7
SAN BERNARDINO COUNTY,SAN BERNARDINO CO DA,53,0,0,53
SAN BERNARDINO COUNTY,SAN BERNARDINO CO SD,1844,215,151,2210
SAN BERNARDINO COUNTY,SAN BERNARDINO PD,218,23,36,277
SAN BERNARDINO COUNTY,SAN BERNARDINO UNIF SCHL DIST,24,5,7,36
SAN BERNARDINO COUNTY,SNOWLINE JOINT UNIF SCHL DIST,2,2,0,4
SAN BERNARDINO COUNTY,UPLAND PD,65,4,17,86
SAN BERNARDINO COUNTY,VICTOR VALLEY COLLEGE PD,4,4,0,8
SAN DIEGO COUNTY,CARLSBAD PD,104,4,17,125
SAN DIEGO COUNTY,CHULA VISTA PD,209,11,27,247
SAN DIEGO COUNTY,CORONADO PD,41,2,8,51
SAN DIEGO COUNTY,CSU SAN DIEGO DPS,25,0,7,32
SAN DIEGO COUNTY,CSU SAN MARCOS DPS,16,0,5,21
SAN DIEGO COUNTY,EL CAJON PD,121,20,17,158
SAN DIEGO COUNTY,ESCONDIDO PD,156,8,22,186
SAN DIEGO COUNTY,LA MESA PD,61,2,15,78
SAN DIEGO COUNTY,MIRA COSTA CCD PD,9,0,3,12
SAN DIEGO COUNTY,NATIONAL CITY PD,82,11,12,105
SAN DIEGO COUNTY,OCEANSIDE PD,198,1,28,227
SAN DIEGO COUNTY,PALOMAR CCD PD,9,0,0,9
SAN DIEGO COUNTY,SAN DIEGO CCD PD,34,0,8,42
SAN DIEGO COUNTY,SAN DIEGO CITY SCHOOLS PD,43,0,9,52
SAN DIEGO COUNTY,SAN DIEGO CO DA,177,0,0,177
SAN DIEGO COUNTY,SAN DIEGO CO SD,2538,96,115,2749
SAN DIEGO COUNTY,"SAN DIEGO HARBOR PD, PORT OF",121,0,14,135
SAN DIEGO COUNTY,SAN DIEGO PD,1793,51,150,1994
SAN DIEGO COUNTY,SOUTHWESTERN CCD PD,9,0,0,9
SAN DIEGO COUNTY,UC SAN DIEGO PD,36,0,9,45
SAN FRANCISCO COUNTY,CSU SAN FRANCISCO PD,28,0,6,34
