County,Agency,Sworn,Reserve,Dispatcher,Total
BUTTE COUNTY,OROVILLE PD,26,14,9,49
BUTTE COUNTY,PARADISE PD,22,0,9,31
CALAVERAS COUNTY,ANGELS CAMP PD,7,2,0,9
CALAVERAS COUNTY,CALAVERAS CO DA,2,0,0,2
CALAVERAS COUNTY,CALAVERAS CO SD,48,4,12,64
COLUSA COUNTY,COLUSA CO DISTRICT ATTORNEY,4,0,0,4
COLUSA COUNTY,COLUSA COUNTY SD,31,1,8,40
COLUSA COUNTY,COLUSA PD,9,1,0,10
COLUSA COUNTY,WILLIAMS PD,11,0,0,11
CONTRA COSTA COUNTY,ANTIOCH PD,94,4,15,113
CONTRA COSTA COUNTY,BRENTWOOD PD,64,0,0,64
CONTRA COSTA COUNTY,CLAYTON PD,10,1,0,11
CONTRA COSTA COUNTY,CONCORD PD,151,10,13,174
CONTRA COSTA COUNTY,CONTRA COSTA CCD PD,22,0,0,22
CONTRA COSTA COUNTY,CONTRA COSTA CO DA,29,0,0,29
CONTRA COSTA COUNTY,CONTRA COSTA CO SD/CORONER,604,37,48,689
CONTRA COSTA COUNTY,EL CERRITO PD,38,3,0,41
CONTRA COSTA COUNTY,HERCULES PD,21,2,0,23
CONTRA COSTA COUNTY,KENSINGTON PD,10,2,0,12
CONTRA COSTA COUNTY,MARTINEZ PD,34,4,12,50
CONTRA COSTA COUNTY,PINOLE PD,22,0,7,29
CONTRA COSTA COUNTY,PITTSBURG PD,79,2,0,81
CONTRA COSTA COUNTY,PLEASANT HILL PD,40,4,8,52
CONTRA COSTA COUNTY,RICHMOND PD,170,2,25,197
CONTRA COSTA COUNTY,SAN PABLO PD,47,0,0,47
CONTRA COSTA COUNTY,SAN RAMON PD,63,0,0,63
CONTRA COSTA COUNTY,WALNUT CREEK PD,82,28,15,125
DEL NORTE COUNTY,CRESCENT CITY PD,8,4,0,12
DEL NORTE COUNTY,DEL NORTE CO DA,2,0,0,2
DEL NORTE COUNTY,DEL NORTE COUNTY SD,20,5,5,30
EL DORADO COUNTY,EL DORADO CO DA,16,0,0,16
EL DORADO COUNTY,EL DORADO CO SD,157,6,25,188
EL DORADO COUNTY,PLACERVILLE PD,18,3,6,27
EL DORADO COUNTY,SOUTH LAKE TAHOE PD,35,5,10,50
FRESNO COUNTY,CLOVIS PD,101,13,22,136
FRESNO COUNTY,CLOVIS UNIF SCHL DIST PD,13,0,0,13
FRESNO COUNTY,COALINGA PD,19,4,6,29
FRESNO COUNTY,CSU FRESNO DPS,21,0,6,27
FRESNO COUNTY,FIREBAUGH PD,11,3,0,14
FRESNO COUNTY,FOWLER PD,12,2,0,14
FRESNO COUNTY,FRESNO CO DA,47,0,0,47
FRESNO COUNTY,FRESNO CO SD,406,49,41,496
FRESNO COUNTY,FRESNO PD,741,37,89,867
FRESNO COUNTY,FRESNO YOSEMITE INT'L AIRPORT,3,0,0,3
FRESNO COUNTY,HURON PD,6,10,5,21
FRESNO COUNTY,KERMAN PD,19,11,0,30
FRESNO COUNTY,KINGSBURG PD,13,10,0,23
FRESNO COUNTY,MENDOTA PD,12,5,0,17
FRESNO COUNTY,ORANGE COVE PD,11,3,0,14
FRESNO COUNTY,PARLIER PD,12,1,0,13
FRESNO COUNTY,REEDLEY PD,27,1,5,33
FRESNO COUNTY,SANGER PD,31,2,0,33
FRESNO COUNTY,SELMA PD,33,1,5,39
FRESNO COUNTY,STATE CENTER CCD PD,12,0,6,18
GLENN COUNTY,GLENN CO DA,2,0,0,2
GLENN COUNTY,GLENN CO SD/CORONER,22,6,11,39
GLENN COUNTY,ORLAND PD,11,0,1,12
GLENN COUNTY,WILLOWS PD,9,0,0,9
HUMBOLDT COUNTY,ARCATA PD,23,4,8,35
HUMBOLDT COUNTY,CSU HUMBOLDT DPS,12,0,8,20
HUMBOLDT COUNTY,EUREKA PD,48,6,11,65
HUMBOLDT COUNTY,FERNDALE PD,6,3,0,9
HUMBOLDT COUNTY,FORTUNA PD,16,2,8,26
HUMBOLDT COUNTY,HUMBOLDT CO DA,9,0,0,9
HUMBOLDT COUNTY,HUMBOLDT CO SD,183,14,12,209
HUMBOLDT COUNTY,HUMBOLDT DEPT WELFARE/INVEST,8,0,0,8
HUMBOLDT COUNTY,RIO DELL PD,3,1,0,4
IMPERIAL COUNTY,BRAWLEY PD,35,1,7,43
IMPERIAL COUNTY,CALEXICO PD,26,2,7,35
IMPERIAL COUNTY,CALIPATRIA PD,5,6,0,11
IMPERIAL COUNTY,EL CENTRO PD,48,2,10,60
IMPERIAL COUNTY,IMPERIAL CO DA,16,0,0,16
IMPERIAL COUNTY,IMPERIAL CO SD,101,10,14,125
IMPERIAL COUNTY,IMPERIAL PD,17,3,0,20
IMPERIAL COUNTY,WESTMORLAND PD,5,5,0,10
INYO COUNTY,BISHOP PD,13,4,6,23
INYO COUNTY,INYO CO DA,3,0,0,3
INYO COUNTY,INYO COUNTY SD,35,20,6,61
KERN COUNTY,ARVIN PD,17,4,5,26
KERN COUNTY,BAKERSFIELD PD,377,9,40,426
KERN COUNTY,BEAR VALLEY PD,6,0,8,14
KERN COUNTY,CALIFORNIA CITY PD,19,11,7,37
KERN COUNTY,CSU BAKERSFIELD DPS,12,0,4,16
KERN COUNTY,DELANO PD,51,2,7,60
KERN COUNTY,KERN CO DA,27,0,0,27
KERN COUNTY,KERN CO-DEPT OF PARKS & REC,7,1,0,8
KERN COUNTY,KERN COUNTY SD,868,48,38,954
KERN COUNTY,KERN HIGH SCHOOL DISTRICT PD,25,2,0,27
KERN COUNTY,MCFARLAND PD,14,0,7,21
KERN COUNTY,RIDGECREST PD,32,9,4,45
KERN COUNTY,SHAFTER PD,23,2,7,32
KERN COUNTY,STALLION SPRINGS PD,2,0,0,2
KERN COUNTY,TAFT PD,17,3,5,25
KERN COUNTY,TEHACHAPI PD,15,0,0,15
KINGS COUNTY,AVENAL PD,16,4,0,20
KINGS COUNTY,CORCORAN PD,17,3,6,26
KINGS COUNTY,HANFORD PD,53,0,14,67
KINGS COUNTY,KINGS CO DA,14,0,0,14
KINGS COUNTY,KINGS CO SHERIFF'S OFFICE,154,8,17,179
KINGS COUNTY,"KINGS CO-HUMAN SVCS,WELFARE FD",5,0,0,5
KINGS COUNTY,LEMOORE PD,31,7,0,38
LAKE COUNTY,CLEARLAKE PD,22,1,5,28
LAKE COUNTY,LAKE CO DA,6,0,1,7
LAKE COUNTY,LAKE CO SD,54,0,8,62
LAKE COUNTY,LAKEPORT PD,10,1,0,11
LASSEN COUNTY,LASSEN CO DA,1,0,0,1
LASSEN COUNTY,LASSEN CO SD,50,12,10,72
LASSEN COUNTY,SUSANVILLE PD,16,1,0,17
LOS ANGELES COUNTY,ALHAMBRA PD,82,6,14,102
LOS ANGELES COUNTY,ARCADIA PD,63,6,9,78
LOS ANGELES COUNTY,AZUSA PD,58,6,12,76
LOS ANGELES COUNTY,BALDWIN PARK PD,66,1,10,77
LOS ANGELES COUNTY,BELL GARDENS PD,50,0,7,57
LOS ANGELES COUNTY,BELL PD,29,6,5,40
LOS ANGELES COUNTY,BEVERLY HILLS PD,116,14,17,147
LOS ANGELES COUNTY,BURBANK AIRPORT AUTH PD,29,0,0,29
LOS ANGELES COUNTY,BURBANK PD,144,9,15,168
LOS ANGELES COUNTY,BURLINGTON NORTHRN SANTA FE RR,32,0,0,32
LOS ANGELES COUNTY,CA DEPT INDUSTRIAL RELATIONS,4,0,0,4
LOS ANGELES COUNTY,CA DEPT OF BUSINESS OVERSIGHT,4,0,0,4
LOS ANGELES COUNTY,CERRITOS CCD PD,11,0,0,11
LOS ANGELES COUNTY,CLAREMONT PD,37,3,7,47
LOS ANGELES COUNTY,COMPTON UNIF SCH DIST PD,22,0,0,22
LOS ANGELES COUNTY,COVINA PD,57,3,8,68
LOS ANGELES COUNTY,CSU DOMINGUEZ HILLS DPS,20,0,5,25
LOS ANGELES COUNTY,CSU LONG BEACH PD,25,0,11,36
LOS ANGELES COUNTY,CSU LOS ANGELES DPS,17,0,5,22
LOS ANGELES COUNTY,CSU NORTHRIDGE DEPT POLICE SVS,20,0,6,26
LOS ANGELES COUNTY,CSU POMONA DPS,19,0,5,24
LOS ANGELES COUNTY,CULVER CITY PD,101,15,11,127
LOS ANGELES COUNTY,DOWNEY PD,107,0,16,123
LOS ANGELES COUNTY,EL CAMINO CCD PD,24,2,6,32
LOS ANGELES COUNTY,EL MONTE PD,110,22,14,146
LOS ANGELES COUNTY,EL SEGUNDO PD,54,0,0,54
LOS ANGELES COUNTY,GARDENA PD,95,6,0,101
LOS ANGELES COUNTY,GLENDALE CCD PD,7,0,0,7
LOS ANGELES COUNTY,GLENDALE PD,230,14,23,267
LOS ANGELES COUNTY,GLENDORA PD,51,5,12,68
LOS ANGELES COUNTY,HACIENDA LA PUENTE USD,6,0,0,6
LOS ANGELES COUNTY,HAWTHORNE PD,87,4,0,91
LOS ANGELES COUNTY,HERMOSA BEACH PD,35,1,0,36
LOS ANGELES COUNTY,HUNTINGTON PARK PD,56,5,8,69
LOS ANGELES COUNTY,INGLEWOOD PD,171,1,17,189
LOS ANGELES COUNTY,INGLEWOOD UNIF SCH DIST PD,5,2,0,7
LOS ANGELES COUNTY,IRWINDALE PD,27,3,7,37
LOS ANGELES COUNTY,LA VERNE PD,39,17,7,63
LOS ANGELES COUNTY,LONG BEACH PD,782,41,54,877
LOS ANGELES COUNTY,LOS ANGELES CITY DPT GEN SVCS,5,0,9,14
LOS ANGELES COUNTY,LOS ANGELES CITY HOUSING AUTH,1,0,0,1
LOS ANGELES COUNTY,LOS ANGELES CITY PARK RANGER,11,0,0,11
LOS ANGELES COUNTY,LOS ANGELES CO CORONER,47,0,0,47
LOS ANGELES COUNTY,LOS ANGELES CO DA,267,0,0,267
LOS ANGELES COUNTY,LOS ANGELES CO SD,9293,716,483,10492
LOS ANGELES COUNTY,LOS ANGELES PD,9753,408,537,10698
LOS ANGELES COUNTY,LOS ANGELES PORT PD,124,0,6,130
LOS ANGELES COUNTY,LOS ANGELES SCHOOL PD,388,0,0,388
LOS ANGELES COUNTY,LOS ANGELES WORLD AIRPORTS PD,523,0,0,523
LOS ANGELES COUNTY,MANHATTAN BEACH PD,68,2,0,70
LOS ANGELES COUNTY,MONROVIA PD,46,4,9,59
LOS ANGELES COUNTY,MONTEBELLO PD,67,10,11,88
LOS ANGELES COUNTY,MONTEBELLO UNIFIED SCHOOL DIST,5,1,0,6
LOS ANGELES COUNTY,MONTEREY PARK PD,68,22,9,99
LOS ANGELES COUNTY,PALOS VERDES ESTATES PD,24,13,10,47
LOS ANGELES COUNTY,PASADENA CITY CCD PD,6,0,5,11
LOS ANGELES COUNTY,PASADENA PD,219,14,28,261
LOS ANGELES COUNTY,POMONA PD,160,11,31,202
LOS ANGELES COUNTY,REDONDO BEACH PD,82,15,14,111
LOS ANGELES COUNTY,SAN FERNANDO PD,24,17,8,49
LOS ANGELES COUNTY,SAN GABRIEL PD,50,6,6,62
LOS ANGELES COUNTY,SAN MARINO PD,26,0,6,32
LOS ANGELES COUNTY,SANTA MONICA CCD PD,14,0,6,20
LOS ANGELES COUNTY,SANTA MONICA OFFICE EMER MGT,0,0,29,29
LOS ANGELES COUNTY,SANTA MONICA PD,204,0,0,204
LOS ANGELES COUNTY,SIERRA MADRE PD,9,5,1,15
LOS ANGELES COUNTY,SIGNAL HILL PD,34,0,8,42
LOS ANGELES COUNTY,SOUTH BAY REG PUB COMM AUTH,0,0,51,51
LOS ANGELES COUNTY,SOUTH GATE PD,73,2,9,84
LOS ANGELES COUNTY,SOUTH PASADENA PD,34,8,7,49
LOS ANGELES COUNTY,TORRANCE PD,205,0,23,228
LOS ANGELES COUNTY,UC LOS ANGELES PD,56,0,13,69
LOS ANGELES COUNTY,UNION PACIFIC RAILROAD,63,0,0,63
LOS ANGELES COUNTY,VERNON PD,38,0,8,46
LOS ANGELES COUNTY,WEST COVINA PD,91,8,15,114
LOS ANGELES COUNTY,WHITTIER PD,119,3,9,131
MADERA COUNTY,CHOWCHILLA PD,14,2,10,26
MADERA COUNTY,MADERA CO DA,9,0,0,9
MADERA COUNTY,MADERA CO SD,75,22,9,106
MADERA COUNTY,MADERA PD,57,0,9,66
MARIN COUNTY,BELVEDERE PD,6,1,0,7
MARIN COUNTY,CENTRAL MARIN POLICE AUTHORITY,43,2,1,46
MARIN COUNTY,FAIRFAX PD,11,1,4,16
MARIN COUNTY,MARIN CCD PD,4,0,0,4
MARIN COUNTY,MARIN CO DA,9,0,0,9
MARIN COUNTY,MARIN CO SD,205,0,51,256
MARIN COUNTY,MARIN MUNCPL WATER DIST,5,0,0,5
MARIN COUNTY,MILL VALLEY PD,20,1,0,21
MARIN COUNTY,NOVATO PD,56,0,12,68
MARIN COUNTY,ROSS PD,8,2,0,10
MARIN COUNTY,SAN RAFAEL PD,65,3,14,82
MARIN COUNTY,SAUSALITO PD,17,0,0,17
MARIN COUNTY,TIBURON PD,13,6,0,19
MARIPOSA COUNTY,MARIPOSA CO SD,39,13,0,52
MENDOCINO COUNTY,FORT BRAGG PD,15,0,0,15
MENDOCINO COUNTY,MENDOCINO CO DA,6,0,0,6
MENDOCINO COUNTY,MENDOCINO CO HEALTH/HUMAN SVCS,5,0,0,5
MENDOCINO COUNTY,MENDOCINO CO SD,128,6,14,148
MENDOCINO COUNTY,UKIAH PD,30,0,10,40
MENDOCINO COUNTY,WILLITS PD,10,0,4,14
MERCED COUNTY,ATWATER PD,28,0,6,34
MERCED COUNTY,DOS PALOS PD,7,6,7,20
MERCED COUNTY,GUSTINE PD,8,0,0,8
MERCED COUNTY,LIVINGSTON PD,18,4,6,28
MERCED COUNTY,LOS BANOS PD,38,1,10,49
MERCED COUNTY,MERCED CCD PD,4,0,0,4
MERCED COUNTY,MERCED CO DA,7,0,0,7
MERCED COUNTY,MERCED CO SD,103,31,12,146
MERCED COUNTY,MERCED PD,86,13,14,113
MERCED COUNTY,UC MERCED PD,12,0,5,17
MODOC COUNTY,ALTURAS PD,7,3,0,10
MODOC COUNTY,MODOC CO DA,1,0,0,1
MODOC COUNTY,MODOC CO SD,12,0,3,15
MONO COUNTY,MAMMOTH LAKES PD,11,3,0,14
MONO COUNTY,MONO CO DA,3,0,0,3
MONO COUNTY,MONO CO SD,21,0,15,36
MONTEREY COUNTY,CARMEL PD,15,1,6,22
MONTEREY COUNTY,CSU MONTEREY BAY PD,14,0,0,14
MONTEREY COUNTY,DEL REY OAKS PD,6,9,0,15
MONTEREY COUNTY,GONZALES PD,10,0,0,10
MONTEREY COUNTY,GREENFIELD PD,20,0,0,20
MONTEREY COUNTY,KING CITY PD,13,1,0,14
MONTEREY COUNTY,MARINA PD,29,3,0,32
MONTEREY COUNTY,MONTEREY CO DA,30,0,0,30
MONTEREY COUNTY,MONTEREY CO EMER COMM,0,0,58,58
MONTEREY COUNTY,MONTEREY CO SHERIFF'S OFFICE,291,15,0,306
MONTEREY COUNTY,MONTEREY PD,45,0,0,45
MONTEREY COUNTY,MONTEREY REG AIRPORT DIST PD,6,0,0,6
MONTEREY COUNTY,PACIFIC GROVE PD,16,4,0,20
MONTEREY COUNTY,SALINAS PD,138,12,0,150
MONTEREY COUNTY,SAND CITY PD,9,2,0,11
MONTEREY COUNTY,SEASIDE PD,37,1,0,38
MONTEREY COUNTY,SOLEDAD PD,17,7,0,24
NAPA COUNTY,CALISTOGA PD,8,0,6,14
NAPA COUNTY,NAPA CO DA,11,0,0,11
NAPA COUNTY,NAPA CO SD,101,0,0,101
NAPA COUNTY,NAPA PD,71,0,29,100
NAPA COUNTY,NAPA VALLEY COLLEGE DPS,4,0,0,4
NAPA COUNTY,NAPA VALLEY RR PD,2,0,0,2
NAPA COUNTY,SAINT HELENA PD,11,1,5,17
NEVADA COUNTY,GRASS VALLEY PD,22,7,0,29
NEVADA COUNTY,NEVADA CITY PD,9,6,0,15
NEVADA COUNTY,NEVADA CO DA,3,0,0,3
NEVADA COUNTY,NEVADA CO SD,60,6,10,76
NEVADA COUNTY,TRUCKEE PD,23,3,0,26
ORANGE COUNTY,ANAHEIM PD,387,6,37,430
ORANGE COUNTY,BREA PD,61,0,16,77
ORANGE COUNTY,BUENA PARK PD,81,6,19,106
ORANGE COUNTY,COSTA MESA PD,112,4,22,138
ORANGE COUNTY,CSU FULLERTON PD,29,0,9,38
ORANGE COUNTY,CYPRESS PD,51,0,0,51
ORANGE COUNTY,FOUNTAIN VALLEY PD,61,0,11,72
ORANGE COUNTY,FULLERTON PD,142,12,18,172
ORANGE COUNTY,GARDEN GROVE PD,156,21,18,195
ORANGE COUNTY,HUNTINGTON BEACH PD,214,10,28,252
ORANGE COUNTY,IRVINE PD,210,3,17,230
ORANGE COUNTY,IRVINE VALLEY CCD PD,6,0,3,9
ORANGE COUNTY,LA HABRA PD,68,4,17,89
ORANGE COUNTY,LA PALMA PD,18,4,7,29
ORANGE COUNTY,LAGUNA BEACH PD,47,4,10,61
ORANGE COUNTY,LOS ALAMITOS PD,23,2,0,25
ORANGE COUNTY,NEWPORT BEACH PD,138,9,19,166
ORANGE COUNTY,ORANGE CO DA,169,0,0,169
ORANGE COUNTY,ORANGE CO SD/CORONER,1773,201,57,2031
ORANGE COUNTY,ORANGE PD,145,8,17,170
ORANGE COUNTY,PLACENTIA PD,47,4,10,61
ORANGE COUNTY,SADDLEBACK CCD PD,6,0,2,8
ORANGE COUNTY,SANTA ANA PD,295,5,33,333
ORANGE COUNTY,SANTA ANA UNIF SCHL DIST PD,24,0,0,24
ORANGE COUNTY,SEAL BEACH PD,33,2,0,35
ORANGE COUNTY,TUSTIN PD,91,6,13,110
ORANGE COUNTY,UC IRVINE PD,34,0,11,45
ORANGE COUNTY,WEST CITIES COMM CTR,0,0,22,22
ORANGE COUNTY,WESTMINSTER PD,88,5,12,105
PLACER COUNTY,AUBURN PD,19,5,8,32
PLACER COUNTY,LINCOLN PD,21,2,5,28
PLACER COUNTY,PLACER CO DA,17,1,0,18
PLACER COUNTY,PLACER COUNTY SD,241,87,25,353
PLACER COUNTY,ROCKLIN PD,55,5,18,78
PLACER COUNTY,ROSEVILLE PD,126,4,22,152
PLUMAS COUNTY,PLUMAS CO SD,31,8,9,48
RIVERSIDE COUNTY,BANNING PD,27,4,10,41
RIVERSIDE COUNTY,BEAUMONT PD,38,0,10,48
RIVERSIDE COUNTY,BLYTHE PD,17,2,7,26
RIVERSIDE COUNTY,CATHEDRAL CITY PD,44,11,19,74
RIVERSIDE COUNTY,CORONA PD,158,0,24,182
RIVERSIDE COUNTY,DESERT HOT SPRINGS PD,26,2,0,28
RIVERSIDE COUNTY,HEMET PD,63,1,14,78
RIVERSIDE COUNTY,INDIO PD,63,0,14,77
RIVERSIDE COUNTY,MURRIETA PD,88,2,20,110
RIVERSIDE COUNTY,PALM SPRINGS PD,84,7,17,108
RIVERSIDE COUNTY,RIVERSIDE CCD PD,18,5,0,23
RIVERSIDE COUNTY,RIVERSIDE CO DA,117,0,4,121
RIVERSIDE COUNTY,RIVERSIDE CO PUBLIC SOCIAL SER,20,0,0,20
RIVERSIDE COUNTY,RIVERSIDE CO SD,2041,45,168,2254
RIVERSIDE COUNTY,RIVERSIDE PD,358,4,54,416
RIVERSIDE COUNTY,UC RIVERSIDE PD,31,0,10,41
SACRAMENTO COUNTY,CA ALCOHOLIC BEVERAGE CONTROL,186,0,0,186
SACRAMENTO COUNTY,CA ASSEMBLY SGT AT ARMS LEGIS,23,0,0,23
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF DEN BD,13,0,0,13
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF INVEST,126,0,0,126
SACRAMENTO COUNTY,CA DEPT DEVELOPMENTAL OPS,76,0,0,76
SACRAMENTO COUNTY,CA DEPT EMPLOYMENT DEVELOPMENT,37,0,0,37
SACRAMENTO COUNTY,CA DEPT FISH & WILDLIFE,357,1,0,358
SACRAMENTO COUNTY,CA DEPT HEALTH CARE SVCS,80,0,0,80
SACRAMENTO COUNTY,CA DEPT INSURANCE FRAUD,179,0,0,179
SACRAMENTO COUNTY,CA DEPT JUSTICE,264,0,0,264
SACRAMENTO COUNTY,CA DEPT MOTOR VEHICLES,201,0,0,201
SACRAMENTO COUNTY,CA DEPT OF MANAGED HEALTH CARE,1,0,0,1
SACRAMENTO COUNTY,CA DEPT PARKS & RECREATION,506,0,49,555
SACRAMENTO COUNTY,CA DEPT PUB HEALTH FOOD/DRUG,100,0,0,100
SACRAMENTO COUNTY,CA DEPT SOCIAL SERVICES,60,0,0,60
SACRAMENTO COUNTY,CA DEPT STATE HOSPITALS,32,0,0,32
SACRAMENTO COUNTY,CA DEPT TOXIC SUBSTANCES CNTL,10,0,0,10
SACRAMENTO COUNTY,CA FRANCHISE TAX BOARD,40,0,0,40
SACRAMENTO COUNTY,CA HIGHWAY PATROL,7169,0,882,8051
SACRAMENTO COUNTY,CA HORSE RACING BOARD,9,0,0,9
SACRAMENTO COUNTY,CA SECRETARY OF STATE OFC INV,6,0,0,6
SACRAMENTO COUNTY,CA STATE CONTROLLER - INVEST,1,0,0,1
SACRAMENTO COUNTY,CA STATE FAIR PD,4,1,0,5
SACRAMENTO COUNTY,CA STATE LOTTERY,31,0,0,31
SACRAMENTO COUNTY,CAL - OES,12,0,0,12
SACRAMENTO COUNTY,CAL FIRE,178,0,0,178
SACRAMENTO COUNTY,CITRUS HEIGHTS PD,88,7,19,114
SACRAMENTO COUNTY,CSU SACRAMENTO DPS,23,0,6,29
SACRAMENTO COUNTY,ELK GROVE PD,131,12,22,165
SACRAMENTO COUNTY,FOLSOM PD,69,5,16,90
SACRAMENTO COUNTY,GALT PD,35,3,8,46
SACRAMENTO COUNTY,LOS RIOS CCD PD,30,1,8,39
SACRAMENTO COUNTY,SACRAMENTO CO CORONER,12,0,0,12
SACRAMENTO COUNTY,SACRAMENTO CO DA,39,0,0,39
SACRAMENTO COUNTY,SACRAMENTO CO HUMAN ASST INV,23,0,0,23
SACRAMENTO COUNTY,SACRAMENTO CO REG PARKS DEPT,22,2,0,24
SACRAMENTO COUNTY,SACRAMENTO CO SD,1307,371,60,1738
SACRAMENTO COUNTY,SACRAMENTO PD,665,92,80,837
SACRAMENTO COUNTY,TWIN RIVERS USD PD,22,5,6,33
SAN BENITO COUNTY,HOLLISTER PD,28,3,0,31
SAN BENITO COUNTY,SAN BENITO CO DA,2,0,0,2
SAN BENITO COUNTY,SAN BENITO CO SD,26,9,0,35
SAN BERNARDINO COUNTY,BARSTOW PD,38,2,11,51
SAN BERNARDINO COUNTY,CHAFFEY CCD PD,10,0,0,10
SAN BERNARDINO COUNTY,CHINO PD,106,1,18,125
SAN BERNARDINO COUNTY,COLTON PD,44,0,11,55
SAN BERNARDINO COUNTY,CSU SAN BERNARDINO DPS,15,0,13,28
SAN BERNARDINO COUNTY,FONTANA PD,182,1,29,212
SAN BERNARDINO COUNTY,FONTANA UNIFIED SCHOOL DIST,16,0,8,24
SAN BERNARDINO COUNTY,HESPERIA UNIFIED SCHOOL DIST,8,0,0,8
SAN BERNARDINO COUNTY,MONTCLAIR PD,48,5,10,63
SAN BERNARDINO COUNTY,ONTARIO PD,240,8,39,287
SAN BERNARDINO COUNTY,REDLANDS PD,80,3,15,98
SAN BERNARDINO COUNTY,RIALTO PD,101,1,12,114
SAN BERNARDINO COUNTY,SAN BERNARDINO CCD PD,7,0,1,8
SAN BERNARDINO COUNTY,SAN BERNARDINO CO DA,55,0,0,55
SAN BERNARDINO COUNTY,SAN BERNARDINO CO SD,1916,196,150,2262
SAN BERNARDINO COUNTY,SAN BERNARDINO PD,218,19,35,272
SAN BERNARDINO COUNTY,SAN BERNARDINO UNIF SCHL DIST,26,6,7,39
SAN BERNARDINO COUNTY,SNOWLINE JOINT UNIF SCHL DIST,2,2,0,4
SAN BERNARDINO COUNTY,UPLAND PD,70,5,16,91
SAN BERNARDINO COUNTY,VICTOR VALLEY COLLEGE PD,6,4,0,10
SAN DIEGO COUNTY,CARLSBAD PD,100,3,18,121
SAN DIEGO COUNTY,CHULA VISTA PD,215,11,24,250
SAN DIEGO COUNTY,CORONADO PD,39,1,8,48
SAN DIEGO COUNTY,CSU SAN DIEGO DPS,23,0,8,31
SAN DIEGO COUNTY,CSU SAN MARCOS DPS,19,0,5,24
SAN DIEGO COUNTY,EL CAJON PD,115,27,17,159
SAN DIEGO COUNTY,ESCONDIDO PD,151,7,24,182
SAN DIEGO COUNTY,LA MESA PD,61,2,16,79
SAN DIEGO COUNTY,MIRA COSTA CCD PD,9,0,4,13
SAN DIEGO COUNTY,NATIONAL CITY PD,85,13,11,109
SAN DIEGO COUNTY,OCEANSIDE PD,197,1,30,228
SAN DIEGO COUNTY,PALOMAR CCD PD,11,1,0,12
SAN DIEGO COUNTY,SAN DIEGO CCD PD,35,0,10,45
SAN DIEGO COUNTY,SAN DIEGO CITY SCHOOLS PD,41,0,8,49
SAN DIEGO COUNTY,SAN DIEGO CO DA,172,0,0,172
SAN DIEGO COUNTY,SAN DIEGO CO SD,2484,86,120,2690
SAN DIEGO COUNTY,"SAN DIEGO HARBOR PD, PORT OF",124,0,14,138
SAN DIEGO COUNTY,SAN DIEGO PD,1810,57,159,2026
SAN DIEGO COUNTY,SOUTHWESTERN CCD PD,11,0,0,11
SAN DIEGO COUNTY,UC SAN DIEGO PD,36,0,9,45
SAN FRANCISCO COUNTY,CSU SAN FRANCISCO PD,21,0,4,25
SAN FRANCISCO COUNTY,SAN FRAN INT'L AIRPORT COMM,0,0,34,34
