County,Agency,Sworn,Reserve,Dispatcher,Total
HUMBOLDT COUNTY,HUMBOLDT CO DA,9,1,0,10
HUMBOLDT COUNTY,HUMBOLDT CO SD,184,26,15,225
HUMBOLDT COUNTY,HUMBOLDT DEPT WELFARE/INVEST,7,0,0,7
HUMBOLDT COUNTY,RIO DELL PD,7,1,0,8
HUMBOLDT COUNTY,TRINIDAD PD,2,1,0,3
IMPERIAL COUNTY,BRAWLEY PD,36,1,7,44
IMPERIAL COUNTY,CALEXICO PD,41,6,9,56
IMPERIAL COUNTY,CALIPATRIA PD,5,4,0,9
IMPERIAL COUNTY,EL CENTRO PD,53,1,10,64
IMPERIAL COUNTY,HOLTVILLE PD,0,0,0,0
IMPERIAL COUNTY,IMPERIAL CO DA,12,0,0,12
IMPERIAL COUNTY,IMPERIAL CO SD,105,9,13,127
IMPERIAL COUNTY,IMPERIAL PD,16,3,0,19
IMPERIAL COUNTY,WESTMORLAND PD,5,2,0,7
INYO COUNTY,BISHOP PD,12,2,6,20
INYO COUNTY,INYO CO DA,3,0,0,3
INYO COUNTY,INYO COUNTY SD,36,11,6,53
KERN COUNTY,ARVIN PD,17,3,6,26
KERN COUNTY,BAKERSFIELD PD,351,20,34,405
KERN COUNTY,BEAR VALLEY PD,8,1,13,22
KERN COUNTY,CALIFORNIA CITY PD,17,8,5,30
KERN COUNTY,CSU BAKERSFIELD DPS,11,0,4,15
KERN COUNTY,DELANO PD,46,5,6,57
KERN COUNTY,KERN CO DA,21,0,0,21
KERN COUNTY,KERN CO-DEPT OF PARKS & REC,10,0,0,10
KERN COUNTY,KERN COUNTY SD,845,91,37,973
KERN COUNTY,KERN HIGH SCHOOL DISTRICT PD,22,0,0,22
KERN COUNTY,MARICOPA PD,8,10,0,18
KERN COUNTY,MCFARLAND PD,10,2,0,12
KERN COUNTY,RIDGECREST PD,34,9,5,48
KERN COUNTY,SHAFTER PD,20,5,6,31
KERN COUNTY,STALLION SPRINGS PD,3,0,0,3
KERN COUNTY,TAFT PD,16,3,5,24
KERN COUNTY,TEHACHAPI PD,13,1,0,14
KINGS COUNTY,CORCORAN PD,21,2,6,29
KINGS COUNTY,HANFORD PD,51,6,15,72
KINGS COUNTY,KINGS CO DA,12,0,0,12
KINGS COUNTY,KINGS CO SD,76,6,15,97
KINGS COUNTY,"KINGS CO-HUMAN SVCS,WELFARE FD",5,0,0,5
KINGS COUNTY,LEMOORE PD,29,4,0,33
LAKE COUNTY,CLEARLAKE PD,20,1,5,26
LAKE COUNTY,LAKE CO DA,8,0,0,8
LAKE COUNTY,LAKE CO SD,60,3,12,75
LAKE COUNTY,LAKEPORT PD,11,1,0,12
LASSEN COUNTY,LASSEN CO DA,1,0,0,1
LASSEN COUNTY,LASSEN CO SD,33,20,7,60
LASSEN COUNTY,SUSANVILLE PD,16,2,0,18
LOS ANGELES COUNTY,ALHAMBRA PD,84,11,13,108
LOS ANGELES COUNTY,ARCADIA PD,66,9,11,86
LOS ANGELES COUNTY,AZUSA PD,59,7,12,78
LOS ANGELES COUNTY,BALDWIN PARK PD,73,4,9,86
LOS ANGELES COUNTY,BELL GARDENS PD,51,0,5,56
LOS ANGELES COUNTY,BELL PD,40,7,6,53
LOS ANGELES COUNTY,BEVERLY HILLS PD,130,6,17,153
LOS ANGELES COUNTY,BURBANK AIRPORT AUTH PD,29,0,0,29
LOS ANGELES COUNTY,BURBANK PD,150,10,16,176
LOS ANGELES COUNTY,BURLINGTON NORTHRN SANTA FE RR,25,0,0,25
LOS ANGELES COUNTY,CA DEPT CORPORATIONS,3,0,0,3
LOS ANGELES COUNTY,CA DEPT INDUSTRIAL RELATIONS,6,0,0,6
LOS ANGELES COUNTY,CERRITOS CCD PD,10,0,0,10
LOS ANGELES COUNTY,CLAREMONT PD,36,4,7,47
LOS ANGELES COUNTY,COMPTON UNIF SCH DIST PD,32,0,0,32
LOS ANGELES COUNTY,COVINA PD,56,2,12,70
LOS ANGELES COUNTY,CSU DOMINGUEZ HILLS DPS,16,0,6,22
LOS ANGELES COUNTY,CSU LONG BEACH PD,28,0,9,37
LOS ANGELES COUNTY,CSU LOS ANGELES DPS,19,0,6,25
LOS ANGELES COUNTY,CSU NORTHRIDGE DPS,23,0,6,29
LOS ANGELES COUNTY,CSU POMONA DPS,18,0,6,24
LOS ANGELES COUNTY,CULVER CITY PD,102,26,0,128
LOS ANGELES COUNTY,DOWNEY PD,116,0,15,131
LOS ANGELES COUNTY,EL CAMINO CCD PD,26,0,4,30
LOS ANGELES COUNTY,EL MONTE PD,128,53,17,198
LOS ANGELES COUNTY,EL SEGUNDO PD,65,0,13,78
LOS ANGELES COUNTY,GARDENA PD,92,7,0,99
LOS ANGELES COUNTY,GLENDALE CCD PD,10,0,0,10
LOS ANGELES COUNTY,GLENDALE PD,254,13,31,298
LOS ANGELES COUNTY,GLENDALE PD PARK RANGERS,4,2,0,6
LOS ANGELES COUNTY,GLENDORA PD,52,9,14,75
LOS ANGELES COUNTY,HACIENDA LA PUENTE USD,6,0,0,6
LOS ANGELES COUNTY,HAWTHORNE PD,97,4,0,101
LOS ANGELES COUNTY,HERMOSA BEACH PD,34,4,0,38
LOS ANGELES COUNTY,HUNTINGTON PARK PD,68,12,11,91
LOS ANGELES COUNTY,INGLEWOOD PD,193,0,21,214
LOS ANGELES COUNTY,INGLEWOOD UNIF SCH DIST PD,9,5,0,14
LOS ANGELES COUNTY,IRWINDALE PD,26,4,7,37
LOS ANGELES COUNTY,LA VERNE PD,43,21,10,74
LOS ANGELES COUNTY,LONG BEACH PD,904,46,60,1010
LOS ANGELES COUNTY,LOS ANGELES CITY DPT GEN SVCS,96,0,9,105
LOS ANGELES COUNTY,LOS ANGELES CITY HOUSING AUTH,1,0,0,1
LOS ANGELES COUNTY,LOS ANGELES CITY PARK RANGER,13,0,0,13
LOS ANGELES COUNTY,LOS ANGELES CO CORONER,48,0,0,48
LOS ANGELES COUNTY,LOS ANGELES CO DA,284,0,2,286
LOS ANGELES COUNTY,LOS ANGELES CO OFC PUBLIC SFTY,377,2,30,409
LOS ANGELES COUNTY,LOS ANGELES CO SD,9654,877,508,11039
LOS ANGELES COUNTY,LOS ANGELES PD,9841,456,589,10886
LOS ANGELES COUNTY,LOS ANGELES PORT PD,129,2,6,137
LOS ANGELES COUNTY,LOS ANGELES SCHOOL PD,325,0,0,325
LOS ANGELES COUNTY,LOS ANGELES WORLD AIRPORTS PD,506,0,0,506
LOS ANGELES COUNTY,MANHATTAN BEACH PD,62,5,0,67
LOS ANGELES COUNTY,MAYWOOD PD,39,3,4,46
LOS ANGELES COUNTY,MONROVIA PD,51,6,8,65
LOS ANGELES COUNTY,MONTEBELLO PD,76,15,12,103
LOS ANGELES COUNTY,MONTEBELLO UNIFIED SCHOOL DIST,6,1,0,7
LOS ANGELES COUNTY,MONTEREY PARK PD,72,31,11,114
LOS ANGELES COUNTY,PALOS VERDES ESTATES PD,22,24,10,56
LOS ANGELES COUNTY,PASADENA CITY CCD PD,9,0,5,14
LOS ANGELES COUNTY,PASADENA PD,243,25,33,301
LOS ANGELES COUNTY,POMONA PD,167,5,29,201
LOS ANGELES COUNTY,REDONDO BEACH PD,97,15,19,131
LOS ANGELES COUNTY,SAN FERNANDO PD,36,22,7,65
LOS ANGELES COUNTY,SAN GABRIEL PD,55,5,4,64
LOS ANGELES COUNTY,SAN MARINO PD,28,0,6,34
LOS ANGELES COUNTY,SANTA MONICA CCD PD,16,0,5,21
LOS ANGELES COUNTY,SANTA MONICA PD,208,0,12,220
LOS ANGELES COUNTY,SIERRA MADRE PD,15,7,3,25
LOS ANGELES COUNTY,SIGNAL HILL PD,36,2,8,46
LOS ANGELES COUNTY,SOUTH BAY REG PUB COMM AUTH,0,0,45,45
LOS ANGELES COUNTY,SOUTH GATE PD,83,1,8,92
LOS ANGELES COUNTY,SOUTH PASADENA PD,35,12,7,54
LOS ANGELES COUNTY,TORRANCE PD,211,2,21,234
LOS ANGELES COUNTY,UC LOS ANGELES PD,59,0,14,73
LOS ANGELES COUNTY,UNION PACIFIC RAILROAD,59,0,0,59
LOS ANGELES COUNTY,VERNON PD,52,0,8,60
LOS ANGELES COUNTY,WEST COVINA PD,109,15,15,139
LOS ANGELES COUNTY,WHITTIER PD,124,4,14,142
MADERA COUNTY,CHOWCHILLA PD,16,2,7,25
MADERA COUNTY,MADERA CO DA,8,0,0,8
MADERA COUNTY,MADERA CO SD,68,50,10,128
MADERA COUNTY,MADERA PD,58,0,8,66
MARIN COUNTY,BELVEDERE PD,10,0,0,10
MARIN COUNTY,FAIRFAX PD,11,1,5,17
MARIN COUNTY,MARIN CCD PD,7,0,0,7
MARIN COUNTY,MARIN CO CORONER,4,0,0,4
MARIN COUNTY,MARIN CO DA,6,0,0,6
MARIN COUNTY,MARIN CO SD,200,0,50,250
MARIN COUNTY,MILL VALLEY PD,21,2,0,23
MARIN COUNTY,NOVATO PD,59,0,11,70
MARIN COUNTY,ROSS PD,8,1,0,9
MARIN COUNTY,SAN ANSELMO PD,19,5,3,27
MARIN COUNTY,SAN RAFAEL PD,65,8,17,90
MARIN COUNTY,SAUSALITO PD,18,0,0,18
MARIN COUNTY,TIBURON PD,13,5,0,18
MARIN COUNTY,TWIN CITIES PD,32,1,11,44
MARIPOSA COUNTY,MARIPOSA CO DA,1,0,0,1
MARIPOSA COUNTY,MARIPOSA CO SD,41,10,0,51
MENDOCINO COUNTY,FORT BRAGG PD,16,0,0,16
MENDOCINO COUNTY,MENDOCINO CO DA,6,0,0,6
MENDOCINO COUNTY,MENDOCINO CO SD,121,8,13,142
MENDOCINO COUNTY,UKIAH PD,27,3,10,40
MENDOCINO COUNTY,WILLITS PD,13,0,10,23
MERCED COUNTY,ATWATER PD,32,5,9,46
MERCED COUNTY,DOS PALOS PD,7,4,0,11
MERCED COUNTY,GUSTINE PD,7,3,1,11
MERCED COUNTY,LIVINGSTON PD,20,2,7,29
MERCED COUNTY,LOS BANOS PD,37,0,10,47
MERCED COUNTY,MERCED CCD PD,3,0,0,3
MERCED COUNTY,MERCED CO DA,13,0,0,13
MERCED COUNTY,MERCED CO SD,110,40,10,160
MERCED COUNTY,MERCED PD,98,17,15,130
MERCED COUNTY,UC MERCED PD,10,0,5,15
MODOC COUNTY,ALTURAS PD,6,2,0,8
MODOC COUNTY,MODOC CO DA,1,0,0,1
MODOC COUNTY,MODOC CO SD,15,0,4,19
MONO COUNTY,MAMMOTH LAKES PD,21,0,0,21
MONO COUNTY,MONO CO DA,2,0,0,2
MONO COUNTY,MONO CO SD,28,2,17,47
MONTEREY COUNTY,CARMEL PD,13,3,5,21
MONTEREY COUNTY,CSU MONTEREY BAY PD,14,0,0,14
MONTEREY COUNTY,DEL REY OAKS PD,6,15,0,21
MONTEREY COUNTY,GONZALES PD,14,1,0,15
MONTEREY COUNTY,GREENFIELD PD,15,1,0,16
MONTEREY COUNTY,KING CITY PD,16,4,0,20
MONTEREY COUNTY,MARINA PD,35,2,0,37
MONTEREY COUNTY,MONTEREY CO DA,24,0,0,24
MONTEREY COUNTY,MONTEREY CO EMER COMM,1,0,54,55
MONTEREY COUNTY,MONTEREY CO SHERIFF'S OFFICE,309,6,0,315
MONTEREY COUNTY,MONTEREY PD,50,0,0,50
MONTEREY COUNTY,MONTEREY PENN AIRPORT DIST PD,7,0,0,7
MONTEREY COUNTY,PACIFIC GROVE PD,20,4,0,24
MONTEREY COUNTY,SALINAS PD,166,9,0,175
MONTEREY COUNTY,SAND CITY PD,10,3,0,13
MONTEREY COUNTY,SEASIDE PD,42,6,0,48
MONTEREY COUNTY,SOLEDAD PD,20,0,0,20
NAPA COUNTY,CALISTOGA PD,11,1,5,17
NAPA COUNTY,NAPA CO DA,8,0,0,8
NAPA COUNTY,NAPA CO SD,98,0,0,98
NAPA COUNTY,NAPA PD,72,0,24,96
NAPA COUNTY,NAPA VALLEY COLLEGE DPS,4,0,0,4
NAPA COUNTY,NAPA VALLEY RR PD,1,0,0,1
NAPA COUNTY,SAINT HELENA PD,12,1,5,18
NEVADA COUNTY,GRASS VALLEY PD,23,5,4,32
NEVADA COUNTY,NEVADA CITY PD,12,3,0,15
NEVADA COUNTY,NEVADA CO DA,4,0,0,4
NEVADA COUNTY,NEVADA CO SD,69,18,19,106
NEVADA COUNTY,TRUCKEE PD,21,4,0,25
ORANGE COUNTY,ANAHEIM PD,391,19,39,449
ORANGE COUNTY,BREA PD,98,1,17,116
ORANGE COUNTY,BUENA PARK PD,91,8,9,108
ORANGE COUNTY,COSTA MESA COMM DEPT,0,0,24,24
ORANGE COUNTY,COSTA MESA PD,151,6,0,157
ORANGE COUNTY,CSU FULLERTON PD,21,0,7,28
ORANGE COUNTY,CYPRESS PD,56,2,0,58
ORANGE COUNTY,FOUNTAIN VALLEY PD,57,3,8,68
ORANGE COUNTY,FULLERTON PD,151,16,20,187
ORANGE COUNTY,GARDEN GROVE PD,160,28,19,207
ORANGE COUNTY,HUNTINGTON BEACH PD,217,8,27,252
ORANGE COUNTY,IRVINE PD,199,3,20,222
ORANGE COUNTY,IRVINE VALLEY CCD PD,3,0,0,3
ORANGE COUNTY,LA HABRA PD,64,9,11,84
ORANGE COUNTY,LA PALMA PD,24,5,7,36
ORANGE COUNTY,LAGUNA BEACH PD,46,6,11,63
ORANGE COUNTY,LOS ALAMITOS PD,22,5,0,27
ORANGE COUNTY,NEWPORT BEACH PD,137,15,19,171
ORANGE COUNTY,ORANGE CO DA,134,0,0,134
ORANGE COUNTY,ORANGE CO DA WELFARE/FRAUD INV,40,0,0,40
ORANGE COUNTY,ORANGE CO SD/CORONER,1815,255,57,2127
ORANGE COUNTY,ORANGE PD,163,15,18,196
ORANGE COUNTY,PLACENTIA PD,47,1,13,61
ORANGE COUNTY,SADDLEBACK CCD PD,8,0,0,8
ORANGE COUNTY,SANTA ANA PD,353,12,32,397
ORANGE COUNTY,SANTA ANA UNIF SCHL DIST PD,17,3,0,20
ORANGE COUNTY,SEAL BEACH PD,31,5,0,36
ORANGE COUNTY,TUSTIN PD,93,7,13,113
ORANGE COUNTY,UC IRVINE PD,29,0,9,38
ORANGE COUNTY,WEST CITIES COMM CTR,0,0,25,25
ORANGE COUNTY,WESTMINSTER PD,96,13,17,126
PLACER COUNTY,AUBURN PD,22,5,8,35
PLACER COUNTY,LINCOLN PD,31,1,7,39
PLACER COUNTY,PLACER CO DA,10,0,0,10
PLACER COUNTY,PLACER COUNTY SD,235,68,30,333
PLACER COUNTY,ROCKLIN PD,51,5,14,70
PLACER COUNTY,ROSEVILLE PD,119,4,25,148
PLACER COUNTY,SIERRA COLLEGE PD (OBS),3,0,0,3
PLUMAS COUNTY,PLUMAS CO SD,31,12,9,52
RIVERSIDE COUNTY,BANNING PD,35,2,9,46
RIVERSIDE COUNTY,BEAUMONT PD,57,0,14,71
RIVERSIDE COUNTY,BLYTHE PD,22,3,9,34
RIVERSIDE COUNTY,CATHEDRAL CITY PD,55,22,18,95
RIVERSIDE COUNTY,CORONA PD,175,3,27,205
RIVERSIDE COUNTY,DESERT HOT SPRINGS PD,27,3,1,31
RIVERSIDE COUNTY,HEMET PD,67,0,16,83
RIVERSIDE COUNTY,INDIO PD,70,15,16,101
RIVERSIDE COUNTY,LAKE HEMET MUNCPL WATER DIST,0,0,0,0
RIVERSIDE COUNTY,MOUNT SAN JACINTO CCD PD,2,0,0,2
RIVERSIDE COUNTY,MURRIETA PD,90,3,20,113
RIVERSIDE COUNTY,PALM SPRINGS PD,94,16,17,127
RIVERSIDE COUNTY,RIVERSIDE CCD PD,17,9,0,26
RIVERSIDE COUNTY,RIVERSIDE CO DA,125,0,2,127
RIVERSIDE COUNTY,RIVERSIDE CO PUBLIC SOCIAL SER,25,0,0,25
RIVERSIDE COUNTY,RIVERSIDE CO SD,2067,52,176,2295
RIVERSIDE COUNTY,RIVERSIDE PD,363,0,50,413
RIVERSIDE COUNTY,UC RIVERSIDE PD,28,0,8,36
SACRAMENTO COUNTY,CA ALCOHOLIC BEVERAGE CONTROL,179,0,0,179
SACRAMENTO COUNTY,CA ASSEMBLY SGT AT ARMS LEGIS,18,0,0,18
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF DEN BD,10,0,0,10
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF INVEST,55,0,0,55
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF MED BD,97,0,0,97
SACRAMENTO COUNTY,CA DEPT DEVELOPMENTAL OPS,100,0,0,100
SACRAMENTO COUNTY,CA DEPT EMPLOYMENT DEVELOPMENT,36,0,0,36
SACRAMENTO COUNTY,CA DEPT FISH & GAME,298,2,0,300
SACRAMENTO COUNTY,CA DEPT HEALTH CARE SVCS,119,0,0,119
SACRAMENTO COUNTY,CA DEPT INSURANCE FRAUD,193,0,0,193
SACRAMENTO COUNTY,CA DEPT JUSTICE,454,0,0,454
SACRAMENTO COUNTY,CA DEPT MENTAL HEALTH,21,0,0,21
SACRAMENTO COUNTY,CA DEPT MOTOR VEHICLES,229,0,0,229
SACRAMENTO COUNTY,CA DEPT PARKS & RECREATION,611,0,69,680
SACRAMENTO COUNTY,CA DEPT PUB HEALTH FOOD/DRUG,109,0,0,109
SACRAMENTO COUNTY,CA DEPT SOCIAL SERVICES,50,0,0,50
SACRAMENTO COUNTY,CA DEPT TOXIC SUBSTANCES CNTL,13,0,0,13
SACRAMENTO COUNTY,CA FRANCHISE TAX BOARD,41,0,0,41
SACRAMENTO COUNTY,CA HIGHWAY PATROL,7682,0,1,7683
SACRAMENTO COUNTY,CA HORSE RACING BOARD,13,0,0,13
SACRAMENTO COUNTY,CA SECRETARY OF STATE OFC INV,7,0,0,7
SACRAMENTO COUNTY,CA STATE CONTROLLER,3,0,0,3
SACRAMENTO COUNTY,CA STATE FAIR PD,3,0,0,3
SACRAMENTO COUNTY,CA STATE LOTTERY,29,0,0,29
SACRAMENTO COUNTY,CAL - EMA,9,0,0,9
SACRAMENTO COUNTY,CAL FIRE,230,0,0,230
SACRAMENTO COUNTY,CITRUS HEIGHTS PD,86,14,23,123
SACRAMENTO COUNTY,CSU SACRAMENTO DPS,23,0,6,29
SACRAMENTO COUNTY,ELK GROVE PD,124,12,22,158
SACRAMENTO COUNTY,FOLSOM PD,82,7,16,105
SACRAMENTO COUNTY,GALT PD,36,1,7,44
SACRAMENTO COUNTY,ISLETON PD,2,9,0,11
SACRAMENTO COUNTY,LOS RIOS CCD PD,30,2,0,32
SACRAMENTO COUNTY,SACRAMENTO CO CORONER,16,0,0,16
SACRAMENTO COUNTY,SACRAMENTO CO DA,42,0,0,42
SACRAMENTO COUNTY,SACRAMENTO CO HUMAN ASST INV,23,0,0,23
SACRAMENTO COUNTY,SACRAMENTO CO REG PARKS DEPT,18,0,0,18
SACRAMENTO COUNTY,SACRAMENTO CO SD,1219,653,61,1933
SACRAMENTO COUNTY,SACRAMENTO PD,713,69,87,869
SACRAMENTO COUNTY,TWIN RIVERS USD PD,22,12,0,34
SAN BENITO COUNTY,HOLLISTER PD,27,0,0,27
SAN BENITO COUNTY,SAN BENITO CO DA,2,0,0,2
SAN BENITO COUNTY,SAN BENITO CO MARSHAL,1,6,0,7
SAN BENITO COUNTY,SAN BENITO CO OES,0,0,14,14
SAN BENITO COUNTY,SAN BENITO CO SD,32,6,0,38
SAN BERNARDINO COUNTY,BARSTOW PD,38,3,7,48
SAN BERNARDINO COUNTY,CHINO PD,96,1,22,119
SAN BERNARDINO COUNTY,COLTON PD,62,4,13,79
SAN BERNARDINO COUNTY,CSU SAN BERNARDINO DPS,16,0,9,25
SAN BERNARDINO COUNTY,FONTANA PD,184,3,25,212
SAN BERNARDINO COUNTY,FONTANA UNIFIED SCHOOL DIST,17,0,10,27
SAN BERNARDINO COUNTY,HESPERIA UNIFIED SCHOOL DIST,8,0,0,8
SAN BERNARDINO COUNTY,MONTCLAIR PD,50,6,9,65
SAN BERNARDINO COUNTY,ONTARIO PD,221,9,38,268
SAN BERNARDINO COUNTY,REDLANDS PD,79,10,16,105
SAN BERNARDINO COUNTY,RIALTO PD,109,2,13,124
SAN BERNARDINO COUNTY,SAN BERNARDINO CCD PD,8,0,0,8
SAN BERNARDINO COUNTY,SAN BERNARDINO CO DA,54,0,0,54
SAN BERNARDINO COUNTY,SAN BERNARDINO CO SD,1847,240,152,2239
SAN BERNARDINO COUNTY,SAN BERNARDINO PD,322,28,43,393
SAN BERNARDINO COUNTY,SAN BERNARDINO UNIF SCHL DIST,25,3,7,35
SAN BERNARDINO COUNTY,SNOWLINE JOINT UNIF SCHL DIST,4,1,0,5
SAN BERNARDINO COUNTY,UPLAND PD,72,8,18,98
SAN DIEGO COUNTY,CARLSBAD PD,113,7,19,139
SAN DIEGO COUNTY,CHULA VISTA PD,231,10,24,265
SAN DIEGO COUNTY,CORONADO PD,42,1,7,50
SAN DIEGO COUNTY,CSU SAN DIEGO DPS,28,0,10,38
SAN DIEGO COUNTY,CSU SAN MARCOS DPS,15,0,6,21
SAN DIEGO COUNTY,EL CAJON PD,113,21,19,153
SAN DIEGO COUNTY,ESCONDIDO PD,158,14,23,195
SAN DIEGO COUNTY,GROSSMONT-CUYAMACA CCD PD,11,0,0,11
SAN DIEGO COUNTY,LA MESA PD,65,2,18,85
SAN DIEGO COUNTY,MIRA COSTA CCD PD,10,0,3,13
SAN DIEGO COUNTY,NATIONAL CITY PD,91,13,11,115
SAN DIEGO COUNTY,OCEANSIDE PD,212,7,28,247
SAN DIEGO COUNTY,PALOMAR CCD PD,10,0,0,10
