County,Agency,Sworn,Reserve,Dispatcher,Total
BUTTE COUNTY,GRIDLEY PD,12,7,7,26
BUTTE COUNTY,OROVILLE PD,19,3,6,28
BUTTE COUNTY,PARADISE PD,17,0,3,20
CALAVERAS COUNTY,ANGELS CAMP PD,7,0,0,7
CALAVERAS COUNTY,CALAVERAS CO DA,2,0,0,2
CALAVERAS COUNTY,CALAVERAS CO SD,53,3,10,66
COLUSA COUNTY,COLUSA CO DISTRICT ATTORNEY,3,0,0,3
COLUSA COUNTY,COLUSA COUNTY SD,29,0,7,36
COLUSA COUNTY,COLUSA PD,8,1,0,9
COLUSA COUNTY,WILLIAMS PD,10,0,0,10
CONTRA COSTA COUNTY,ANTIOCH PD,115,1,16,132
CONTRA COSTA COUNTY,BRENTWOOD PD,63,0,13,76
CONTRA COSTA COUNTY,CLAYTON PD,10,0,0,10
CONTRA COSTA COUNTY,CONCORD PD,133,8,17,158
CONTRA COSTA COUNTY,CONTRA COSTA CCD PD,22,0,0,22
CONTRA COSTA COUNTY,CONTRA COSTA CO DA,23,0,0,23
CONTRA COSTA COUNTY,CONTRA COSTA CO SO/CORONER,629,26,46,701
CONTRA COSTA COUNTY,EL CERRITO PD,29,0,0,29
CONTRA COSTA COUNTY,HERCULES PD,26,1,0,27
CONTRA COSTA COUNTY,KENSINGTON PD,6,1,0,7
CONTRA COSTA COUNTY,MARTINEZ PD,32,5,8,45
CONTRA COSTA COUNTY,MORAGA PD,11,1,0,12
CONTRA COSTA COUNTY,OAKLEY PD,33,0,0,33
CONTRA COSTA COUNTY,PINOLE PD,24,0,13,37
CONTRA COSTA COUNTY,PITTSBURG PD,82,2,0,84
CONTRA COSTA COUNTY,PLEASANT HILL PD,42,0,11,53
CONTRA COSTA COUNTY,RICHMOND PD,124,3,18,145
CONTRA COSTA COUNTY,SAN PABLO PD,52,0,0,52
CONTRA COSTA COUNTY,SAN RAMON PD,66,0,0,66
CONTRA COSTA COUNTY,WALNUT CREEK PD,77,26,20,123
DEL NORTE COUNTY,CRESCENT CITY PD,11,0,0,11
DEL NORTE COUNTY,DEL NORTE CO DA,2,0,0,2
DEL NORTE COUNTY,DEL NORTE COUNTY SO,22,8,3,33
EL DORADO COUNTY,EL DORADO CO DA,16,0,0,16
EL DORADO COUNTY,EL DORADO CO SO,167,5,19,191
EL DORADO COUNTY,PLACERVILLE PD,18,1,5,24
EL DORADO COUNTY,SOUTH LAKE TAHOE PD,38,4,8,50
FRESNO COUNTY,CLOVIS PD,102,10,23,135
FRESNO COUNTY,CLOVIS UNIF SCHL DIST PD,16,1,0,17
FRESNO COUNTY,COALINGA PD,14,0,8,22
FRESNO COUNTY,CSU FRESNO DPS,25,0,7,32
FRESNO COUNTY,FIREBAUGH PD,13,6,0,19
FRESNO COUNTY,FOWLER PD,9,1,0,10
FRESNO COUNTY,FRESNO CO DA,51,0,0,51
FRESNO COUNTY,FRESNO CO SO,403,55,50,508
FRESNO COUNTY,FRESNO PD,775,20,96,891
FRESNO COUNTY,FRESNO YOSEMITE INT'L AIRPORT,5,0,0,5
FRESNO COUNTY,HURON PD,11,2,5,18
FRESNO COUNTY,KERMAN PD,25,3,0,28
FRESNO COUNTY,KINGSBURG PD,22,5,0,27
FRESNO COUNTY,MENDOTA PD,12,5,0,17
FRESNO COUNTY,ORANGE COVE PD,12,3,0,15
FRESNO COUNTY,PARLIER PD,16,0,0,16
FRESNO COUNTY,REEDLEY PD,28,4,8,40
FRESNO COUNTY,SANGER PD,36,1,0,37
FRESNO COUNTY,SELMA PD,38,0,5,43
FRESNO COUNTY,STATE CENTER CCD PD,21,0,7,28
GLENN COUNTY,GLENN CO DA,1,0,0,1
GLENN COUNTY,GLENN CO SO/CORONER,48,5,7,60
GLENN COUNTY,ORLAND PD,11,0,0,11
HUMBOLDT COUNTY,ARCATA PD,22,0,7,29
HUMBOLDT COUNTY,CSU HUMBOLDT PD,14,0,5,19
HUMBOLDT COUNTY,EUREKA PD,38,3,11,52
HUMBOLDT COUNTY,FERNDALE PD,6,4,0,10
HUMBOLDT COUNTY,FORTUNA PD,17,0,6,23
HUMBOLDT COUNTY,HUMBOLDT CO DA,10,0,0,10
HUMBOLDT COUNTY,HUMBOLDT CO SO,188,15,12,215
HUMBOLDT COUNTY,HUMBOLDT DEPT WELFARE/INVEST,9,0,0,9
HUMBOLDT COUNTY,RIO DELL PD,5,1,0,6
IMPERIAL COUNTY,BRAWLEY PD,25,4,9,38
IMPERIAL COUNTY,CALEXICO PD,22,2,7,31
IMPERIAL COUNTY,CALIPATRIA PD,5,3,0,8
IMPERIAL COUNTY,EL CENTRO PD,40,0,10,50
IMPERIAL COUNTY,IMPERIAL CO DA,17,0,0,17
IMPERIAL COUNTY,IMPERIAL CO SO,93,10,10,113
IMPERIAL COUNTY,IMPERIAL PD,18,5,0,23
IMPERIAL COUNTY,WESTMORLAND PD,4,4,0,8
INYO COUNTY,BISHOP PD,12,4,7,23
INYO COUNTY,INYO CO DA,3,0,0,3
INYO COUNTY,INYO COUNTY SO,37,8,6,51
KERN COUNTY,ARVIN PD,20,2,4,26
KERN COUNTY,BAKERSFIELD PD,444,10,45,499
KERN COUNTY,BEAR VALLEY PD,5,0,0,5
KERN COUNTY,CALIFORNIA CITY PD,16,6,6,28
KERN COUNTY,CSU BAKERSFIELD DPS,14,0,6,20
KERN COUNTY,DELANO PD,50,3,9,62
KERN COUNTY,KERN CO DA,29,0,0,29
KERN COUNTY,KERN CO-DEPT OF PARKS & REC,5,0,0,5
KERN COUNTY,KERN COUNTY SO,748,18,39,805
KERN COUNTY,KERN HIGH SCHOOL DISTRICT PD,33,0,2,35
KERN COUNTY,MCFARLAND PD,14,3,6,23
KERN COUNTY,RIDGECREST PD,29,10,4,43
KERN COUNTY,SHAFTER PD,29,1,7,37
KERN COUNTY,STALLION SPRINGS PD,5,2,0,7
KERN COUNTY,TAFT PD,11,2,4,17
KERN COUNTY,TEHACHAPI PD,18,1,8,27
KINGS COUNTY,AVENAL PD,18,3,0,21
KINGS COUNTY,CORCORAN PD,17,3,9,29
KINGS COUNTY,HANFORD PD,61,0,15,76
KINGS COUNTY,KINGS CO DA,13,0,0,13
KINGS COUNTY,KINGS CO SHERIFF'S OFFICE,188,5,16,209
KINGS COUNTY,"KINGS CO-HUMAN SVCS,WELFARE FD",4,0,0,4
KINGS COUNTY,LEMOORE PD,33,5,0,38
LAKE COUNTY,CLEARLAKE PD,22,0,6,28
LAKE COUNTY,LAKE CO DA,4,0,0,4
LAKE COUNTY,LAKE CO SO,90,0,6,96
LAKE COUNTY,LAKEPORT PD,11,2,0,13
LASSEN COUNTY,LASSEN CO DA,1,0,0,1
LASSEN COUNTY,LASSEN CO SO,55,3,6,64
LASSEN COUNTY,SUSANVILLE PD,14,0,0,14
LOS ANGELES COUNTY,ALHAMBRA PD,78,2,12,92
LOS ANGELES COUNTY,ARCADIA PD,62,5,9,76
LOS ANGELES COUNTY,AZUSA PD,48,2,9,59
LOS ANGELES COUNTY,BALDWIN PARK PD,57,0,11,68
LOS ANGELES COUNTY,BELL GARDENS PD,46,2,6,54
LOS ANGELES COUNTY,BELL PD,28,3,4,35
LOS ANGELES COUNTY,BEVERLY HILLS PD,130,7,19,156
LOS ANGELES COUNTY,BURBANK AIRPORT AUTH PD,38,0,0,38
LOS ANGELES COUNTY,BURBANK PD,149,13,17,179
LOS ANGELES COUNTY,CA DEPT INDUSTRIAL RELATIONS,3,0,0,3
LOS ANGELES COUNTY,CERRITOS CCD PD,13,0,0,13
LOS ANGELES COUNTY,CLAREMONT PD,36,4,8,48
LOS ANGELES COUNTY,COMPTON CCD PD,5,0,2,7
LOS ANGELES COUNTY,COMPTON UNIF SCH DIST PD,15,0,0,15
LOS ANGELES COUNTY,COVINA PD,55,1,10,66
LOS ANGELES COUNTY,CSU DOMINGUEZ HILLS PD,18,0,8,26
LOS ANGELES COUNTY,CSU LONG BEACH PD,20,0,8,28
LOS ANGELES COUNTY,CSU LOS ANGELES DPS,18,0,5,23
LOS ANGELES COUNTY,CSU NORTHRIDGE DEPT POLICE SVS,17,0,4,21
LOS ANGELES COUNTY,CSU POMONA DPS,22,0,5,27
LOS ANGELES COUNTY,CULVER CITY PD,106,11,0,117
LOS ANGELES COUNTY,DOWNEY PD,113,0,15,128
LOS ANGELES COUNTY,EL CAMINO CCD PD,12,1,4,17
LOS ANGELES COUNTY,EL MONTE PD,109,3,15,127
LOS ANGELES COUNTY,EL SEGUNDO PD,52,0,0,52
LOS ANGELES COUNTY,GARDENA PD,87,3,0,90
LOS ANGELES COUNTY,GLENDALE CCD PD,8,0,0,8
LOS ANGELES COUNTY,GLENDALE PD,232,11,22,265
LOS ANGELES COUNTY,GLENDORA PD,50,3,11,64
LOS ANGELES COUNTY,HACIENDA LA PUENTE USD,5,0,0,5
LOS ANGELES COUNTY,HAWTHORNE PD,94,2,0,96
LOS ANGELES COUNTY,HERMOSA BEACH PD,38,1,0,39
LOS ANGELES COUNTY,HUNTINGTON PARK PD,51,5,9,65
LOS ANGELES COUNTY,INGLEWOOD PD,176,0,20,196
LOS ANGELES COUNTY,IRWINDALE PD,27,2,6,35
LOS ANGELES COUNTY,LA VERNE PD,39,5,7,51
LOS ANGELES COUNTY,LONG BEACH DISASTER/EMERG COMM,0,0,48,48
LOS ANGELES COUNTY,LONG BEACH PD,760,21,0,781
LOS ANGELES COUNTY,LOS ANGELES CITY PARK RANGER,26,0,0,26
LOS ANGELES COUNTY,LOS ANGELES CO CORONER,57,0,0,57
LOS ANGELES COUNTY,LOS ANGELES CO DA,211,0,0,211
LOS ANGELES COUNTY,LOS ANGELES CO SD,9533,493,476,10502
LOS ANGELES COUNTY,LOS ANGELES PD,9253,404,613,10270
LOS ANGELES COUNTY,LOS ANGELES PORT PD,131,0,5,136
LOS ANGELES COUNTY,LOS ANGELES SCHOOL PD,250,0,0,250
LOS ANGELES COUNTY,LOS ANGELES WORLD AIRPORTS PD,476,0,0,476
LOS ANGELES COUNTY,MANHATTAN BEACH PD,57,1,0,58
LOS ANGELES COUNTY,MONROVIA PD,46,1,10,57
LOS ANGELES COUNTY,MONTEBELLO PD,66,7,8,81
LOS ANGELES COUNTY,MONTEBELLO UNIFIED SCHOOL DIST,3,0,0,3
LOS ANGELES COUNTY,MONTEREY PARK PD,72,10,13,95
LOS ANGELES COUNTY,PALOS VERDES ESTATES PD,16,6,6,28
LOS ANGELES COUNTY,PASADENA CITY CCD PD,10,0,10,20
LOS ANGELES COUNTY,PASADENA PD,220,8,30,258
LOS ANGELES COUNTY,POMONA PD,149,8,28,185
LOS ANGELES COUNTY,REDONDO BEACH PD,89,10,9,108
LOS ANGELES COUNTY,SAN FERNANDO PD,27,18,8,53
LOS ANGELES COUNTY,SAN GABRIEL PD,50,3,7,60
LOS ANGELES COUNTY,SAN MARINO PD,27,0,6,33
LOS ANGELES COUNTY,SANTA MONICA CCD PD,17,0,6,23
LOS ANGELES COUNTY,SANTA MONICA OFFICE EMER MGT,0,0,29,29
LOS ANGELES COUNTY,SANTA MONICA PD,201,0,0,201
LOS ANGELES COUNTY,SIERRA MADRE PD,17,5,8,30
LOS ANGELES COUNTY,SIGNAL HILL PD,32,0,6,38
LOS ANGELES COUNTY,SOUTH BAY REG PUB COMM AUTH,0,0,54,54
LOS ANGELES COUNTY,SOUTH GATE PD,80,1,10,91
LOS ANGELES COUNTY,SOUTH PASADENA PD,33,4,8,45
LOS ANGELES COUNTY,TORRANCE PD,197,0,22,219
LOS ANGELES COUNTY,UC LOS ANGELES PD,60,0,14,74
LOS ANGELES COUNTY,VERNON PD,40,1,7,48
LOS ANGELES COUNTY,WEST COVINA PD,91,4,14,109
LOS ANGELES COUNTY,WHITTIER PD,125,1,13,139
MADERA COUNTY,CHOWCHILLA PD,18,2,9,29
MADERA COUNTY,MADERA CO DA,9,0,0,9
MADERA COUNTY,MADERA CO SO,107,26,11,144
MADERA COUNTY,MADERA PD,62,1,11,74
MARIN COUNTY,BELVEDERE PD,6,1,0,7
MARIN COUNTY,CENTRAL MARIN POLICE AUTHORITY,40,2,1,43
MARIN COUNTY,FAIRFAX PD,11,1,4,16
MARIN COUNTY,MARIN CCD PD,5,0,0,5
MARIN COUNTY,MARIN CO DA,10,0,0,10
MARIN COUNTY,MARIN CO HEALTH & HUMAN SVCS,4,0,0,4
MARIN COUNTY,MARIN CO SO,196,0,45,241
MARIN COUNTY,MARIN MUNCPL WATER DIST,6,0,0,6
MARIN COUNTY,MILL VALLEY PD,20,1,0,21
MARIN COUNTY,NOVATO PD,55,0,9,64
MARIN COUNTY,ROSS PD,8,1,0,9
MARIN COUNTY,SAN RAFAEL PD,65,2,16,83
MARIN COUNTY,SAUSALITO PD,18,0,0,18
MARIN COUNTY,TIBURON PD,11,4,0,15
MARIPOSA COUNTY,MARIPOSA CO DA,1,0,0,1
MARIPOSA COUNTY,MARIPOSA CO SO,62,11,0,73
MENDOCINO COUNTY,FORT BRAGG PD,14,0,0,14
MENDOCINO COUNTY,MENDOCINO CO DA,7,0,0,7
MENDOCINO COUNTY,MENDOCINO CO HEALTH/HUMAN SVCS,5,0,0,5
MENDOCINO COUNTY,MENDOCINO CO SO,112,3,13,128
MENDOCINO COUNTY,UKIAH PD,26,0,12,38
MENDOCINO COUNTY,WILLITS PD,9,0,3,12
MERCED COUNTY,ATWATER PD,25,2,4,31
MERCED COUNTY,DOS PALOS PD,9,2,5,16
MERCED COUNTY,GUSTINE PD,8,8,0,16
MERCED COUNTY,LIVINGSTON PD,17,2,6,25
MERCED COUNTY,LOS BANOS PD,44,1,11,56
MERCED COUNTY,MERCED CCD PD,5,0,0,5
MERCED COUNTY,MERCED CO DA,9,0,0,9
MERCED COUNTY,MERCED CO SO,120,40,14,174
MERCED COUNTY,MERCED PD,95,4,17,116
MERCED COUNTY,UC MERCED PD,16,0,6,22
MODOC COUNTY,ALTURAS PD,8,0,0,8
MODOC COUNTY,MODOC CO SO,12,1,4,17
MONO COUNTY,MAMMOTH LAKES PD,14,0,0,14
MONO COUNTY,MONO CO DA,2,0,0,2
MONO COUNTY,MONO CO SD,23,0,15,38
MONTEREY COUNTY,CARMEL PD,13,0,5,18
MONTEREY COUNTY,CSU MONTEREY BAY PD,17,0,0,17
MONTEREY COUNTY,DEL REY OAKS PD,10,9,0,19
MONTEREY COUNTY,GONZALES PD,9,0,0,9
MONTEREY COUNTY,GREENFIELD PD,21,2,0,23
MONTEREY COUNTY,KING CITY PD,15,0,0,15
MONTEREY COUNTY,MARINA PD,29,0,0,29
MONTEREY COUNTY,MONTEREY CO DA,26,0,0,26
MONTEREY COUNTY,MONTEREY CO EMER COMM,0,0,63,63
MONTEREY COUNTY,MONTEREY CO SHERIFF'S OFFICE,285,3,0,288
MONTEREY COUNTY,MONTEREY PD,50,1,0,51
MONTEREY COUNTY,PACIFIC GROVE PD,21,0,0,21
MONTEREY COUNTY,SALINAS PD,141,0,0,141
MONTEREY COUNTY,SAND CITY PD,9,2,0,11
MONTEREY COUNTY,SEASIDE PD,28,0,0,28
MONTEREY COUNTY,SOLEDAD PD,16,5,0,21
NAPA COUNTY,CALISTOGA PD,11,0,7,18
NAPA COUNTY,NAPA CO DA,12,0,0,12
NAPA COUNTY,NAPA CO SO,103,0,0,103
NAPA COUNTY,NAPA PD,63,0,24,87
NAPA COUNTY,NAPA VALLEY COLLEGE DPS,5,0,0,5
NAPA COUNTY,SAINT HELENA PD,11,1,6,18
NEVADA COUNTY,GRASS VALLEY PD,28,5,0,33
NEVADA COUNTY,NEVADA CITY PD,7,2,0,9
NEVADA COUNTY,NEVADA CO DA,6,0,0,6
NEVADA COUNTY,NEVADA CO SO,63,2,13,78
NEVADA COUNTY,TRUCKEE PD,23,1,0,24
ORANGE COUNTY,ANAHEIM PD,371,22,32,425
ORANGE COUNTY,BREA PD,61,0,12,73
ORANGE COUNTY,BUENA PARK PD,79,4,14,97
ORANGE COUNTY,COAST CCD PD,1,0,0,1
ORANGE COUNTY,COSTA MESA PD,135,2,26,163
ORANGE COUNTY,CSU FULLERTON PD,22,0,8,30
ORANGE COUNTY,CYPRESS PD,53,0,0,53
ORANGE COUNTY,FOUNTAIN VALLEY PD,60,0,12,72
ORANGE COUNTY,FULLERTON PD,116,5,13,134
ORANGE COUNTY,GARDEN GROVE PD,174,9,19,202
ORANGE COUNTY,HUNTINGTON BEACH PD,210,2,23,235
ORANGE COUNTY,IRVINE PD,226,1,18,245
ORANGE COUNTY,IRVINE VALLEY CCD PD,8,0,4,12
ORANGE COUNTY,LA HABRA PD,66,6,16,88
ORANGE COUNTY,LA PALMA PD,21,4,8,33
ORANGE COUNTY,LAGUNA BEACH PD,50,3,14,67
ORANGE COUNTY,LOS ALAMITOS PD,19,2,0,21
ORANGE COUNTY,NEWPORT BEACH PD,136,2,20,158
ORANGE COUNTY,ORANGE CO DA,169,0,0,169
ORANGE COUNTY,ORANGE CO SD/CORONER,1908,130,46,2084
ORANGE COUNTY,ORANGE PD,147,4,18,169
ORANGE COUNTY,PLACENTIA PD,44,1,0,45
ORANGE COUNTY,PLACENTIA PUBLIC SAFETY COMM,0,0,16,16
ORANGE COUNTY,SADDLEBACK CCD PD,6,0,2,8
ORANGE COUNTY,SANTA ANA PD,348,5,36,389
ORANGE COUNTY,SANTA ANA UNIF SCHL DIST PD,25,0,0,25
ORANGE COUNTY,SEAL BEACH PD,38,0,0,38
ORANGE COUNTY,TUSTIN PD,94,6,14,114
ORANGE COUNTY,UC IRVINE PD,45,0,10,55
ORANGE COUNTY,WEST CITIES COMM CTR,0,0,18,18
ORANGE COUNTY,WESTMINSTER PD,82,5,12,99
PLACER COUNTY,AUBURN PD,19,4,9,32
PLACER COUNTY,LINCOLN PD,26,0,8,34
PLACER COUNTY,PLACER CO DA,17,1,0,18
PLACER COUNTY,PLACER COUNTY SO,248,86,27,361
PLACER COUNTY,ROCKLIN PD,59,3,13,75
PLACER COUNTY,ROSEVILLE PD,133,2,25,160
PLACER COUNTY,UNION PACIFIC RAILROAD,28,0,0,28
PLUMAS COUNTY,PLUMAS CO SO,31,4,6,41
RIVERSIDE COUNTY,BANNING PD,30,2,8,40
RIVERSIDE COUNTY,BEAUMONT PD,48,0,13,61
RIVERSIDE COUNTY,BLYTHE PD,19,0,6,25
RIVERSIDE COUNTY,CATHEDRAL CITY PD,47,2,19,68
RIVERSIDE COUNTY,CORONA PD,149,0,23,172
RIVERSIDE COUNTY,DESERT HOT SPRINGS PD,29,1,0,30
RIVERSIDE COUNTY,HEMET PD,68,0,15,83
RIVERSIDE COUNTY,INDIO PD,65,0,14,79
RIVERSIDE COUNTY,MENIFEE PD,68,1,0,69
RIVERSIDE COUNTY,MURRIETA PD,102,2,38,142
RIVERSIDE COUNTY,PALM SPRINGS PD,94,4,15,113
RIVERSIDE COUNTY,RIVERSIDE CCD PD,17,0,0,17
RIVERSIDE COUNTY,RIVERSIDE CO DA,114,0,2,116
RIVERSIDE COUNTY,RIVERSIDE CO PUBLIC SOCIAL SER,24,0,0,24
RIVERSIDE COUNTY,RIVERSIDE CO SD,2363,32,167,2562
RIVERSIDE COUNTY,RIVERSIDE PD,356,0,52,408
RIVERSIDE COUNTY,UC RIVERSIDE PD,26,0,6,32
RIVERSIDE COUNTY,VAL VERDE UNIF SCH DIST PD,6,8,0,14
SACRAMENTO COUNTY,AMTRAK PD,29,0,0,29
SACRAMENTO COUNTY,CA ALCOHOLIC BEVERAGE CONTROL,181,0,0,181
SACRAMENTO COUNTY,CA ASSEMBLY SGT AT ARMS LEGIS,18,0,0,18
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF DEN BD,12,0,0,12
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF INVEST,127,0,0,127
SACRAMENTO COUNTY,CA DEPT DEVELOPMENTAL OPS,82,0,0,82
SACRAMENTO COUNTY,CA DEPT EMPLOYMENT DEVELOPMENT,31,0,0,31
SACRAMENTO COUNTY,CA DEPT FISH & WILDLIFE,386,0,0,386
SACRAMENTO COUNTY,CA DEPT HEALTH CARE SVCS,65,0,0,65
SACRAMENTO COUNTY,CA DEPT INSURANCE FRAUD,179,0,0,179
SACRAMENTO COUNTY,CA DEPT JUSTICE,258,0,0,258
SACRAMENTO COUNTY,CA DEPT MOTOR VEHICLES,202,0,0,202
SACRAMENTO COUNTY,CA DEPT PARKS & RECREATION,536,0,42,578
SACRAMENTO COUNTY,CA DEPT PUB HEALTH FOOD/DRUG,77,0,0,77
SACRAMENTO COUNTY,CA DEPT SOCIAL SERVICES,60,0,0,60
SACRAMENTO COUNTY,CA DEPT STATE HOSPITALS,59,0,0,59
SACRAMENTO COUNTY,CA DEPT TOXIC SUBSTANCES CNTL,11,0,0,11
SACRAMENTO COUNTY,CA FRANCHISE TAX BOARD,31,0,0,31
SACRAMENTO COUNTY,CA HIGHWAY PATROL,6663,0,863,7526
SACRAMENTO COUNTY,CA HORSE RACING BOARD,14,0,0,14
SACRAMENTO COUNTY,CA OFFICE OF LE SUPPORT (OLES),5,0,0,5
SACRAMENTO COUNTY,CA SECRETARY OF STATE OFC INV,3,0,0,3
SACRAMENTO COUNTY,CA STATE FAIR PD,2,1,0,3
SACRAMENTO COUNTY,CA STATE LOTTERY,34,0,0,34
SACRAMENTO COUNTY,CAL - OES,18,1,0,19
SACRAMENTO COUNTY,CAL FIRE,166,0,0,166
SACRAMENTO COUNTY,CITRUS HEIGHTS PD,75,6,23,104
SACRAMENTO COUNTY,CSU SACRAMENTO UNIVERSITY PD,20,0,7,27
SACRAMENTO COUNTY,"DEPT CANNABIS CNTL, ENF DIV",41,0,0,41
SACRAMENTO COUNTY,ELK GROVE PD,132,0,20,152
SACRAMENTO COUNTY,FOLSOM PD,70,3,14,87
SACRAMENTO COUNTY,GALT PD,29,2,8,39
SACRAMENTO COUNTY,LOS RIOS CCD PD,17,0,7,24
SACRAMENTO COUNTY,SACRAMENTO CO CORONER,16,0,0,16
SACRAMENTO COUNTY,SACRAMENTO CO DA,41,0,0,41
SACRAMENTO COUNTY,SACRAMENTO CO HUMAN ASST INV,21,0,0,21
SACRAMENTO COUNTY,SACRAMENTO CO REG PARKS DEPT,31,2,0,33
SACRAMENTO COUNTY,SACRAMENTO CO SD,1300,376,72,1748
SACRAMENTO COUNTY,SACRAMENTO PD,704,83,80,867
SACRAMENTO COUNTY,TWIN RIVERS USD PD,14,4,5,23
SAN BENITO COUNTY,HOLLISTER PD,34,2,0,36
SAN BENITO COUNTY,SAN BENITO CO DA,3,0,0,3
SAN BENITO COUNTY,SAN BENITO CO SO,57,12,0,69
SAN BERNARDINO COUNTY,APPLE VALLEY UNIF SCH DIST PD,9,1,2,12
SAN BERNARDINO COUNTY,BARSTOW PD,37,1,8,46
SAN BERNARDINO COUNTY,BURLINGTON NORTHRN SANTA FE RR,34,0,0,34
SAN BERNARDINO COUNTY,CHAFFEY CCD PD,12,0,0,12
SAN BERNARDINO COUNTY,CHINO PD,114,1,18,133
SAN BERNARDINO COUNTY,COLTON PD,52,0,11,63
SAN BERNARDINO COUNTY,CSU SAN BERNARDINO PD,16,0,7,23
SAN BERNARDINO COUNTY,FONTANA PD,195,7,27,229
SAN BERNARDINO COUNTY,FONTANA UNIFIED SCHOOL DIST,14,0,10,24
SAN BERNARDINO COUNTY,HESPERIA UNIFIED SCHOOL DIST,9,0,0,9
SAN BERNARDINO COUNTY,MONTCLAIR PD,49,5,8,62
SAN BERNARDINO COUNTY,ONTARIO PD,265,7,34,306
SAN BERNARDINO COUNTY,REDLANDS PD,77,1,13,91
SAN BERNARDINO COUNTY,RIALTO PD,110,1,12,123
SAN BERNARDINO COUNTY,SAN BERNARDINO CCD PD,9,2,1,12
SAN BERNARDINO COUNTY,SAN BERNARDINO CO DA,61,0,0,61
SAN BERNARDINO COUNTY,SAN BERNARDINO CO HUMAN SVCS,22,0,0,22
SAN BERNARDINO COUNTY,SAN BERNARDINO CO SD,1895,137,169,2201
SAN BERNARDINO COUNTY,SAN BERNARDINO PD,238,12,25,275
SAN BERNARDINO COUNTY,SAN BERNARDINO UNIF SCHL DIST,29,3,5,37
SAN BERNARDINO COUNTY,SNOWLINE JOINT UNIF SCHL DIST,3,3,0,6
SAN BERNARDINO COUNTY,UPLAND PD,66,5,12,83
SAN BERNARDINO COUNTY,VICTOR VALLEY COLLEGE PD,7,5,0,12
SAN DIEGO COUNTY,CA DEPT OF FIN PROT AND INNOV,5,0,0,5
SAN DIEGO COUNTY,CARLSBAD PD,121,1,18,140
SAN DIEGO COUNTY,CHULA VISTA PD,231,2,31,264
SAN DIEGO COUNTY,CORONADO PD,45,2,10,57
SAN DIEGO COUNTY,CSU SAN DIEGO PD,31,0,8,39
SAN DIEGO COUNTY,CSU SAN MARCOS DPS,18,0,6,24
SAN DIEGO COUNTY,EL CAJON PD,114,21,18,153
SAN DIEGO COUNTY,ESCONDIDO PD,139,7,27,173
SAN DIEGO COUNTY,LA MESA PD,59,1,21,81
SAN DIEGO COUNTY,MIRA COSTA CCD PD,8,0,6,14
SAN DIEGO COUNTY,NATIONAL CITY PD,80,2,13,95
SAN DIEGO COUNTY,OCEANSIDE PD,193,1,30,224
SAN DIEGO COUNTY,PALOMAR CCD PD,10,4,0,14
SAN DIEGO COUNTY,SAN DIEGO CCD PD,36,0,12,48
SAN DIEGO COUNTY,SAN DIEGO CITY SCHOOLS PD,34,0,7,41
SAN DIEGO COUNTY,SAN DIEGO CO DA,127,0,0,127
SAN DIEGO COUNTY,SAN DIEGO CO PUBLIC ASST INV,39,0,0,39
SAN DIEGO COUNTY,SAN DIEGO CO SD,2692,90,150,2932
SAN DIEGO COUNTY,"SAN DIEGO HARBOR PD, PORT OF",120,0,13,133
SAN DIEGO COUNTY,SAN DIEGO PD,1840,13,159,2012
