County,Agency,Sworn,Reserve,Dispatcher,Total
GLENN COUNTY,GLENN CO SD/CORONER,45,4,7,56
GLENN COUNTY,ORLAND PD,9,0,0,9
HUMBOLDT COUNTY,ARCATA PD,22,4,6,32
HUMBOLDT COUNTY,CSU HUMBOLDT DPS,12,0,8,20
HUMBOLDT COUNTY,EUREKA PD,46,4,12,62
HUMBOLDT COUNTY,FERNDALE PD,6,4,0,10
HUMBOLDT COUNTY,FORTUNA PD,18,2,7,27
HUMBOLDT COUNTY,HUMBOLDT CO DA,9,0,0,9
HUMBOLDT COUNTY,HUMBOLDT CO SD,186,10,12,208
HUMBOLDT COUNTY,HUMBOLDT DEPT WELFARE/INVEST,7,0,0,7
HUMBOLDT COUNTY,RIO DELL PD,3,1,0,4
IMPERIAL COUNTY,BRAWLEY PD,30,4,6,40
IMPERIAL COUNTY,CALEXICO PD,20,3,5,28
IMPERIAL COUNTY,CALIPATRIA PD,6,6,0,12
IMPERIAL COUNTY,EL CENTRO PD,45,0,10,55
IMPERIAL COUNTY,IMPERIAL CO DA,18,0,0,18
IMPERIAL COUNTY,IMPERIAL CO SD,96,14,12,122
IMPERIAL COUNTY,IMPERIAL PD,15,2,0,17
IMPERIAL COUNTY,WESTMORLAND PD,5,6,0,11
INYO COUNTY,BISHOP PD,12,5,7,24
INYO COUNTY,INYO CO DA,2,0,0,2
INYO COUNTY,INYO COUNTY SD,33,18,5,56
KERN COUNTY,ARVIN PD,18,3,5,26
KERN COUNTY,BAKERSFIELD PD,375,8,36,419
KERN COUNTY,BEAR VALLEY PD,4,1,0,5
KERN COUNTY,CALIFORNIA CITY PD,17,7,8,32
KERN COUNTY,CSU BAKERSFIELD DPS,14,0,6,20
KERN COUNTY,DELANO PD,46,2,9,57
KERN COUNTY,KERN CO DA,23,0,0,23
KERN COUNTY,KERN CO-DEPT OF PARKS & REC,5,1,0,6
KERN COUNTY,KERN COUNTY SD,841,51,36,928
KERN COUNTY,KERN HIGH SCHOOL DISTRICT PD,28,0,0,28
KERN COUNTY,MCFARLAND PD,12,1,6,19
KERN COUNTY,RIDGECREST PD,29,12,5,46
KERN COUNTY,SHAFTER PD,25,1,6,32
KERN COUNTY,STALLION SPRINGS PD,4,0,0,4
KERN COUNTY,TAFT PD,17,3,5,25
KERN COUNTY,TEHACHAPI PD,16,1,7,24
KINGS COUNTY,AVENAL PD,16,3,0,19
KINGS COUNTY,CORCORAN PD,14,2,6,22
KINGS COUNTY,HANFORD PD,54,0,15,69
KINGS COUNTY,KINGS CO DA,14,0,0,14
KINGS COUNTY,KINGS CO SHERIFF'S OFFICE,195,9,16,220
KINGS COUNTY,"KINGS CO-HUMAN SVCS,WELFARE FD",5,0,0,5
KINGS COUNTY,LEMOORE PD,32,6,0,38
LAKE COUNTY,CLEARLAKE PD,19,1,5,25
LAKE COUNTY,LAKE CO DA,5,0,1,6
LAKE COUNTY,LAKE CO SD,47,0,9,56
LAKE COUNTY,LAKEPORT PD,11,1,0,12
LASSEN COUNTY,LASSEN CO DA,1,0,0,1
LASSEN COUNTY,LASSEN CO SD,58,6,10,74
LASSEN COUNTY,SUSANVILLE PD,16,0,0,16
LOS ANGELES COUNTY,ALHAMBRA PD,78,3,13,94
LOS ANGELES COUNTY,ARCADIA PD,63,6,9,78
LOS ANGELES COUNTY,AZUSA PD,59,7,11,77
LOS ANGELES COUNTY,BALDWIN PARK PD,69,1,10,80
LOS ANGELES COUNTY,BALDWIN PARK UNIF SCH DIST PD,6,0,0,6
LOS ANGELES COUNTY,BELL GARDENS PD,51,0,6,57
LOS ANGELES COUNTY,BELL PD,30,6,5,41
LOS ANGELES COUNTY,BEVERLY HILLS PD,128,12,18,158
LOS ANGELES COUNTY,BURBANK AIRPORT AUTH PD,30,0,0,30
LOS ANGELES COUNTY,BURBANK PD,150,9,18,177
LOS ANGELES COUNTY,CA DEPT INDUSTRIAL RELATIONS,3,0,0,3
LOS ANGELES COUNTY,CA DEPT OF BUSINESS OVERSIGHT,5,0,0,5
LOS ANGELES COUNTY,CERRITOS CCD PD,13,0,0,13
LOS ANGELES COUNTY,CLAREMONT PD,38,3,7,48
LOS ANGELES COUNTY,COMPTON UNIF SCH DIST PD,21,0,0,21
LOS ANGELES COUNTY,COVINA PD,53,2,11,66
LOS ANGELES COUNTY,CSU DOMINGUEZ HILLS DPS,19,0,7,26
LOS ANGELES COUNTY,CSU LONG BEACH PD,24,0,12,36
LOS ANGELES COUNTY,CSU LOS ANGELES DPS,20,0,7,27
LOS ANGELES COUNTY,CSU NORTHRIDGE DEPT POLICE SVS,22,0,6,28
LOS ANGELES COUNTY,CSU POMONA DPS,20,0,5,25
LOS ANGELES COUNTY,CULVER CITY PD,104,14,0,118
LOS ANGELES COUNTY,DOWNEY PD,110,0,15,125
LOS ANGELES COUNTY,EL CAMINO CCD PD,23,2,7,32
LOS ANGELES COUNTY,EL MONTE PD,117,24,15,156
LOS ANGELES COUNTY,EL SEGUNDO PD,56,0,0,56
LOS ANGELES COUNTY,GARDENA PD,93,6,0,99
LOS ANGELES COUNTY,GLENDALE CCD PD,9,0,0,9
LOS ANGELES COUNTY,GLENDALE PD,228,13,22,263
LOS ANGELES COUNTY,GLENDORA PD,50,4,10,64
LOS ANGELES COUNTY,HACIENDA LA PUENTE USD,6,0,0,6
LOS ANGELES COUNTY,HAWTHORNE PD,91,5,0,96
LOS ANGELES COUNTY,HERMOSA BEACH PD,37,1,0,38
LOS ANGELES COUNTY,HUNTINGTON PARK PD,52,5,8,65
LOS ANGELES COUNTY,INGLEWOOD PD,176,0,18,194
LOS ANGELES COUNTY,INGLEWOOD UNIF SCH DIST PD,7,2,0,9
LOS ANGELES COUNTY,IRWINDALE PD,25,2,6,33
LOS ANGELES COUNTY,LA VERNE PD,37,10,8,55
LOS ANGELES COUNTY,LONG BEACH PD,826,45,66,937
LOS ANGELES COUNTY,LOS ANGELES CITY DPT GEN SVCS,3,0,9,12
LOS ANGELES COUNTY,LOS ANGELES CITY HOUSING AUTH,1,0,0,1
LOS ANGELES COUNTY,LOS ANGELES CITY PARK RANGER,17,0,0,17
LOS ANGELES COUNTY,LOS ANGELES CO CORONER,50,0,0,50
LOS ANGELES COUNTY,LOS ANGELES CO DA,265,0,0,265
LOS ANGELES COUNTY,LOS ANGELES CO SD,9507,653,513,10673
LOS ANGELES COUNTY,LOS ANGELES PD,9800,398,531,10729
LOS ANGELES COUNTY,LOS ANGELES PORT PD,128,0,7,135
LOS ANGELES COUNTY,LOS ANGELES SCHOOL PD,362,0,0,362
LOS ANGELES COUNTY,LOS ANGELES WORLD AIRPORTS PD,525,0,0,525
LOS ANGELES COUNTY,MANHATTAN BEACH PD,59,3,0,62
LOS ANGELES COUNTY,MONROVIA PD,46,3,9,58
LOS ANGELES COUNTY,MONTEBELLO PD,65,9,9,83
LOS ANGELES COUNTY,MONTEBELLO UNIFIED SCHOOL DIST,4,0,0,4
LOS ANGELES COUNTY,MONTEREY PARK PD,70,21,12,103
LOS ANGELES COUNTY,PALOS VERDES ESTATES PD,23,10,9,42
LOS ANGELES COUNTY,PASADENA CITY CCD PD,9,0,7,16
LOS ANGELES COUNTY,PASADENA PD,221,13,25,259
LOS ANGELES COUNTY,POMONA PD,146,11,30,187
LOS ANGELES COUNTY,REDONDO BEACH PD,96,15,14,125
LOS ANGELES COUNTY,SAN FERNANDO PD,28,19,8,55
LOS ANGELES COUNTY,SAN GABRIEL PD,53,4,5,62
LOS ANGELES COUNTY,SAN MARINO PD,25,0,6,31
LOS ANGELES COUNTY,SANTA MONICA CCD PD,20,0,7,27
LOS ANGELES COUNTY,SANTA MONICA OFFICE EMER MGT,0,0,28,28
LOS ANGELES COUNTY,SANTA MONICA PD,207,0,0,207
LOS ANGELES COUNTY,SIERRA MADRE PD,16,6,6,28
LOS ANGELES COUNTY,SIGNAL HILL PD,34,0,7,41
LOS ANGELES COUNTY,SOUTH BAY REG PUB COMM AUTH,0,0,58,58
LOS ANGELES COUNTY,SOUTH GATE PD,76,1,9,86
LOS ANGELES COUNTY,SOUTH PASADENA PD,33,5,7,45
LOS ANGELES COUNTY,TORRANCE PD,207,1,24,232
LOS ANGELES COUNTY,UC LOS ANGELES PD,51,0,13,64
LOS ANGELES COUNTY,VERNON PD,38,0,8,46
LOS ANGELES COUNTY,WEST COVINA PD,96,6,15,117
LOS ANGELES COUNTY,WHITTIER PD,115,1,13,129
MADERA COUNTY,CHOWCHILLA PD,16,2,8,26
MADERA COUNTY,MADERA CO DA,10,0,0,10
MADERA COUNTY,MADERA CO SD,82,22,10,114
MADERA COUNTY,MADERA PD,64,0,11,75
MARIN COUNTY,BELVEDERE PD,7,0,0,7
MARIN COUNTY,CENTRAL MARIN POLICE AUTHORITY,41,4,0,45
MARIN COUNTY,FAIRFAX PD,11,1,4,16
MARIN COUNTY,MARIN CCD PD,6,0,0,6
MARIN COUNTY,MARIN CO DA,12,0,0,12
MARIN COUNTY,MARIN CO SD,200,0,51,251
MARIN COUNTY,MARIN MUNCPL WATER DIST,6,0,0,6
MARIN COUNTY,MILL VALLEY PD,20,1,0,21
MARIN COUNTY,NOVATO PD,59,0,13,72
MARIN COUNTY,ROSS PD,8,2,0,10
MARIN COUNTY,SAN RAFAEL PD,66,4,16,86
MARIN COUNTY,SAUSALITO PD,20,0,0,20
MARIN COUNTY,TIBURON PD,13,7,0,20
MARIPOSA COUNTY,MARIPOSA CO DA,1,0,0,1
MARIPOSA COUNTY,MARIPOSA CO SD,58,14,0,72
MENDOCINO COUNTY,FORT BRAGG PD,15,0,0,15
MENDOCINO COUNTY,MENDOCINO CO DA,6,0,0,6
MENDOCINO COUNTY,MENDOCINO CO HEALTH/HUMAN SVCS,5,0,0,5
MENDOCINO COUNTY,MENDOCINO CO SD,134,4,15,153
MENDOCINO COUNTY,UKIAH PD,32,0,11,43
MENDOCINO COUNTY,WILLITS PD,11,3,5,19
MERCED COUNTY,ATWATER PD,25,3,5,33
MERCED COUNTY,DOS PALOS PD,7,4,5,16
MERCED COUNTY,GUSTINE PD,9,0,0,9
MERCED COUNTY,LIVINGSTON PD,20,4,6,30
MERCED COUNTY,LOS BANOS PD,40,1,10,51
MERCED COUNTY,MERCED CCD PD,4,0,0,4
MERCED COUNTY,MERCED CO DA,7,0,0,7
MERCED COUNTY,MERCED CO SD,105,31,13,149
MERCED COUNTY,MERCED PD,86,10,12,108
MERCED COUNTY,UC MERCED PD,11,0,5,16
MODOC COUNTY,ALTURAS PD,7,3,0,10
MODOC COUNTY,MODOC CO SD,10,0,6,16
MONO COUNTY,MAMMOTH LAKES PD,11,1,0,12
MONO COUNTY,MONO CO DA,1,0,0,1
MONO COUNTY,MONO CO SD,21,0,15,36
MONTEREY COUNTY,CARMEL PD,13,0,5,18
MONTEREY COUNTY,CSU MONTEREY BAY PD,12,0,0,12
MONTEREY COUNTY,DEL REY OAKS PD,6,5,0,11
MONTEREY COUNTY,GONZALES PD,10,0,0,10
MONTEREY COUNTY,GREENFIELD PD,19,1,0,20
MONTEREY COUNTY,KING CITY PD,17,0,0,17
MONTEREY COUNTY,MARINA PD,26,2,0,28
MONTEREY COUNTY,MONTEREY CO DA,29,0,0,29
MONTEREY COUNTY,MONTEREY CO EMER COMM,0,0,66,66
MONTEREY COUNTY,MONTEREY CO SHERIFF'S OFFICE,306,3,0,309
MONTEREY COUNTY,MONTEREY PD,49,0,0,49
MONTEREY COUNTY,MONTEREY REG AIRPORT DIST PD,6,0,0,6
MONTEREY COUNTY,PACIFIC GROVE PD,20,4,0,24
MONTEREY COUNTY,SALINAS PD,147,7,0,154
MONTEREY COUNTY,SAND CITY PD,10,4,0,14
MONTEREY COUNTY,SEASIDE PD,30,1,0,31
MONTEREY COUNTY,SOLEDAD PD,15,7,0,22
NAPA COUNTY,CALISTOGA PD,11,0,6,17
NAPA COUNTY,NAPA CO DA,10,0,0,10
NAPA COUNTY,NAPA CO SD,103,0,0,103
NAPA COUNTY,NAPA PD,72,0,30,102
NAPA COUNTY,NAPA VALLEY COLLEGE DPS,4,0,0,4
NAPA COUNTY,NAPA VALLEY RR PD,2,0,0,2
NAPA COUNTY,SAINT HELENA PD,12,1,7,20
NEVADA COUNTY,GRASS VALLEY PD,24,8,0,32
NEVADA COUNTY,NEVADA CITY PD,12,5,0,17
NEVADA COUNTY,NEVADA CO DA,4,0,0,4
NEVADA COUNTY,NEVADA CO SD,61,5,10,76
NEVADA COUNTY,TRUCKEE PD,23,2,0,25
ORANGE COUNTY,ANAHEIM PD,390,5,34,429
ORANGE COUNTY,BREA PD,58,0,15,73
ORANGE COUNTY,BUENA PARK PD,87,5,19,111
ORANGE COUNTY,COAST CCD PD,1,0,0,1
ORANGE COUNTY,COSTA MESA PD,124,4,21,149
ORANGE COUNTY,CSU FULLERTON PD,30,0,8,38
ORANGE COUNTY,CYPRESS PD,50,0,0,50
ORANGE COUNTY,FOUNTAIN VALLEY PD,53,0,10,63
ORANGE COUNTY,FULLERTON PD,136,4,18,158
ORANGE COUNTY,GARDEN GROVE PD,164,21,18,203
ORANGE COUNTY,HUNTINGTON BEACH PD,204,9,29,242
ORANGE COUNTY,IRVINE PD,216,3,17,236
ORANGE COUNTY,IRVINE VALLEY CCD PD,7,0,5,12
ORANGE COUNTY,LA HABRA PD,62,4,15,81
ORANGE COUNTY,LA PALMA PD,18,3,8,29
ORANGE COUNTY,LAGUNA BEACH PD,47,5,11,63
ORANGE COUNTY,LOS ALAMITOS PD,22,2,0,24
ORANGE COUNTY,NEWPORT BEACH PD,135,8,21,164
ORANGE COUNTY,ORANGE CO DA,171,0,0,171
ORANGE COUNTY,ORANGE CO SD/CORONER,1916,180,57,2153
ORANGE COUNTY,ORANGE PD,147,8,19,174
ORANGE COUNTY,PLACENTIA PD,43,4,10,57
ORANGE COUNTY,SADDLEBACK CCD PD,6,0,2,8
ORANGE COUNTY,SANTA ANA PD,308,5,32,345
ORANGE COUNTY,SANTA ANA UNIF SCHL DIST PD,20,0,0,20
ORANGE COUNTY,SEAL BEACH PD,33,3,0,36
ORANGE COUNTY,TUSTIN PD,88,9,13,110
ORANGE COUNTY,UC IRVINE PD,38,0,8,46
ORANGE COUNTY,WEST CITIES COMM CTR,0,0,24,24
ORANGE COUNTY,WESTMINSTER PD,74,4,12,90
PLACER COUNTY,AUBURN PD,19,3,7,29
PLACER COUNTY,LINCOLN PD,22,0,5,27
PLACER COUNTY,PLACER CO DA,19,0,0,19
PLACER COUNTY,PLACER COUNTY SD,250,81,26,357
PLACER COUNTY,ROCKLIN PD,52,6,14,72
PLACER COUNTY,ROSEVILLE PD,123,3,24,150
PLACER COUNTY,UNION PACIFIC RAILROAD,50,0,0,50
PLUMAS COUNTY,PLUMAS CO SD,32,8,9,49
RIVERSIDE COUNTY,BANNING PD,26,2,8,36
RIVERSIDE COUNTY,BEAUMONT PD,42,0,9,51
RIVERSIDE COUNTY,BLYTHE PD,21,0,7,28
RIVERSIDE COUNTY,CATHEDRAL CITY PD,50,9,18,77
RIVERSIDE COUNTY,CORONA PD,154,0,23,177
RIVERSIDE COUNTY,DESERT HOT SPRINGS PD,32,1,0,33
RIVERSIDE COUNTY,HEMET PD,75,0,17,92
RIVERSIDE COUNTY,INDIO PD,62,0,15,77
RIVERSIDE COUNTY,MURRIETA PD,87,4,20,111
RIVERSIDE COUNTY,PALM SPRINGS PD,93,4,14,111
RIVERSIDE COUNTY,RIVERSIDE CCD PD,21,5,0,26
RIVERSIDE COUNTY,RIVERSIDE CO DA,110,0,2,112
RIVERSIDE COUNTY,RIVERSIDE CO PUBLIC SOCIAL SER,18,0,0,18
RIVERSIDE COUNTY,RIVERSIDE CO SD,1844,36,166,2046
RIVERSIDE COUNTY,RIVERSIDE PD,343,1,49,393
RIVERSIDE COUNTY,UC RIVERSIDE PD,32,0,8,40
SACRAMENTO COUNTY,CA ALCOHOLIC BEVERAGE CONTROL,195,0,0,195
SACRAMENTO COUNTY,CA ASSEMBLY SGT AT ARMS LEGIS,27,0,0,27
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF DEN BD,16,0,0,16
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF INVEST,119,0,0,119
SACRAMENTO COUNTY,CA DEPT DEVELOPMENTAL OPS,83,0,0,83
SACRAMENTO COUNTY,CA DEPT EMPLOYMENT DEVELOPMENT,37,0,0,37
SACRAMENTO COUNTY,CA DEPT FISH & WILDLIFE,366,0,0,366
SACRAMENTO COUNTY,CA DEPT HEALTH CARE SVCS,84,0,0,84
SACRAMENTO COUNTY,CA DEPT INSURANCE FRAUD,180,0,0,180
SACRAMENTO COUNTY,CA DEPT JUSTICE,281,0,0,281
SACRAMENTO COUNTY,CA DEPT MOTOR VEHICLES,194,0,0,194
SACRAMENTO COUNTY,CA DEPT OF MANAGED HEALTH CARE,1,0,0,1
SACRAMENTO COUNTY,CA DEPT PARKS & RECREATION,520,0,51,571
SACRAMENTO COUNTY,CA DEPT PUB HEALTH FOOD/DRUG,102,0,0,102
SACRAMENTO COUNTY,CA DEPT SOCIAL SERVICES,49,0,0,49
SACRAMENTO COUNTY,CA DEPT STATE HOSPITALS,37,0,0,37
SACRAMENTO COUNTY,CA DEPT TOXIC SUBSTANCES CNTL,12,0,0,12
SACRAMENTO COUNTY,CA FRANCHISE TAX BOARD,41,0,0,41
SACRAMENTO COUNTY,CA HIGHWAY PATROL,7328,0,856,8184
SACRAMENTO COUNTY,CA HORSE RACING BOARD,7,0,0,7
SACRAMENTO COUNTY,CA SECRETARY OF STATE OFC INV,5,0,0,5
SACRAMENTO COUNTY,CA STATE FAIR PD,4,1,0,5
SACRAMENTO COUNTY,CA STATE LOTTERY,30,0,0,30
SACRAMENTO COUNTY,CAL - OES,12,0,0,12
SACRAMENTO COUNTY,CAL FIRE,188,0,0,188
SACRAMENTO COUNTY,CITRUS HEIGHTS PD,86,6,22,114
SACRAMENTO COUNTY,CSU SACRAMENTO UNIVERSITY PD,21,0,5,26
SACRAMENTO COUNTY,ELK GROVE PD,139,0,23,162
SACRAMENTO COUNTY,FOLSOM PD,72,4,17,93
SACRAMENTO COUNTY,GALT PD,32,2,10,44
SACRAMENTO COUNTY,LOS RIOS CCD PD,21,1,5,27
SACRAMENTO COUNTY,SACRAMENTO CO CORONER,14,0,0,14
SACRAMENTO COUNTY,SACRAMENTO CO DA,44,0,0,44
SACRAMENTO COUNTY,SACRAMENTO CO HUMAN ASST INV,24,0,0,24
SACRAMENTO COUNTY,SACRAMENTO CO REG PARKS DEPT,26,2,0,28
SACRAMENTO COUNTY,SACRAMENTO CO SD,1313,394,65,1772
SACRAMENTO COUNTY,SACRAMENTO PD,660,101,88,849
SACRAMENTO COUNTY,TWIN RIVERS USD PD,22,4,5,31
SAN BENITO COUNTY,HOLLISTER PD,31,1,0,32
SAN BENITO COUNTY,SAN BENITO CO DA,2,0,0,2
SAN BENITO COUNTY,SAN BENITO CO SD,53,7,0,60
SAN BERNARDINO COUNTY,BARSTOW PD,37,1,12,50
SAN BERNARDINO COUNTY,BURLINGTON NORTHRN SANTA FE RR,34,0,0,34
SAN BERNARDINO COUNTY,CHAFFEY CCD PD,12,0,0,12
SAN BERNARDINO COUNTY,COLTON PD,51,0,12,63
SAN BERNARDINO COUNTY,CSU SAN BERNARDINO DPS,18,0,10,28
SAN BERNARDINO COUNTY,FONTANA PD,177,1,27,205
SAN BERNARDINO COUNTY,FONTANA UNIFIED SCHOOL DIST,16,0,10,26
SAN BERNARDINO COUNTY,HESPERIA UNIFIED SCHOOL DIST,8,0,0,8
SAN BERNARDINO COUNTY,MONTCLAIR PD,43,6,10,59
SAN BERNARDINO COUNTY,ONTARIO PD,267,9,44,320
SAN BERNARDINO COUNTY,REDLANDS PD,78,3,15,96
SAN BERNARDINO COUNTY,RIALTO PD,104,1,11,116
SAN BERNARDINO COUNTY,SAN BERNARDINO CCD PD,7,0,2,9
SAN BERNARDINO COUNTY,SAN BERNARDINO CO DA,52,0,0,52
SAN BERNARDINO COUNTY,SAN BERNARDINO CO SD,2052,174,167,2393
SAN BERNARDINO COUNTY,SAN BERNARDINO PD,243,17,34,294
SAN BERNARDINO COUNTY,SAN BERNARDINO UNIF SCHL DIST,26,6,7,39
SAN BERNARDINO COUNTY,SNOWLINE JOINT UNIF SCHL DIST,3,2,0,5
SAN BERNARDINO COUNTY,UPLAND PD,62,5,16,83
SAN BERNARDINO COUNTY,VICTOR VALLEY COLLEGE PD,4,4,0,8
SAN DIEGO COUNTY,CARLSBAD PD,113,3,19,135
SAN DIEGO COUNTY,CHULA VISTA PD,220,4,24,248
SAN DIEGO COUNTY,CORONADO PD,43,1,7,51
SAN DIEGO COUNTY,CSU SAN DIEGO DPS,27,0,9,36
SAN DIEGO COUNTY,CSU SAN MARCOS DPS,19,0,7,26
SAN DIEGO COUNTY,EL CAJON PD,112,24,19,155
SAN DIEGO COUNTY,ESCONDIDO PD,155,10,24,189
SAN DIEGO COUNTY,LA MESA PD,67,2,20,89
SAN DIEGO COUNTY,MIRA COSTA CCD PD,9,0,4,13
SAN DIEGO COUNTY,NATIONAL CITY PD,86,6,15,107
SAN DIEGO COUNTY,OCEANSIDE PD,207,1,26,234
SAN DIEGO COUNTY,PALOMAR CCD PD,9,2,0,11
SAN DIEGO COUNTY,SAN DIEGO CCD PD,35,0,9,44
SAN DIEGO COUNTY,SAN DIEGO CITY SCHOOLS PD,38,0,8,46
SAN DIEGO COUNTY,SAN DIEGO CO DA,125,1,0,126
SAN DIEGO COUNTY,SAN DIEGO CO SD,2685,76,151,2912
SAN DIEGO COUNTY,"SAN DIEGO HARBOR PD, PORT OF",127,0,13,140
SAN DIEGO COUNTY,SAN DIEGO PD,1748,64,175,1987
SAN DIEGO COUNTY,SOUTHWESTERN CCD PD,10,0,0,10
SAN DIEGO COUNTY,UC SAN DIEGO PD,37,0,9,46
SAN FRANCISCO COUNTY,CSU SAN FRANCISCO PD,27,0,4,31
SAN FRANCISCO COUNTY,SAN FRAN INT'L AIRPORT COMM,0,0,35,35
