County,Agency,Sworn,Reserve,Dispatcher,Total
FRESNO COUNTY,SANGER PD,37,1,0,38
FRESNO COUNTY,SELMA PD,35,1,7,43
FRESNO COUNTY,STATE CENTER CCD PD,19,0,5,24
GLENN COUNTY,GLENN CO DA,1,0,0,1
GLENN COUNTY,GLENN CO SD/CORONER,45,4,7,56
GLENN COUNTY,ORLAND PD,12,0,0,12
HUMBOLDT COUNTY,ARCATA PD,27,3,8,38
HUMBOLDT COUNTY,CSU HUMBOLDT DPS,12,0,7,19
HUMBOLDT COUNTY,EUREKA PD,45,2,10,57
HUMBOLDT COUNTY,FERNDALE PD,6,0,0,6
HUMBOLDT COUNTY,FORTUNA PD,18,1,8,27
HUMBOLDT COUNTY,HUMBOLDT CO DA,9,0,0,9
HUMBOLDT COUNTY,HUMBOLDT CO SD,188,11,10,209
HUMBOLDT COUNTY,HUMBOLDT DEPT WELFARE/INVEST,8,0,0,8
HUMBOLDT COUNTY,RIO DELL PD,6,1,0,7
IMPERIAL COUNTY,BRAWLEY PD,30,4,7,41
IMPERIAL COUNTY,CALEXICO PD,19,4,6,29
IMPERIAL COUNTY,CALIPATRIA PD,6,2,0,8
IMPERIAL COUNTY,EL CENTRO PD,46,1,11,58
IMPERIAL COUNTY,IMPERIAL CO DA,17,0,0,17
IMPERIAL COUNTY,IMPERIAL CO SD,94,10,14,118
IMPERIAL COUNTY,IMPERIAL PD,16,1,0,17
IMPERIAL COUNTY,WESTMORLAND PD,6,4,0,10
INYO COUNTY,BISHOP PD,12,4,7,23
INYO COUNTY,INYO CO DA,2,0,0,2
INYO COUNTY,INYO COUNTY SD,36,19,5,60
KERN COUNTY,ARVIN PD,15,3,5,23
KERN COUNTY,BAKERSFIELD PD,389,8,36,433
KERN COUNTY,BEAR VALLEY PD,5,0,0,5
KERN COUNTY,CALIFORNIA CITY PD,11,7,6,24
KERN COUNTY,CSU BAKERSFIELD DPS,12,0,7,19
KERN COUNTY,DELANO PD,52,2,8,62
KERN COUNTY,KERN CO DA,27,0,0,27
KERN COUNTY,KERN CO-DEPT OF PARKS & REC,5,1,0,6
KERN COUNTY,KERN COUNTY SD,832,56,42,930
KERN COUNTY,KERN HIGH SCHOOL DISTRICT PD,27,0,0,27
KERN COUNTY,MCFARLAND PD,11,2,5,18
KERN COUNTY,RIDGECREST PD,29,11,6,46
KERN COUNTY,SHAFTER PD,22,0,7,29
KERN COUNTY,STALLION SPRINGS PD,3,0,0,3
KERN COUNTY,TAFT PD,14,2,4,20
KERN COUNTY,TEHACHAPI PD,17,1,8,26
KINGS COUNTY,AVENAL PD,18,1,0,19
KINGS COUNTY,CORCORAN PD,17,3,6,26
KINGS COUNTY,HANFORD PD,56,0,16,72
KINGS COUNTY,KINGS CO DA,14,0,0,14
KINGS COUNTY,KINGS CO SHERIFF'S OFFICE,191,7,16,214
KINGS COUNTY,"KINGS CO-HUMAN SVCS,WELFARE FD",5,0,0,5
KINGS COUNTY,LEMOORE PD,33,8,0,41
LAKE COUNTY,CLEARLAKE PD,23,2,8,33
LAKE COUNTY,LAKE CO DA,5,0,1,6
LAKE COUNTY,LAKE CO SD,47,1,7,55
LAKE COUNTY,LAKEPORT PD,11,1,0,12
LASSEN COUNTY,LASSEN CO DA,1,0,0,1
LASSEN COUNTY,LASSEN CO SD,56,3,9,68
LASSEN COUNTY,SUSANVILLE PD,15,0,0,15
LOS ANGELES COUNTY,ALHAMBRA PD,78,4,12,94
LOS ANGELES COUNTY,ARCADIA PD,70,6,9,85
LOS ANGELES COUNTY,AZUSA PD,57,3,9,69
LOS ANGELES COUNTY,BALDWIN PARK PD,66,1,12,79
LOS ANGELES COUNTY,BALDWIN PARK UNIF SCH DIST PD,9,0,0,9
LOS ANGELES COUNTY,BELL GARDENS PD,50,0,6,56
LOS ANGELES COUNTY,BELL PD,32,3,5,40
LOS ANGELES COUNTY,BEVERLY HILLS PD,128,8,20,156
LOS ANGELES COUNTY,BURBANK AIRPORT AUTH PD,33,0,0,33
LOS ANGELES COUNTY,BURBANK PD,140,12,16,168
LOS ANGELES COUNTY,CA DEPT INDUSTRIAL RELATIONS,3,0,0,3
LOS ANGELES COUNTY,CA DEPT OF BUSINESS OVERSIGHT,3,0,0,3
LOS ANGELES COUNTY,CERRITOS CCD PD,14,0,0,14
LOS ANGELES COUNTY,CLAREMONT PD,38,4,7,49
LOS ANGELES COUNTY,COMPTON UNIF SCH DIST PD,19,0,0,19
LOS ANGELES COUNTY,COVINA PD,55,1,12,68
LOS ANGELES COUNTY,CSU DOMINGUEZ HILLS PD,19,0,7,26
LOS ANGELES COUNTY,CSU LONG BEACH PD,23,0,12,35
LOS ANGELES COUNTY,CSU LOS ANGELES DPS,22,0,6,28
LOS ANGELES COUNTY,CSU NORTHRIDGE DEPT POLICE SVS,21,0,5,26
LOS ANGELES COUNTY,CSU POMONA DPS,20,0,6,26
LOS ANGELES COUNTY,CULVER CITY PD,100,15,0,115
LOS ANGELES COUNTY,DOWNEY PD,118,0,15,133
LOS ANGELES COUNTY,EL CAMINO CCD PD,12,1,6,19
LOS ANGELES COUNTY,EL MONTE PD,118,23,15,156
LOS ANGELES COUNTY,EL SEGUNDO PD,53,0,0,53
LOS ANGELES COUNTY,GARDENA PD,93,5,0,98
LOS ANGELES COUNTY,GLENDALE CCD PD,9,0,0,9
LOS ANGELES COUNTY,GLENDALE PD,233,11,22,266
LOS ANGELES COUNTY,GLENDORA PD,52,3,11,66
LOS ANGELES COUNTY,HACIENDA LA PUENTE USD,5,0,0,5
LOS ANGELES COUNTY,HAWTHORNE PD,88,3,0,91
LOS ANGELES COUNTY,HERMOSA BEACH PD,35,1,0,36
LOS ANGELES COUNTY,HUNTINGTON PARK PD,55,6,8,69
LOS ANGELES COUNTY,INGLEWOOD PD,185,0,18,203
LOS ANGELES COUNTY,INGLEWOOD UNIF SCH DIST PD,5,3,0,8
LOS ANGELES COUNTY,IRWINDALE PD,27,3,6,36
LOS ANGELES COUNTY,LA VERNE PD,38,7,8,53
LOS ANGELES COUNTY,LONG BEACH PD,842,27,74,943
LOS ANGELES COUNTY,LOS ANGELES CITY PARK RANGER,23,0,0,23
LOS ANGELES COUNTY,LOS ANGELES CO CORONER,55,0,0,55
LOS ANGELES COUNTY,LOS ANGELES CO DA,248,0,0,248
LOS ANGELES COUNTY,LOS ANGELES CO SD,9463,586,510,10559
LOS ANGELES COUNTY,LOS ANGELES PD,9804,416,586,10806
LOS ANGELES COUNTY,LOS ANGELES PORT PD,129,0,10,139
LOS ANGELES COUNTY,LOS ANGELES SCHOOL PD,353,0,0,353
LOS ANGELES COUNTY,LOS ANGELES WORLD AIRPORTS PD,509,0,0,509
LOS ANGELES COUNTY,MANHATTAN BEACH PD,59,1,0,60
LOS ANGELES COUNTY,MONROVIA PD,47,2,11,60
LOS ANGELES COUNTY,MONTEBELLO PD,61,7,8,76
LOS ANGELES COUNTY,MONTEBELLO UNIFIED SCHOOL DIST,3,0,0,3
LOS ANGELES COUNTY,MONTEREY PARK PD,70,19,9,98
LOS ANGELES COUNTY,PALOS VERDES ESTATES PD,21,9,8,38
LOS ANGELES COUNTY,PASADENA CITY CCD PD,10,0,7,17
LOS ANGELES COUNTY,PASADENA PD,221,11,26,258
LOS ANGELES COUNTY,POMONA PD,150,11,31,192
LOS ANGELES COUNTY,REDONDO BEACH PD,91,15,13,119
LOS ANGELES COUNTY,SAN FERNANDO PD,28,17,8,53
LOS ANGELES COUNTY,SAN GABRIEL PD,52,3,5,60
LOS ANGELES COUNTY,SAN MARINO PD,25,0,5,30
LOS ANGELES COUNTY,SANTA MONICA CCD PD,17,0,6,23
LOS ANGELES COUNTY,SANTA MONICA OFFICE EMER MGT,0,0,27,27
LOS ANGELES COUNTY,SANTA MONICA PD,221,0,0,221
LOS ANGELES COUNTY,SIERRA MADRE PD,15,5,4,24
LOS ANGELES COUNTY,SIGNAL HILL PD,32,0,7,39
LOS ANGELES COUNTY,SOUTH BAY REG PUB COMM AUTH,0,0,63,63
LOS ANGELES COUNTY,SOUTH GATE PD,73,1,8,82
LOS ANGELES COUNTY,SOUTH PASADENA PD,32,4,5,41
LOS ANGELES COUNTY,TORRANCE PD,214,0,24,238
LOS ANGELES COUNTY,UC LOS ANGELES PD,56,0,14,70
LOS ANGELES COUNTY,VERNON PD,39,1,8,48
LOS ANGELES COUNTY,WEST COVINA PD,90,6,16,112
LOS ANGELES COUNTY,WHITTIER PD,115,1,13,129
MADERA COUNTY,CHOWCHILLA PD,17,2,9,28
MADERA COUNTY,MADERA CO DA,8,0,0,8
MADERA COUNTY,MADERA CO SD,87,22,10,119
MADERA COUNTY,MADERA PD,65,0,12,77
MARIN COUNTY,BELVEDERE PD,5,0,0,5
MARIN COUNTY,CENTRAL MARIN POLICE AUTHORITY,38,4,0,42
MARIN COUNTY,FAIRFAX PD,11,0,4,15
MARIN COUNTY,MARIN CCD PD,6,0,0,6
MARIN COUNTY,MARIN CO DA,13,0,0,13
MARIN COUNTY,MARIN CO HEALTH & HUMAN SVCS,4,0,0,4
MARIN COUNTY,MARIN CO SD,199,0,44,243
MARIN COUNTY,MARIN MUNCPL WATER DIST,6,0,0,6
MARIN COUNTY,MILL VALLEY PD,22,1,0,23
MARIN COUNTY,NOVATO PD,60,0,12,72
MARIN COUNTY,ROSS PD,8,2,0,10
MARIN COUNTY,SAN RAFAEL PD,65,3,18,86
MARIN COUNTY,SAUSALITO PD,18,0,0,18
MARIN COUNTY,TIBURON PD,15,7,0,22
MARIPOSA COUNTY,MARIPOSA CO DA,1,0,0,1
MARIPOSA COUNTY,MARIPOSA CO SD,60,16,0,76
MENDOCINO COUNTY,FORT BRAGG PD,13,0,0,13
MENDOCINO COUNTY,MENDOCINO CO DA,6,0,0,6
MENDOCINO COUNTY,MENDOCINO CO HEALTH/HUMAN SVCS,5,0,0,5
MENDOCINO COUNTY,MENDOCINO CO SD,129,5,15,149
MENDOCINO COUNTY,UKIAH PD,28,1,12,41
MENDOCINO COUNTY,WILLITS PD,12,1,6,19
MERCED COUNTY,ATWATER PD,24,2,5,31
MERCED COUNTY,DOS PALOS PD,8,2,4,14
MERCED COUNTY,GUSTINE PD,9,0,0,9
MERCED COUNTY,LIVINGSTON PD,20,3,7,30
MERCED COUNTY,LOS BANOS PD,39,2,11,52
MERCED COUNTY,MERCED CCD PD,5,0,0,5
MERCED COUNTY,MERCED CO DA,8,0,0,8
MERCED COUNTY,MERCED CO SD,125,42,14,181
MERCED COUNTY,MERCED PD,91,7,14,112
MERCED COUNTY,UC MERCED PD,15,0,5,20
MODOC COUNTY,ALTURAS PD,8,3,0,11
MODOC COUNTY,MODOC CO SD,11,0,6,17
MONO COUNTY,MAMMOTH LAKES PD,13,0,0,13
MONO COUNTY,MONO CO DA,2,0,0,2
MONO COUNTY,MONO CO SD,20,0,16,36
MONTEREY COUNTY,CARMEL PD,14,0,6,20
MONTEREY COUNTY,CSU MONTEREY BAY PD,14,0,0,14
MONTEREY COUNTY,DEL REY OAKS PD,9,6,0,15
MONTEREY COUNTY,GONZALES PD,10,1,0,11
MONTEREY COUNTY,GREENFIELD PD,22,2,0,24
MONTEREY COUNTY,KING CITY PD,16,0,0,16
MONTEREY COUNTY,MARINA PD,26,3,0,29
MONTEREY COUNTY,MONTEREY CO DA,26,0,0,26
MONTEREY COUNTY,MONTEREY CO EMER COMM,0,0,64,64
MONTEREY COUNTY,MONTEREY CO SHERIFF'S OFFICE,296,3,0,299
MONTEREY COUNTY,MONTEREY PD,47,0,0,47
MONTEREY COUNTY,PACIFIC GROVE PD,21,0,0,21
MONTEREY COUNTY,SALINAS PD,153,0,0,153
MONTEREY COUNTY,SAND CITY PD,10,4,0,14
MONTEREY COUNTY,SEASIDE PD,33,1,0,34
MONTEREY COUNTY,SOLEDAD PD,18,6,0,24
NAPA COUNTY,CALISTOGA PD,8,0,7,15
NAPA COUNTY,NAPA CO DA,11,0,0,11
NAPA COUNTY,NAPA CO SD,99,0,0,99
NAPA COUNTY,NAPA PD,73,0,29,102
NAPA COUNTY,NAPA VALLEY COLLEGE DPS,4,0,0,4
NAPA COUNTY,NAPA VALLEY RR PD,2,0,0,2
NAPA COUNTY,SAINT HELENA PD,12,1,7,20
NEVADA COUNTY,GRASS VALLEY PD,28,10,0,38
NEVADA COUNTY,NEVADA CITY PD,10,6,0,16
NEVADA COUNTY,NEVADA CO DA,5,0,0,5
NEVADA COUNTY,NEVADA CO SD,62,3,10,75
NEVADA COUNTY,TRUCKEE PD,23,1,0,24
ORANGE COUNTY,ANAHEIM PD,385,24,33,442
ORANGE COUNTY,BREA PD,56,0,14,70
ORANGE COUNTY,BUENA PARK PD,87,5,16,108
ORANGE COUNTY,COAST CCD PD,1,0,0,1
ORANGE COUNTY,COSTA MESA PD,127,4,23,154
ORANGE COUNTY,CSU FULLERTON PD,27,0,6,33
ORANGE COUNTY,CYPRESS PD,49,0,0,49
ORANGE COUNTY,FOUNTAIN VALLEY PD,59,0,11,70
ORANGE COUNTY,FULLERTON PD,124,4,19,147
ORANGE COUNTY,GARDEN GROVE PD,161,10,18,189
ORANGE COUNTY,HUNTINGTON BEACH PD,209,6,26,241
ORANGE COUNTY,IRVINE PD,219,1,20,240
ORANGE COUNTY,IRVINE VALLEY CCD PD,9,0,4,13
ORANGE COUNTY,LA HABRA PD,67,6,15,88
ORANGE COUNTY,LA PALMA PD,20,3,8,31
ORANGE COUNTY,LAGUNA BEACH PD,56,3,11,70
ORANGE COUNTY,LOS ALAMITOS PD,15,2,0,17
ORANGE COUNTY,NEWPORT BEACH PD,142,4,19,165
ORANGE COUNTY,ORANGE CO DA,175,0,0,175
ORANGE COUNTY,ORANGE CO SD/CORONER,1942,139,59,2140
ORANGE COUNTY,ORANGE PD,148,5,19,172
ORANGE COUNTY,PLACENTIA PD,43,2,9,54
ORANGE COUNTY,SADDLEBACK CCD PD,6,0,2,8
ORANGE COUNTY,SANTA ANA PD,313,5,33,351
ORANGE COUNTY,SANTA ANA UNIF SCHL DIST PD,27,0,0,27
ORANGE COUNTY,SEAL BEACH PD,37,3,0,40
ORANGE COUNTY,TUSTIN PD,86,6,15,107
ORANGE COUNTY,UC IRVINE PD,41,0,10,51
ORANGE COUNTY,WEST CITIES COMM CTR,0,0,23,23
ORANGE COUNTY,WESTMINSTER PD,77,5,13,95
PLACER COUNTY,AUBURN PD,18,3,7,28
PLACER COUNTY,LINCOLN PD,23,0,5,28
PLACER COUNTY,PLACER CO DA,18,0,0,18
PLACER COUNTY,PLACER COUNTY SD,251,88,27,366
PLACER COUNTY,ROCKLIN PD,59,3,12,74
PLACER COUNTY,ROSEVILLE PD,125,2,22,149
PLACER COUNTY,UNION PACIFIC RAILROAD,35,0,0,35
PLUMAS COUNTY,PLUMAS CO SD,33,4,9,46
RIVERSIDE COUNTY,BANNING PD,24,2,6,32
RIVERSIDE COUNTY,BEAUMONT PD,41,0,10,51
RIVERSIDE COUNTY,BLYTHE PD,18,0,7,25
RIVERSIDE COUNTY,CATHEDRAL CITY PD,50,5,20,75
RIVERSIDE COUNTY,CORONA PD,144,0,25,169
RIVERSIDE COUNTY,DESERT HOT SPRINGS PD,32,1,0,33
RIVERSIDE COUNTY,HEMET PD,71,0,15,86
RIVERSIDE COUNTY,INDIO PD,68,0,13,81
RIVERSIDE COUNTY,MURRIETA PD,92,5,20,117
RIVERSIDE COUNTY,PALM SPRINGS PD,95,4,11,110
RIVERSIDE COUNTY,RIVERSIDE CCD PD,22,4,0,26
RIVERSIDE COUNTY,RIVERSIDE CO DA,102,0,2,104
RIVERSIDE COUNTY,RIVERSIDE CO PUBLIC SOCIAL SER,20,0,0,20
RIVERSIDE COUNTY,RIVERSIDE CO SD,1794,32,149,1975
RIVERSIDE COUNTY,RIVERSIDE PD,358,0,50,408
RIVERSIDE COUNTY,UC RIVERSIDE PD,32,0,9,41
RIVERSIDE COUNTY,VAL VERDE UNIF SCH DIST PD,4,2,0,6
SACRAMENTO COUNTY,CA ALCOHOLIC BEVERAGE CONTROL,183,0,0,183
SACRAMENTO COUNTY,CA ASSEMBLY SGT AT ARMS LEGIS,21,0,0,21
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF DEN BD,16,0,0,16
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF INVEST,150,0,0,150
SACRAMENTO COUNTY,CA DEPT DEVELOPMENTAL OPS,88,0,0,88
SACRAMENTO COUNTY,CA DEPT EMPLOYMENT DEVELOPMENT,33,0,0,33
SACRAMENTO COUNTY,CA DEPT FISH & WILDLIFE,377,0,0,377
SACRAMENTO COUNTY,CA DEPT HEALTH CARE SVCS,76,0,0,76
SACRAMENTO COUNTY,CA DEPT INSURANCE FRAUD,178,0,0,178
SACRAMENTO COUNTY,CA DEPT JUSTICE,262,0,0,262
SACRAMENTO COUNTY,CA DEPT MOTOR VEHICLES,198,0,0,198
SACRAMENTO COUNTY,CA DEPT OF MANAGED HEALTH CARE,1,0,0,1
SACRAMENTO COUNTY,CA DEPT PARKS & RECREATION,518,0,43,561
SACRAMENTO COUNTY,CA DEPT PUB HEALTH FOOD/DRUG,86,0,0,86
SACRAMENTO COUNTY,CA DEPT SOCIAL SERVICES,56,0,0,56
SACRAMENTO COUNTY,CA DEPT STATE HOSPITALS,37,0,0,37
SACRAMENTO COUNTY,CA DEPT TOXIC SUBSTANCES CNTL,10,0,0,10
SACRAMENTO COUNTY,CA FRANCHISE TAX BOARD,32,0,0,32
SACRAMENTO COUNTY,CA HIGHWAY PATROL,7347,0,877,8224
SACRAMENTO COUNTY,CA HORSE RACING BOARD,13,0,0,13
SACRAMENTO COUNTY,CA OFFICE OF LE SUPPORT (OLES),3,0,0,3
SACRAMENTO COUNTY,CA SECRETARY OF STATE OFC INV,4,0,0,4
SACRAMENTO COUNTY,CA STATE FAIR PD,5,1,0,6
SACRAMENTO COUNTY,CA STATE LOTTERY,30,0,0,30
SACRAMENTO COUNTY,CAL - OES,17,0,0,17
SACRAMENTO COUNTY,CAL FIRE,163,0,0,163
SACRAMENTO COUNTY,CITRUS HEIGHTS PD,87,9,20,116
SACRAMENTO COUNTY,CSU SACRAMENTO UNIVERSITY PD,23,0,8,31
SACRAMENTO COUNTY,ELK GROVE PD,136,0,21,157
SACRAMENTO COUNTY,FOLSOM PD,76,4,16,96
SACRAMENTO COUNTY,GALT PD,32,2,9,43
SACRAMENTO COUNTY,LOS RIOS CCD PD,21,0,5,26
SACRAMENTO COUNTY,SACRAMENTO CO CORONER,17,0,0,17
SACRAMENTO COUNTY,SACRAMENTO CO DA,43,0,0,43
SACRAMENTO COUNTY,SACRAMENTO CO HUMAN ASST INV,21,0,0,21
SACRAMENTO COUNTY,SACRAMENTO CO REG PARKS DEPT,35,3,0,38
SACRAMENTO COUNTY,SACRAMENTO CO SD,1341,422,68,1831
SACRAMENTO COUNTY,SACRAMENTO PD,655,95,90,840
SACRAMENTO COUNTY,TWIN RIVERS USD PD,19,4,5,28
SAN BENITO COUNTY,HOLLISTER PD,33,1,0,34
SAN BENITO COUNTY,SAN BENITO CO DA,2,0,0,2
SAN BENITO COUNTY,SAN BENITO CO SD,49,13,0,62
SAN BERNARDINO COUNTY,APPLE VALLEY UNIF SCH DIST PD,5,3,1,9
SAN BERNARDINO COUNTY,BARSTOW PD,36,2,9,47
SAN BERNARDINO COUNTY,BURLINGTON NORTHRN SANTA FE RR,36,0,0,36
SAN BERNARDINO COUNTY,CHAFFEY CCD PD,11,0,0,11
SAN BERNARDINO COUNTY,CHINO PD,106,1,21,128
SAN BERNARDINO COUNTY,COLTON PD,49,0,12,61
SAN BERNARDINO COUNTY,CSU SAN BERNARDINO PD,17,0,11,28
SAN BERNARDINO COUNTY,FONTANA PD,186,1,26,213
SAN BERNARDINO COUNTY,FONTANA UNIFIED SCHOOL DIST,17,0,11,28
SAN BERNARDINO COUNTY,HESPERIA UNIFIED SCHOOL DIST,8,0,0,8
SAN BERNARDINO COUNTY,MONTCLAIR PD,42,5,11,58
SAN BERNARDINO COUNTY,ONTARIO PD,281,8,46,335
SAN BERNARDINO COUNTY,REDLANDS PD,84,3,16,103
SAN BERNARDINO COUNTY,RIALTO PD,104,1,13,118
SAN BERNARDINO COUNTY,SAN BERNARDINO CCD PD,11,0,1,12
SAN BERNARDINO COUNTY,SAN BERNARDINO CO DA,57,0,0,57
SAN BERNARDINO COUNTY,SAN BERNARDINO CO SD,1968,163,187,2318
SAN BERNARDINO COUNTY,SAN BERNARDINO PD,240,15,35,290
SAN BERNARDINO COUNTY,SAN BERNARDINO UNIF SCHL DIST,24,7,8,39
SAN BERNARDINO COUNTY,SNOWLINE JOINT UNIF SCHL DIST,3,2,0,5
SAN BERNARDINO COUNTY,UPLAND PD,65,4,16,85
SAN BERNARDINO COUNTY,VICTOR VALLEY COLLEGE PD,7,4,0,11
SAN DIEGO COUNTY,CARLSBAD PD,118,3,22,143
SAN DIEGO COUNTY,CHULA VISTA PD,230,2,28,260
SAN DIEGO COUNTY,CORONADO PD,43,1,8,52
SAN DIEGO COUNTY,CSU SAN DIEGO PD,29,0,10,39
SAN DIEGO COUNTY,CSU SAN MARCOS DPS,17,0,7,24
SAN DIEGO COUNTY,EL CAJON PD,117,21,17,155
SAN DIEGO COUNTY,ESCONDIDO PD,153,10,26,189
SAN DIEGO COUNTY,LA MESA PD,66,2,20,88
SAN DIEGO COUNTY,MIRA COSTA CCD PD,9,0,4,13
SAN DIEGO COUNTY,NATIONAL CITY PD,84,5,12,101
SAN DIEGO COUNTY,OCEANSIDE PD,205,1,27,233
SAN DIEGO COUNTY,PALOMAR CCD PD,12,3,0,15
SAN DIEGO COUNTY,SAN DIEGO CCD PD,35,0,12,47
SAN DIEGO COUNTY,SAN DIEGO CITY SCHOOLS PD,37,0,10,47
SAN DIEGO COUNTY,SAN DIEGO CO DA,122,0,0,122
SAN DIEGO COUNTY,SAN DIEGO CO PUBLIC ASST INV,40,0,0,40
SAN DIEGO COUNTY,SAN DIEGO CO SD,2657,64,142,2863
SAN DIEGO COUNTY,"SAN DIEGO HARBOR PD, PORT OF",135,0,15,150
SAN DIEGO COUNTY,SAN DIEGO PD,1791,20,181,1992
SAN DIEGO COUNTY,SOUTHWESTERN CCD PD,11,0,0,11
