County,Agency,Sworn,Reserve,Dispatcher,Total
ORANGE COUNTY,NEWPORT BEACH PD,138,9,19,166
ORANGE COUNTY,ORANGE CO DA,161,0,0,161
ORANGE COUNTY,ORANGE CO SD/CORONER,1850,193,56,2099
ORANGE COUNTY,ORANGE PD,146,10,16,172
ORANGE COUNTY,PLACENTIA PD,43,5,8,56
ORANGE COUNTY,SADDLEBACK CCD PD,8,0,2,10
ORANGE COUNTY,SANTA ANA PD,292,8,34,334
ORANGE COUNTY,SANTA ANA UNIF SCHL DIST PD,25,2,0,27
ORANGE COUNTY,SEAL BEACH PD,33,3,0,36
ORANGE COUNTY,TUSTIN PD,91,4,12,107
ORANGE COUNTY,UC IRVINE PD,31,0,8,39
ORANGE COUNTY,WEST CITIES COMM CTR,0,0,23,23
ORANGE COUNTY,WESTMINSTER PD,88,5,13,106
PLACER COUNTY,AUBURN PD,17,4,6,27
PLACER COUNTY,LINCOLN PD,21,3,5,29
PLACER COUNTY,PLACER CO DA,12,0,0,12
PLACER COUNTY,PLACER COUNTY SD,239,80,32,351
PLACER COUNTY,ROCKLIN PD,52,4,21,77
PLACER COUNTY,ROSEVILLE PD,119,4,23,146
PLACER COUNTY,SIERRA COLLEGE PD (OBS),3,0,0,3
PLUMAS COUNTY,PLUMAS CO SD,32,9,8,49
RIVERSIDE COUNTY,BANNING PD,24,5,7,36
RIVERSIDE COUNTY,BEAUMONT PD,41,0,14,55
RIVERSIDE COUNTY,BLYTHE PD,18,2,7,27
RIVERSIDE COUNTY,CATHEDRAL CITY PD,43,14,17,74
RIVERSIDE COUNTY,CORONA PD,155,0,26,181
RIVERSIDE COUNTY,DESERT HOT SPRINGS PD,23,2,0,25
RIVERSIDE COUNTY,HEMET PD,58,0,14,72
RIVERSIDE COUNTY,INDIO PD,65,0,15,80
RIVERSIDE COUNTY,MOUNT SAN JACINTO CCD PD,3,0,0,3
RIVERSIDE COUNTY,MURRIETA PD,82,5,19,106
RIVERSIDE COUNTY,PALM SPRINGS PD,78,7,18,103
RIVERSIDE COUNTY,RIVERSIDE CCD PD,18,9,0,27
RIVERSIDE COUNTY,RIVERSIDE CO DA,105,0,2,107
RIVERSIDE COUNTY,RIVERSIDE CO PUBLIC SOCIAL SER,24,0,0,24
RIVERSIDE COUNTY,RIVERSIDE CO SD,2073,51,169,2293
RIVERSIDE COUNTY,RIVERSIDE PD,358,5,47,410
RIVERSIDE COUNTY,UC RIVERSIDE PD,28,0,8,36
SACRAMENTO COUNTY,CA ALCOHOLIC BEVERAGE CONTROL,171,0,0,171
SACRAMENTO COUNTY,CA ASSEMBLY SGT AT ARMS LEGIS,24,0,0,24
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF DEN BD,12,3,0,15
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF INVEST,149,0,0,149
SACRAMENTO COUNTY,CA DEPT DEVELOPMENTAL OPS,83,0,0,83
SACRAMENTO COUNTY,CA DEPT EMPLOYMENT DEVELOPMENT,38,0,0,38
SACRAMENTO COUNTY,CA DEPT FISH & WILDLIFE,362,5,0,367
SACRAMENTO COUNTY,CA DEPT HEALTH CARE SVCS,87,0,0,87
SACRAMENTO COUNTY,CA DEPT INSURANCE FRAUD,188,0,0,188
SACRAMENTO COUNTY,CA DEPT JUSTICE,263,0,0,263
SACRAMENTO COUNTY,CA DEPT MOTOR VEHICLES,207,0,0,207
SACRAMENTO COUNTY,CA DEPT PARKS & RECREATION,561,0,53,614
SACRAMENTO COUNTY,CA DEPT PUB HEALTH FOOD/DRUG,98,0,0,98
SACRAMENTO COUNTY,CA DEPT SOCIAL SERVICES,59,0,0,59
SACRAMENTO COUNTY,CA DEPT STATE HOSPITALS,28,0,0,28
SACRAMENTO COUNTY,CA DEPT TOXIC SUBSTANCES CNTL,12,0,0,12
SACRAMENTO COUNTY,CA FRANCHISE TAX BOARD,42,0,0,42
SACRAMENTO COUNTY,CA HIGHWAY PATROL,7298,0,864,8162
SACRAMENTO COUNTY,CA HORSE RACING BOARD,10,0,0,10
SACRAMENTO COUNTY,CA SECRETARY OF STATE OFC INV,6,0,0,6
SACRAMENTO COUNTY,CA STATE CONTROLLER - INVEST,1,0,0,1
SACRAMENTO COUNTY,CA STATE FAIR PD,2,0,0,2
SACRAMENTO COUNTY,CA STATE LOTTERY,33,0,0,33
SACRAMENTO COUNTY,CAL - OES,9,0,0,9
SACRAMENTO COUNTY,CAL FIRE,158,0,0,158
SACRAMENTO COUNTY,CITRUS HEIGHTS PD,89,11,21,121
SACRAMENTO COUNTY,CSU SACRAMENTO DPS,23,0,6,29
SACRAMENTO COUNTY,ELK GROVE PD,126,11,25,162
SACRAMENTO COUNTY,FOLSOM PD,65,9,17,91
SACRAMENTO COUNTY,GALT PD,37,4,7,48
SACRAMENTO COUNTY,LOS RIOS CCD PD,29,4,6,39
SACRAMENTO COUNTY,SACRAMENTO CO CORONER,13,0,0,13
SACRAMENTO COUNTY,SACRAMENTO CO DA,37,1,0,38
SACRAMENTO COUNTY,SACRAMENTO CO HUMAN ASST INV,22,0,0,22
SACRAMENTO COUNTY,SACRAMENTO CO REG PARKS DEPT,19,3,0,22
SACRAMENTO COUNTY,SACRAMENTO CO SD,1231,400,54,1685
SACRAMENTO COUNTY,SACRAMENTO PD,642,83,79,804
SACRAMENTO COUNTY,TWIN RIVERS USD PD,23,4,4,31
SAN BENITO COUNTY,HOLLISTER PD,25,2,0,27
SAN BENITO COUNTY,SAN BENITO CO DA,2,0,0,2
SAN BENITO COUNTY,SAN BENITO CO SD,20,11,0,31
SAN BERNARDINO COUNTY,BARSTOW PD,37,1,10,48
SAN BERNARDINO COUNTY,CHAFFEY CCD PD,10,0,0,10
SAN BERNARDINO COUNTY,CHINO PD,98,1,19,118
SAN BERNARDINO COUNTY,COLTON PD,43,0,9,52
SAN BERNARDINO COUNTY,CSU SAN BERNARDINO DPS,14,0,15,29
SAN BERNARDINO COUNTY,FONTANA PD,183,1,27,211
SAN BERNARDINO COUNTY,FONTANA UNIFIED SCHOOL DIST,17,0,11,28
SAN BERNARDINO COUNTY,HESPERIA UNIFIED SCHOOL DIST,9,0,0,9
SAN BERNARDINO COUNTY,MONTCLAIR PD,47,6,13,66
SAN BERNARDINO COUNTY,ONTARIO PD,226,7,39,272
SAN BERNARDINO COUNTY,REDLANDS PD,75,5,14,94
SAN BERNARDINO COUNTY,RIALTO PD,98,2,15,115
SAN BERNARDINO COUNTY,SAN BERNARDINO CCD PD,7,0,0,7
SAN BERNARDINO COUNTY,SAN BERNARDINO CO DA,50,0,0,50
SAN BERNARDINO COUNTY,SAN BERNARDINO CO SD,1874,214,157,2245
SAN BERNARDINO COUNTY,SAN BERNARDINO PD,224,25,36,285
SAN BERNARDINO COUNTY,SAN BERNARDINO UNIF SCHL DIST,24,7,6,37
SAN BERNARDINO COUNTY,SNOWLINE JOINT UNIF SCHL DIST,2,2,0,4
SAN BERNARDINO COUNTY,UPLAND PD,64,5,18,87
SAN BERNARDINO COUNTY,VICTOR VALLEY COLLEGE PD,6,4,0,10
SAN DIEGO COUNTY,CARLSBAD PD,108,4,19,131
SAN DIEGO COUNTY,CHULA VISTA PD,195,12,28,235
SAN DIEGO COUNTY,CORONADO PD,41,2,8,51
SAN DIEGO COUNTY,CSU SAN DIEGO DPS,27,0,9,36
SAN DIEGO COUNTY,CSU SAN MARCOS DPS,16,0,5,21
SAN DIEGO COUNTY,EL CAJON PD,117,22,16,155
SAN DIEGO COUNTY,ESCONDIDO PD,150,10,24,184
SAN DIEGO COUNTY,LA MESA PD,62,2,15,79
SAN DIEGO COUNTY,MIRA COSTA CCD PD,8,0,3,11
SAN DIEGO COUNTY,NATIONAL CITY PD,82,9,13,104
SAN DIEGO COUNTY,OCEANSIDE PD,201,2,26,229
SAN DIEGO COUNTY,PALOMAR CCD PD,9,0,0,9
SAN DIEGO COUNTY,SAN DIEGO CCD PD,37,0,8,45
SAN DIEGO COUNTY,SAN DIEGO CITY SCHOOLS PD,43,0,9,52
SAN DIEGO COUNTY,SAN DIEGO CO DA,178,0,0,178
SAN DIEGO COUNTY,SAN DIEGO CO SD,2509,95,116,2720
SAN DIEGO COUNTY,"SAN DIEGO HARBOR PD, PORT OF",121,0,14,135
SAN DIEGO COUNTY,SAN DIEGO PD,1800,47,149,1996
SAN DIEGO COUNTY,SOUTHWESTERN CCD PD,10,0,0,10
SAN DIEGO COUNTY,UC SAN DIEGO PD,35,0,10,45
SAN FRANCISCO COUNTY,CSU SAN FRANCISCO PD,29,0,5,34
