County,Agency,Sworn,Reserve,Dispatcher,Total
DEL NORTE COUNTY,DEL NORTE COUNTY SD,26,12,4,42
EL DORADO COUNTY,EL DORADO CO DA,15,0,0,15
EL DORADO COUNTY,EL DORADO CO SD,165,7,29,201
EL DORADO COUNTY,PLACERVILLE PD,16,1,4,21
EL DORADO COUNTY,SOUTH LAKE TAHOE PD,35,7,8,50
FRESNO COUNTY,CLOVIS PD,91,14,22,127
FRESNO COUNTY,CLOVIS UNIF SCHL DIST PD,10,0,0,10
FRESNO COUNTY,COALINGA PD,20,4,7,31
FRESNO COUNTY,CSU FRESNO DPS,21,0,6,27
FRESNO COUNTY,FIREBAUGH PD,11,8,0,19
FRESNO COUNTY,FOWLER PD,12,4,0,16
FRESNO COUNTY,FRESNO CO DA,45,0,0,45
FRESNO COUNTY,FRESNO CO SD,391,36,41,468
FRESNO COUNTY,FRESNO PD,700,43,86,829
FRESNO COUNTY,FRESNO YOSEMITE INT'L AIRPORT,3,0,0,3
FRESNO COUNTY,HURON PD,6,11,0,17
FRESNO COUNTY,KERMAN PD,19,11,0,30
FRESNO COUNTY,KINGSBURG PD,13,9,5,27
FRESNO COUNTY,MENDOTA PD,11,7,0,18
FRESNO COUNTY,ORANGE COVE PD,13,3,0,16
FRESNO COUNTY,PARLIER PD,12,8,0,20
FRESNO COUNTY,REEDLEY PD,26,5,6,37
FRESNO COUNTY,SANGER PD,32,1,0,33
FRESNO COUNTY,SELMA PD,32,0,5,37
FRESNO COUNTY,STATE CENTER CCD PD,14,0,0,14
GLENN COUNTY,GLENN CO DA,2,0,0,2
GLENN COUNTY,GLENN CO SD/CORONER,24,2,7,33
GLENN COUNTY,ORLAND PD,9,0,0,9
GLENN COUNTY,WILLOWS PD,8,0,0,8
HUMBOLDT COUNTY,ARCATA PD,25,4,7,36
HUMBOLDT COUNTY,CSU HUMBOLDT DPS,12,0,8,20
HUMBOLDT COUNTY,EUREKA PD,48,5,9,62
HUMBOLDT COUNTY,FERNDALE PD,5,1,0,6
HUMBOLDT COUNTY,FORTUNA PD,15,2,7,24
HUMBOLDT COUNTY,HUMBOLDT CO CORONER,4,0,0,4
HUMBOLDT COUNTY,HUMBOLDT CO DA,9,0,0,9
HUMBOLDT COUNTY,HUMBOLDT CO SD,170,21,11,202
HUMBOLDT COUNTY,HUMBOLDT DEPT WELFARE/INVEST,7,0,0,7
HUMBOLDT COUNTY,RIO DELL PD,5,3,0,8
IMPERIAL COUNTY,BRAWLEY PD,31,0,9,40
IMPERIAL COUNTY,CALEXICO PD,35,4,9,48
IMPERIAL COUNTY,CALIPATRIA PD,7,6,0,13
IMPERIAL COUNTY,EL CENTRO PD,45,4,10,59
IMPERIAL COUNTY,IMPERIAL CO DA,12,0,0,12
IMPERIAL COUNTY,IMPERIAL CO SD,94,12,12,118
IMPERIAL COUNTY,IMPERIAL PD,18,7,0,25
IMPERIAL COUNTY,WESTMORLAND PD,5,4,0,9
INYO COUNTY,BISHOP PD,12,5,6,23
INYO COUNTY,INYO CO DA,3,0,0,3
INYO COUNTY,INYO COUNTY SD,36,12,6,54
KERN COUNTY,ARVIN PD,18,3,5,26
KERN COUNTY,BAKERSFIELD PD,359,15,33,407
KERN COUNTY,BEAR VALLEY PD,6,3,9,18
KERN COUNTY,CALIFORNIA CITY PD,20,9,6,35
KERN COUNTY,CSU BAKERSFIELD DPS,11,0,3,14
KERN COUNTY,DELANO PD,44,4,5,53
KERN COUNTY,KERN CO DA,21,0,0,21
KERN COUNTY,KERN CO-DEPT OF PARKS & REC,8,1,0,9
KERN COUNTY,KERN COUNTY SD,950,72,41,1063
KERN COUNTY,KERN HIGH SCHOOL DISTRICT PD,22,1,0,23
KERN COUNTY,MCFARLAND PD,14,10,3,27
KERN COUNTY,RIDGECREST PD,32,10,5,47
KERN COUNTY,SHAFTER PD,20,3,6,29
KERN COUNTY,STALLION SPRINGS PD,3,0,0,3
KERN COUNTY,TAFT PD,16,5,5,26
KERN COUNTY,TEHACHAPI PD,16,2,0,18
KINGS COUNTY,AVENAL PD,14,3,0,17
KINGS COUNTY,CORCORAN PD,18,3,6,27
KINGS COUNTY,HANFORD PD,53,2,15,70
KINGS COUNTY,KINGS CO DA,13,1,0,14
KINGS COUNTY,KINGS CO SD,75,5,17,97
KINGS COUNTY,"KINGS CO-HUMAN SVCS,WELFARE FD",6,0,0,6
KINGS COUNTY,LEMOORE PD,28,2,0,30
LAKE COUNTY,CLEARLAKE PD,20,1,4,25
LAKE COUNTY,LAKE CO DA,6,0,0,6
LAKE COUNTY,LAKE CO SD,51,0,10,61
LAKE COUNTY,LAKEPORT PD,11,2,0,13
LASSEN COUNTY,LASSEN CO DA,1,0,0,1
LASSEN COUNTY,LASSEN CO SD,30,19,7,56
LASSEN COUNTY,SUSANVILLE PD,16,1,0,17
LOS ANGELES COUNTY,ALHAMBRA PD,82,11,15,108
LOS ANGELES COUNTY,ARCADIA PD,66,10,11,87
LOS ANGELES COUNTY,AZUSA PD,58,6,11,75
LOS ANGELES COUNTY,BALDWIN PARK PD,64,2,10,76
LOS ANGELES COUNTY,BELL GARDENS PD,49,0,6,55
LOS ANGELES COUNTY,BELL PD,28,9,5,42
LOS ANGELES COUNTY,BEVERLY HILLS PD,113,17,17,147
LOS ANGELES COUNTY,BURBANK AIRPORT AUTH PD,29,0,0,29
LOS ANGELES COUNTY,BURBANK PD,148,10,15,173
LOS ANGELES COUNTY,BURLINGTON NORTHRN SANTA FE RR,30,0,0,30
LOS ANGELES COUNTY,CA DEPT INDUSTRIAL RELATIONS,6,0,0,6
LOS ANGELES COUNTY,CA DEPT OF BUSINESS OVERSIGHT,2,0,0,2
LOS ANGELES COUNTY,CERRITOS CCD PD,11,0,0,11
LOS ANGELES COUNTY,CLAREMONT PD,38,4,7,49
LOS ANGELES COUNTY,COMPTON UNIF SCH DIST PD,27,0,0,27
LOS ANGELES COUNTY,COVINA PD,53,2,11,66
LOS ANGELES COUNTY,CSU DOMINGUEZ HILLS DPS,18,0,6,24
LOS ANGELES COUNTY,CSU LONG BEACH PD,24,0,8,32
LOS ANGELES COUNTY,CSU LOS ANGELES DPS,17,0,6,23
LOS ANGELES COUNTY,CSU NORTHRIDGE DPS,22,0,4,26
LOS ANGELES COUNTY,CSU POMONA DPS,17,0,5,22
LOS ANGELES COUNTY,CULVER CITY PD,100,19,10,129
LOS ANGELES COUNTY,DOWNEY PD,106,1,16,123
LOS ANGELES COUNTY,EL CAMINO CCD PD,24,0,4,28
LOS ANGELES COUNTY,EL MONTE PD,114,62,16,192
LOS ANGELES COUNTY,EL SEGUNDO PD,60,0,0,60
LOS ANGELES COUNTY,GARDENA PD,93,9,0,102
LOS ANGELES COUNTY,GLENDALE CCD PD,9,0,0,9
LOS ANGELES COUNTY,GLENDALE PD,234,13,27,274
LOS ANGELES COUNTY,GLENDORA PD,47,6,12,65
LOS ANGELES COUNTY,HACIENDA LA PUENTE USD,6,0,0,6
LOS ANGELES COUNTY,HAWTHORNE PD,92,5,0,97
LOS ANGELES COUNTY,HERMOSA BEACH PD,32,1,0,33
LOS ANGELES COUNTY,HUNTINGTON PARK PD,64,5,9,78
LOS ANGELES COUNTY,INGLEWOOD PD,161,0,17,178
LOS ANGELES COUNTY,INGLEWOOD UNIF SCH DIST PD,7,3,0,10
LOS ANGELES COUNTY,IRWINDALE PD,24,3,6,33
LOS ANGELES COUNTY,LA VERNE PD,38,20,9,67
LOS ANGELES COUNTY,LONG BEACH PD,813,37,56,906
LOS ANGELES COUNTY,LOS ANGELES CITY DPT GEN SVCS,7,0,9,16
LOS ANGELES COUNTY,LOS ANGELES CITY HOUSING AUTH,1,0,0,1
LOS ANGELES COUNTY,LOS ANGELES CITY PARK RANGER,12,0,0,12
LOS ANGELES COUNTY,LOS ANGELES CO CORONER,50,0,0,50
LOS ANGELES COUNTY,LOS ANGELES CO DA,267,0,1,268
LOS ANGELES COUNTY,LOS ANGELES CO SD,9286,879,515,10680
LOS ANGELES COUNTY,LOS ANGELES PD,10062,467,555,11084
LOS ANGELES COUNTY,LOS ANGELES PORT PD,123,3,7,133
LOS ANGELES COUNTY,LOS ANGELES SCHOOL PD,361,0,0,361
LOS ANGELES COUNTY,LOS ANGELES WORLD AIRPORTS PD,495,0,0,495
LOS ANGELES COUNTY,MANHATTAN BEACH PD,63,5,0,68
LOS ANGELES COUNTY,MONROVIA PD,45,5,9,59
LOS ANGELES COUNTY,MONTEBELLO PD,71,14,11,96
LOS ANGELES COUNTY,MONTEBELLO UNIFIED SCHOOL DIST,4,2,0,6
LOS ANGELES COUNTY,MONTEREY PARK PD,68,23,10,101
LOS ANGELES COUNTY,PALOS VERDES ESTATES PD,24,14,9,47
LOS ANGELES COUNTY,PASADENA CITY CCD PD,7,0,5,12
LOS ANGELES COUNTY,PASADENA PD,224,16,29,269
LOS ANGELES COUNTY,POMONA PD,155,12,30,197
LOS ANGELES COUNTY,REDONDO BEACH PD,88,16,17,121
LOS ANGELES COUNTY,SAN FERNANDO PD,28,19,6,53
LOS ANGELES COUNTY,SAN GABRIEL PD,53,6,5,64
LOS ANGELES COUNTY,SAN MARINO PD,29,0,5,34
LOS ANGELES COUNTY,SANTA MONICA CCD PD,12,0,5,17
LOS ANGELES COUNTY,SANTA MONICA PD,207,0,14,221
LOS ANGELES COUNTY,SIERRA MADRE PD,14,5,3,22
LOS ANGELES COUNTY,SIGNAL HILL PD,30,4,8,42
LOS ANGELES COUNTY,SOUTH BAY REG PUB COMM AUTH,0,0,55,55
LOS ANGELES COUNTY,SOUTH GATE PD,65,3,9,77
LOS ANGELES COUNTY,SOUTH PASADENA PD,33,14,7,54
LOS ANGELES COUNTY,TORRANCE PD,225,0,22,247
LOS ANGELES COUNTY,UC LOS ANGELES PD,56,0,12,68
LOS ANGELES COUNTY,UNION PACIFIC RAILROAD,62,0,0,62
LOS ANGELES COUNTY,VERNON PD,41,0,7,48
LOS ANGELES COUNTY,WEST COVINA PD,94,14,16,124
LOS ANGELES COUNTY,WHITTIER PD,119,4,13,136
MADERA COUNTY,CHOWCHILLA PD,19,2,5,26
MADERA COUNTY,MADERA CO DA,6,0,0,6
MADERA COUNTY,MADERA CO SD,71,50,9,130
MADERA COUNTY,MADERA PD,57,0,9,66
MARIN COUNTY,BELVEDERE PD,7,1,0,8
MARIN COUNTY,CENTRAL MARIN POLICE AUTHORITY,43,3,14,60
MARIN COUNTY,FAIRFAX PD,11,2,5,18
MARIN COUNTY,MARIN CCD PD,7,0,0,7
MARIN COUNTY,MARIN CO DA,10,0,0,10
MARIN COUNTY,MARIN CO SD,204,0,44,248
MARIN COUNTY,MARIN MUNCPL WATER DIST,6,0,0,6
MARIN COUNTY,MILL VALLEY PD,21,2,0,23
MARIN COUNTY,NOVATO PD,60,0,14,74
MARIN COUNTY,ROSS PD,8,2,0,10
MARIN COUNTY,SAN RAFAEL PD,65,4,13,82
MARIN COUNTY,SAUSALITO PD,18,1,0,19
MARIN COUNTY,TIBURON PD,12,5,0,17
MARIPOSA COUNTY,MARIPOSA CO DA,2,0,0,2
MARIPOSA COUNTY,MARIPOSA CO SD,37,14,0,51
MENDOCINO COUNTY,FORT BRAGG PD,16,0,0,16
MENDOCINO COUNTY,MENDOCINO CO DA,6,0,0,6
MENDOCINO COUNTY,MENDOCINO CO SD,122,5,12,139
MENDOCINO COUNTY,UKIAH PD,27,3,11,41
MENDOCINO COUNTY,WILLITS PD,13,0,7,20
MERCED COUNTY,ATWATER PD,27,3,7,37
MERCED COUNTY,DOS PALOS PD,6,6,3,15
MERCED COUNTY,GUSTINE PD,10,2,1,13
MERCED COUNTY,LIVINGSTON PD,17,5,6,28
MERCED COUNTY,LOS BANOS PD,36,0,12,48
MERCED COUNTY,MERCED CCD PD,4,0,0,4
MERCED COUNTY,MERCED CO DA,9,0,0,9
MERCED COUNTY,MERCED CO SD,104,27,12,143
MERCED COUNTY,MERCED PD,82,11,16,109
MERCED COUNTY,UC MERCED PD,12,0,6,18
MODOC COUNTY,ALTURAS PD,6,0,0,6
MODOC COUNTY,MODOC CO DA,1,0,0,1
MODOC COUNTY,MODOC CO SD,12,0,5,17
MONO COUNTY,MAMMOTH LAKES PD,11,4,0,15
MONO COUNTY,MONO CO DA,2,0,0,2
MONO COUNTY,MONO CO SD,27,1,19,47
MONTEREY COUNTY,CARMEL PD,13,3,4,20
MONTEREY COUNTY,CSU MONTEREY BAY PD,13,0,0,13
MONTEREY COUNTY,DEL REY OAKS PD,5,11,0,16
MONTEREY COUNTY,GONZALES PD,12,4,0,16
MONTEREY COUNTY,GREENFIELD PD,14,0,0,14
MONTEREY COUNTY,KING CITY PD,16,0,0,16
MONTEREY COUNTY,MARINA PD,30,6,0,36
MONTEREY COUNTY,MONTEREY CO DA,23,0,0,23
MONTEREY COUNTY,MONTEREY CO EMER COMM,0,0,55,55
MONTEREY COUNTY,MONTEREY CO SHERIFF'S OFFICE,286,7,0,293
MONTEREY COUNTY,MONTEREY PD,47,0,0,47
MONTEREY COUNTY,MONTEREY REG AIRPORT DIST PD,6,0,0,6
MONTEREY COUNTY,PACIFIC GROVE PD,17,4,0,21
MONTEREY COUNTY,SALINAS PD,141,11,0,152
MONTEREY COUNTY,SAND CITY PD,9,2,0,11
MONTEREY COUNTY,SEASIDE PD,35,4,0,39
MONTEREY COUNTY,SOLEDAD PD,14,6,0,20
NAPA COUNTY,CALISTOGA PD,10,2,4,16
NAPA COUNTY,NAPA CO DA,7,0,0,7
NAPA COUNTY,NAPA CO SD,102,0,0,102
NAPA COUNTY,NAPA PD,68,0,27,95
NAPA COUNTY,NAPA VALLEY COLLEGE DPS,4,0,0,4
NAPA COUNTY,NAPA VALLEY RR PD,1,0,0,1
NAPA COUNTY,SAINT HELENA PD,12,2,6,20
NEVADA COUNTY,GRASS VALLEY PD,22,8,0,30
NEVADA COUNTY,NEVADA CITY PD,10,4,0,14
NEVADA COUNTY,NEVADA CO DA,3,0,0,3
NEVADA COUNTY,NEVADA CO SD,65,7,12,84
NEVADA COUNTY,TRUCKEE PD,24,2,0,26
ORANGE COUNTY,ANAHEIM PD,351,8,32,391
ORANGE COUNTY,BREA PD,59,0,14,73
ORANGE COUNTY,BUENA PARK PD,84,8,12,104
ORANGE COUNTY,COSTA MESA PD,115,7,23,145
ORANGE COUNTY,CSU FULLERTON PD,27,0,9,36
ORANGE COUNTY,CYPRESS PD,49,0,0,49
ORANGE COUNTY,FOUNTAIN VALLEY PD,59,1,9,69
ORANGE COUNTY,FULLERTON PD,136,13,17,166
ORANGE COUNTY,GARDEN GROVE PD,155,24,18,197
ORANGE COUNTY,HUNTINGTON BEACH PD,193,7,27,227
ORANGE COUNTY,IRVINE PD,190,5,20,215
ORANGE COUNTY,IRVINE VALLEY CCD PD,5,0,4,9
ORANGE COUNTY,LA HABRA PD,67,7,15,89
ORANGE COUNTY,LA PALMA PD,23,6,7,36
ORANGE COUNTY,LAGUNA BEACH PD,44,5,8,57
ORANGE COUNTY,LOS ALAMITOS PD,21,2,0,23
ORANGE COUNTY,NEWPORT BEACH PD,138,9,20,167
ORANGE COUNTY,ORANGE CO DA,136,0,0,136
ORANGE COUNTY,ORANGE CO DA WELFARE/FRAUD INV,27,0,0,27
ORANGE COUNTY,ORANGE CO SD/CORONER,1926,199,67,2192
ORANGE COUNTY,ORANGE PD,141,10,18,169
ORANGE COUNTY,PLACENTIA PD,46,6,10,62
ORANGE COUNTY,SADDLEBACK CCD PD,8,0,0,8
ORANGE COUNTY,SANTA ANA PD,307,16,36,359
ORANGE COUNTY,SANTA ANA UNIF SCHL DIST PD,25,3,0,28
ORANGE COUNTY,SEAL BEACH PD,31,5,0,36
ORANGE COUNTY,TUSTIN PD,87,4,15,106
ORANGE COUNTY,UC IRVINE PD,33,0,9,42
ORANGE COUNTY,WEST CITIES COMM CTR,0,0,26,26
ORANGE COUNTY,WESTMINSTER PD,83,7,13,103
PLACER COUNTY,AUBURN PD,19,5,6,30
PLACER COUNTY,LINCOLN PD,20,4,5,29
PLACER COUNTY,PLACER CO DA,12,0,0,12
PLACER COUNTY,PLACER COUNTY SD,235,76,31,342
PLACER COUNTY,ROCKLIN PD,51,7,18,76
PLACER COUNTY,ROSEVILLE PD,120,4,22,146
PLACER COUNTY,SIERRA COLLEGE PD (OBS),3,0,0,3
PLUMAS COUNTY,PLUMAS CO SD,29,12,8,49
RIVERSIDE COUNTY,BANNING PD,25,3,7,35
RIVERSIDE COUNTY,BEAUMONT PD,47,0,13,60
RIVERSIDE COUNTY,BLYTHE PD,22,2,8,32
RIVERSIDE COUNTY,CATHEDRAL CITY PD,46,16,17,79
RIVERSIDE COUNTY,CORONA PD,150,2,26,178
RIVERSIDE COUNTY,DESERT HOT SPRINGS PD,25,1,1,27
RIVERSIDE COUNTY,HEMET PD,57,0,14,71
RIVERSIDE COUNTY,INDIO PD,59,0,14,73
RIVERSIDE COUNTY,MOUNT SAN JACINTO CCD PD,3,0,0,3
RIVERSIDE COUNTY,MURRIETA PD,85,3,20,108
RIVERSIDE COUNTY,PALM SPRINGS PD,83,12,14,109
RIVERSIDE COUNTY,RIVERSIDE CCD PD,19,8,0,27
RIVERSIDE COUNTY,RIVERSIDE CO DA,108,0,2,110
RIVERSIDE COUNTY,RIVERSIDE CO PUBLIC SOCIAL SER,25,0,0,25
RIVERSIDE COUNTY,RIVERSIDE CO SD,1974,54,165,2193
RIVERSIDE COUNTY,RIVERSIDE PD,367,4,53,424
RIVERSIDE COUNTY,UC RIVERSIDE PD,29,0,8,37
SACRAMENTO COUNTY,CA ALCOHOLIC BEVERAGE CONTROL,180,0,0,180
SACRAMENTO COUNTY,CA ASSEMBLY SGT AT ARMS LEGIS,23,0,0,23
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF DEN BD,16,0,0,16
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF INVEST,56,0,0,56
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF MED BD,96,0,0,96
SACRAMENTO COUNTY,CA DEPT DEVELOPMENTAL OPS,89,0,0,89
SACRAMENTO COUNTY,CA DEPT EMPLOYMENT DEVELOPMENT,43,0,0,43
SACRAMENTO COUNTY,CA DEPT FISH & WILDLIFE,362,6,0,368
SACRAMENTO COUNTY,CA DEPT HEALTH CARE SVCS,101,0,0,101
SACRAMENTO COUNTY,CA DEPT INSURANCE FRAUD,210,0,0,210
SACRAMENTO COUNTY,CA DEPT JUSTICE,258,0,0,258
SACRAMENTO COUNTY,CA DEPT MOTOR VEHICLES,206,0,0,206
SACRAMENTO COUNTY,CA DEPT PARKS & RECREATION,619,0,70,689
SACRAMENTO COUNTY,CA DEPT PUB HEALTH FOOD/DRUG,102,0,0,102
SACRAMENTO COUNTY,CA DEPT SOCIAL SERVICES,54,0,0,54
SACRAMENTO COUNTY,CA DEPT STATE HOSPITALS,27,0,0,27
SACRAMENTO COUNTY,CA DEPT TOXIC SUBSTANCES CNTL,12,0,0,12
SACRAMENTO COUNTY,CA FRANCHISE TAX BOARD,38,0,0,38
SACRAMENTO COUNTY,CA HIGHWAY PATROL,7285,0,939,8224
SACRAMENTO COUNTY,CA HORSE RACING BOARD,12,0,0,12
SACRAMENTO COUNTY,CA SECRETARY OF STATE OFC INV,6,0,0,6
SACRAMENTO COUNTY,CA STATE CONTROLLER - INVEST,1,0,0,1
SACRAMENTO COUNTY,CA STATE FAIR PD,2,0,0,2
SACRAMENTO COUNTY,CA STATE LOTTERY,35,0,0,35
SACRAMENTO COUNTY,CAL - OES,7,0,0,7
SACRAMENTO COUNTY,CAL FIRE,180,0,0,180
SACRAMENTO COUNTY,CITRUS HEIGHTS PD,89,19,20,128
SACRAMENTO COUNTY,CSU SACRAMENTO DPS,24,0,6,30
SACRAMENTO COUNTY,ELK GROVE PD,128,12,22,162
SACRAMENTO COUNTY,FOLSOM PD,65,8,17,90
SACRAMENTO COUNTY,GALT PD,33,4,7,44
SACRAMENTO COUNTY,LOS RIOS CCD PD,29,4,0,33
SACRAMENTO COUNTY,SACRAMENTO CO CORONER,13,0,0,13
SACRAMENTO COUNTY,SACRAMENTO CO DA,42,0,0,42
SACRAMENTO COUNTY,SACRAMENTO CO HUMAN ASST INV,23,0,0,23
SACRAMENTO COUNTY,SACRAMENTO CO REG PARKS DEPT,17,4,0,21
SACRAMENTO COUNTY,SACRAMENTO CO SD,1232,393,56,1681
SACRAMENTO COUNTY,SACRAMENTO PD,626,83,71,780
SACRAMENTO COUNTY,TWIN RIVERS USD PD,21,4,4,29
SAN BENITO COUNTY,HOLLISTER PD,24,1,0,25
SAN BENITO COUNTY,SAN BENITO CO DA,2,0,0,2
SAN BENITO COUNTY,SAN BENITO CO SD,20,3,0,23
SAN BERNARDINO COUNTY,BARSTOW PD,37,3,11,51
SAN BERNARDINO COUNTY,CHINO PD,93,1,19,113
SAN BERNARDINO COUNTY,COLTON PD,44,0,10,54
SAN BERNARDINO COUNTY,CSU SAN BERNARDINO DPS,14,0,12,26
SAN BERNARDINO COUNTY,FONTANA PD,169,1,25,195
SAN BERNARDINO COUNTY,FONTANA UNIFIED SCHOOL DIST,15,0,10,25
SAN BERNARDINO COUNTY,HESPERIA UNIFIED SCHOOL DIST,6,0,0,6
SAN BERNARDINO COUNTY,MONTCLAIR PD,51,6,7,64
SAN BERNARDINO COUNTY,ONTARIO PD,222,5,43,270
SAN BERNARDINO COUNTY,REDLANDS PD,79,8,14,101
SAN BERNARDINO COUNTY,RIALTO PD,95,1,14,110
SAN BERNARDINO COUNTY,SAN BERNARDINO CCD PD,7,0,0,7
SAN BERNARDINO COUNTY,SAN BERNARDINO CO DA,43,0,0,43
SAN BERNARDINO COUNTY,SAN BERNARDINO CO SD,1798,215,159,2172
SAN BERNARDINO COUNTY,SAN BERNARDINO PD,244,25,36,305
SAN BERNARDINO COUNTY,SAN BERNARDINO UNIF SCHL DIST,23,4,8,35
SAN BERNARDINO COUNTY,SNOWLINE JOINT UNIF SCHL DIST,2,2,0,4
SAN BERNARDINO COUNTY,UPLAND PD,68,6,18,92
SAN DIEGO COUNTY,CARLSBAD PD,103,5,18,126
SAN DIEGO COUNTY,CHULA VISTA PD,195,11,25,231
SAN DIEGO COUNTY,CORONADO PD,41,2,7,50
SAN DIEGO COUNTY,CSU SAN DIEGO DPS,21,0,9,30
SAN DIEGO COUNTY,CSU SAN MARCOS DPS,14,0,5,19
SAN DIEGO COUNTY,EL CAJON PD,113,20,18,151
SAN DIEGO COUNTY,ESCONDIDO PD,147,13,22,182
SAN DIEGO COUNTY,GROSSMONT-CUYAMACA CCD PD,7,0,0,7
SAN DIEGO COUNTY,LA MESA PD,66,2,14,82
SAN DIEGO COUNTY,MIRA COSTA CCD PD,8,0,3,11
SAN DIEGO COUNTY,NATIONAL CITY PD,79,9,15,103
SAN DIEGO COUNTY,OCEANSIDE PD,201,2,28,231
SAN DIEGO COUNTY,PALOMAR CCD PD,9,0,0,9
SAN DIEGO COUNTY,SAN DIEGO CCD PD,36,0,7,43
SAN DIEGO COUNTY,SAN DIEGO CITY SCHOOLS PD,43,0,8,51
SAN DIEGO COUNTY,SAN DIEGO CO DA,201,0,0,201
SAN DIEGO COUNTY,SAN DIEGO CO SD,2434,109,120,2663
SAN DIEGO COUNTY,"SAN DIEGO HARBOR PD, PORT OF",125,0,14,139
SAN DIEGO COUNTY,SAN DIEGO PD,1813,42,161,2016
SAN DIEGO COUNTY,SOUTHWESTERN CCD PD,10,0,0,10
SAN DIEGO COUNTY,UC SAN DIEGO PD,34,0,10,44
SAN FRANCISCO COUNTY,CSU SAN FRANCISCO PD,29,0,5,34
